fips,n_cont,own_train_size,test_size,county_y_mean,county_y_std,model,model_label,mape,r2,mae,rmse,time
21201,43,92,24,11.196047156036009,0.9956114389360488,zs_regressor,(A) ZS TabPFNRegressor,34.957624443883226,0.06729517543278118,57328.20086863891,79537.10450327514,1.008894920349121
21201,43,92,24,11.196047156036009,0.9956114389360488,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.008324623107910156
21201,43,92,24,11.196047156036009,0.9956114389360488,ft_pipeline,(C) FT FT-pipeline,,,,,0.007680177688598633
48391,43,222,56,11.749281061914626,0.7693530444789429,zs_regressor,(A) ZS TabPFNRegressor,43.64000083747104,0.5265680202575319,57352.73992781619,72437.77652782024,1.982435703277588
48391,43,222,56,11.749281061914626,0.7693530444789429,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.00843954086303711
48391,43,222,56,11.749281061914626,0.7693530444789429,ft_pipeline,(C) FT FT-pipeline,,,,,0.007420539855957031
20017,43,105,27,11.390667669672743,0.7219312084834868,zs_regressor,(A) ZS TabPFNRegressor,28.39040333909693,0.5819933842769024,21325.84183449074,28994.026273477175,1.0673985481262207
20017,43,105,27,11.390667669672743,0.7219312084834868,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.007819175720214844
20017,43,105,27,11.390667669672743,0.7219312084834868,ft_pipeline,(C) FT FT-pipeline,,,,,0.00689697265625
29025,43,280,71,11.99968191215171,0.8439672847602847,zs_regressor,(A) ZS TabPFNRegressor,50.95985622788175,0.47882646688545827,93144.13720159406,157382.84368651392,3.0367743968963623
29025,43,280,71,11.99968191215171,0.8439672847602847,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.008765935897827148
29025,43,280,71,11.99968191215171,0.8439672847602847,ft_pipeline,(C) FT FT-pipeline,,,,,0.007924795150756836
28003,43,311,79,11.087028006123921,0.9300119886714182,zs_regressor,(A) ZS TabPFNRegressor,55.36804863687572,0.5816700929555626,38396.24478367971,54720.70440284736,2.8868491649627686
28003,43,311,79,11.087028006123921,0.9300119886714182,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.00879049301147461
28003,43,311,79,11.087028006123921,0.9300119886714182,ft_pipeline,(C) FT FT-pipeline,,,,,0.007811784744262695
21051,44,135,36,11.38174564738714,0.6798222237465256,zs_regressor,(A) ZS TabPFNRegressor,47.68878631941687,-0.14700385433542373,67108.32476839783,99274.96755639609,1.275768518447876
21051,44,135,36,11.38174564738714,0.6798222237465256,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.008144140243530273
21051,44,135,36,11.38174564738714,0.6798222237465256,ft_pipeline,(C) FT FT-pipeline,,,,,0.007472038269042969
29081,44,168,42,10.88200817975451,0.9637505042785448,zs_regressor,(A) ZS TabPFNRegressor,47.117424114734426,0.5254231087665032,33349.81681052511,47678.26223481527,1.6294102668762207
29081,44,168,42,10.88200817975451,0.9637505042785448,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.008283853530883789
29081,44,168,42,10.88200817975451,0.9637505042785448,ft_pipeline,(C) FT FT-pipeline,,,,,0.0075244903564453125
31125,44,233,59,11.206422271678576,0.9600697997912224,zs_regressor,(A) ZS TabPFNRegressor,43.152951887813366,0.6595617241768428,37640.18920034822,47865.33136701587,2.079765558242798
31125,44,233,59,11.206422271678576,0.9600697997912224,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.008762359619140625
31125,44,233,59,11.206422271678576,0.9600697997912224,ft_pipeline,(C) FT FT-pipeline,,,,,0.007854461669921875
40093,44,287,72,11.501890740107266,0.7054301740131348,zs_regressor,(A) ZS TabPFNRegressor,31.450348983321714,0.6703050307885363,38001.96109746333,50455.82670434128,2.3753156661987305
40093,44,287,72,11.501890740107266,0.7054301740131348,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.009072303771972656
40093,44,287,72,11.501890740107266,0.7054301740131348,ft_pipeline,(C) FT FT-pipeline,,,,,0.007775068283081055
21181,44,364,92,11.156542869139688,0.8877904845831451,zs_regressor,(A) ZS TabPFNRegressor,53.49502179135995,0.31513440856449526,56213.231966633975,85395.85146029954,3.969600200653076
21181,44,364,92,11.156542869139688,0.8877904845831451,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.011524200439453125
21181,44,364,92,11.156542869139688,0.8877904845831451,ft_pipeline,(C) FT FT-pipeline,,,,,0.007830381393432617
56019,44,338,85,12.557138545376521,0.6281952571751128,zs_regressor,(A) ZS TabPFNRegressor,32.04826198200009,0.5594715209364309,83198.99402162874,127675.43072943053,3.2862606048583984
56019,44,338,85,12.557138545376521,0.6281952571751128,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.009649515151977539
56019,44,338,85,12.557138545376521,0.6281952571751128,ft_pipeline,(C) FT FT-pipeline,,,,,0.00843501091003418
21149,44,372,94,11.533222639304196,0.6521907176062681,zs_regressor,(A) ZS TabPFNRegressor,41.13326413669431,0.14393891644272216,60490.46265074446,96964.45324950645,3.9700281620025635
21149,44,372,94,11.533222639304196,0.6521907176062681,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.008803844451904297
21149,44,372,94,11.533222639304196,0.6521907176062681,ft_pipeline,(C) FT FT-pipeline,,,,,0.0077877044677734375
40107,44,301,76,11.253525331704541,0.7354131017624388,zs_regressor,(A) ZS TabPFNRegressor,36.54802499084709,0.5868713347174799,42816.56373355259,57834.37485166326,2.688832998275757
40107,44,301,76,11.253525331704541,0.7354131017624388,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.008931159973144531
40107,44,301,76,11.253525331704541,0.7354131017624388,ft_pipeline,(C) FT FT-pipeline,,,,,0.00777745246887207
31135,44,230,59,11.316916162984315,0.9092286666425559,zs_regressor,(A) ZS TabPFNRegressor,43.98603204951415,0.34000964155802016,50378.84404793432,74451.4193937453,1.9658927917480469
31135,44,230,59,11.316916162984315,0.9092286666425559,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.009139060974121094
31135,44,230,59,11.316916162984315,0.9092286666425559,ft_pipeline,(C) FT FT-pipeline,,,,,0.00763249397277832
40127,44,280,72,11.403476794453006,0.8190633146360085,zs_regressor,(A) ZS TabPFNRegressor,56.2829570725132,0.4842189041110109,51958.13132302204,70014.33450007538,2.274625539779663
40127,44,280,72,11.403476794453006,0.8190633146360085,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.008676767349243164
40127,44,280,72,11.403476794453006,0.8190633146360085,ft_pipeline,(C) FT FT-pipeline,,,,,0.007672309875488281
31077,44,168,43,10.683996945719558,0.8503456390959931,zs_regressor,(A) ZS TabPFNRegressor,34.71139888375676,0.32267477250843757,39375.811409883725,66629.59359498874,1.4073622226715088
31077,44,168,43,10.683996945719558,0.8503456390959931,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.008474588394165039
31077,44,168,43,10.683996945719558,0.8503456390959931,ft_pipeline,(C) FT FT-pipeline,,,,,0.007592916488647461
21147,44,276,69,11.498642564267984,0.6482564709228349,zs_regressor,(A) ZS TabPFNRegressor,45.46728771207078,0.5398938676467018,40258.55938491451,55482.73008359513,2.2437620162963867
21147,44,276,69,11.498642564267984,0.6482564709228349,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.00883030891418457
21147,44,276,69,11.498642564267984,0.6482564709228349,ft_pipeline,(C) FT FT-pipeline,,,,,0.0076904296875
32011,44,72,19,11.872378877466305,0.697131273308541,zs_regressor,(A) ZS TabPFNRegressor,27.407596355074777,0.45318389342572774,60586.08037231366,94165.05510117863,0.957594633102417
32011,44,72,19,11.872378877466305,0.697131273308541,zs_ft_pipeline,(B) ZS FT-pipeline,,,,,0.0062525272369384766
32011,44,72,19,11.872378877466305,0.697131273308541,ft_pipeline,(C) FT FT-pipeline,,,,,0.005932331085205078
