fips,size_bucket,county_train_pool_size,county_test_size,requested_train_size,actual_train_size,seed,model,n_features,fit_time,pred_time,r2,mae,rmse,mape,mse,status,experiment_name,experiment_description
29137,small,168,168,5,5,42,tabpfn,107,76.94571018218994,11.082709550857544,-0.21640304162224888,39777.62592860565,48763.71023729377,28.476192258586153,2377899436.1067495,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,5,5,42,xgboost,107,13.680752515792847,0.006603240966796875,-0.2617057042165989,43485.35439772768,49663.466105661406,34.56966497138871,2466459865.628179,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,10,10,42,tabpfn,107,0.3767702579498291,0.21958661079406738,0.24086518291205206,54843.09006908193,82489.41394210227,35.843937695172066,6804503412.5114975,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,10,10,42,xgboost,107,45.02321934700012,0.006927967071533203,-0.03281632908978427,69089.74158321883,96216.66746041765,49.10490145814426,9257647097.188593,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,20,20,42,tabpfn,107,0.5151996612548828,0.21558547019958496,0.24537081928740445,62147.62293893008,88086.22230011215,61.379663374288775,7759182559.104775,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,20,20,42,xgboost,107,6.561081647872925,0.007256031036376953,0.1643994338047714,64029.593621593755,92691.63662251417,60.865744113995326,8591739499.76021,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,30,30,42,tabpfn,107,0.3808755874633789,0.2364823818206787,0.20039985021983953,67649.43045646514,111447.23155063168,62.58765692040898,12420485420.300114,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,30,30,42,xgboost,107,14.175559282302856,0.006660938262939453,0.16252460095691723,72819.05020069878,114056.19536818721,73.47720649340252,13008815701.866089,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,40,40,42,tabpfn,107,0.3770594596862793,0.2263040542602539,0.17987452699148,67707.468335164,110484.49918193583,56.89271997933805,12206824559.483177,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,40,40,42,xgboost,107,12.010636329650879,0.008223295211791992,0.043899460023202,73266.95077750031,119292.45670143336,55.47816779133389,14230690225.863354,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,50,50,42,tabpfn,107,0.4081156253814697,0.2216939926147461,0.20365042232913733,66400.2582576441,106913.46779520647,59.91331473329022,11430489595.996649,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,50,50,42,xgboost,107,13.570796728134155,0.006793975830078125,0.15123802370614237,69193.90257219023,110375.70663590675,55.68335433788256,12182796615.375751,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,60,60,42,tabpfn,107,0.4169912338256836,0.226470947265625,0.19121638516412254,66357.87542066426,104439.81877874653,57.37059875729303,10907675746.537415,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,60,60,42,xgboost,107,11.6266028881073,0.006751060485839844,0.029166448326095495,73281.45376376322,114425.37013417322,52.61941593937206,13093165330.34254,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,80,80,42,tabpfn,107,0.43762779235839844,0.22552990913391113,0.21308920427711575,64078.45196556901,97523.45747198362,59.558893019315896,9510824757.289799,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,80,80,42,xgboost,107,11.615696907043457,0.006611824035644531,0.25233654244222403,63639.91380522675,95060.35141835756,55.58354345177944,9036470411.781635,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,100,100,42,tabpfn,107,0.41733407974243164,0.22580456733703613,0.15071783179823528,67611.1503251326,115501.81147839308,60.39181980522146,13340668454.790255,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,100,100,42,xgboost,107,35.69598460197449,0.008680343627929688,0.08684809455652831,69540.6405092844,119766.21029570994,59.74611868341534,14343945128.596218,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,150,150,42,tabpfn,107,0.3645663261413574,0.3897128105163574,0.21503899512289015,66685.36240513394,111040.42099096552,63.95282314429517,12329975093.850857,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
29137,small,168,168,150,150,42,xgboost,107,20.133085250854492,0.006878852844238281,0.19315001429416212,69344.28842447918,112577.9811524696,65.16725064465952,12673801840.365799,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
