quantile,expected_coverage,observed_coverage,absolute_error,n_predictions
0.1,0.1,0.11604322527015794,0.016043225270157932,24060
0.2,0.2,0.20124688279301745,0.0012468827930174342,24060
0.3,0.3,0.2901911886949293,0.009808811305070664,24060
0.4,0.4,0.38761429758935995,0.012385702410640076,24060
0.5,0.5,0.4908561928512053,0.009143807148794703,24060
0.6,0.6,0.5977556109725686,0.0022443890274314038,24060
0.7,0.7,0.6990856192851206,0.0009143807148793703,24060
0.8,0.8,0.7938902743142144,0.006109725685785605,24060
0.9,0.9,0.8886949293433084,0.011305070656691618,24060
