model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse,fips,bin_name,repetition,fold,status,experiment_name,experiment_description,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_n_estimators,hyperparam_subsample,hyperparam_colsample_bytree,hyperparam_min_child_weight,hyperparam_reg_alpha,hyperparam_reg_lambda,hyperparam_gamma,tune_time
xgboost,13,4,21,5.7452099323272705,0.0021734237670898438,-0.5477152672327383,108277.16845703122,155411.42440389917,24152710835.24887,1041,small,6,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.23197294295025053,350.0,0.90489176447714,0.9330733931197372,3.0,0.07889911053564025,1.3521762173689427,0.01971467568486018,5.704968690872192
tabpfn,13,4,21,0.3009800910949707,0.21465349197387695,0.03963690421660426,73169.42578124997,80185.85852612845,6429771907.572287,1041,small,6,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,13,4,21,4.569249868392944,0.0021376609802246094,-0.14734270275202754,81071.25390624997,87644.89617104683,7681627824.833578,1041,small,6,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.014140801377898676,100.0,0.7449948594588625,0.8089424578109832,3.0,0.012973879801092957,0.2836853460442531,0.801001565044133,4.5487120151519775
tabpfn,14,3,21,0.30072832107543945,0.21522784233093262,0.3243239260331815,37794.55598958329,41893.8256329855,1755092626.166993,1041,small,6,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,14,3,21,5.967432498931885,0.0021631717681884766,0.3013655482525084,36127.42447916663,42599.6224014975,1814727828.7501678,1041,small,6,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,2.0,0.03849081810576622,350.0,0.738504265649949,0.9996729326827508,4.0,0.4670370682205295,2.7996146607911583,0.035310458676199884,5.923447847366333
tabpfn,14,3,21,0.29827260971069336,0.21574163436889648,-1.2879042856740752,113789.74479166658,151126.6470187345,22839263439.12518,1041,small,6,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,14,3,21,6.065960168838501,0.0021882057189941406,-6.839878571734368,228616.3346354166,279754.3119075604,78262475030.87257,1041,small,6,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.07517485349264938,450.0,0.8317681523712047,0.7245387471127855,5.0,0.061869464376950435,0.8388732426758457,0.020055878726540174,6.012937545776367
tabpfn,14,3,21,0.3025808334350586,0.21728038787841797,0.5136068104890017,52006.122395833365,55270.949112082664,3054877815.750431,1041,small,6,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,14,3,21,6.515000820159912,0.0021674633026123047,0.4074008584059351,51817.684895833365,61007.56463630598,3721922942.853052,1041,small,6,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.2536999076681772,400.0,0.8795975452591109,0.7468055921327309,4.0,0.01306673923805328,5.3994844097874335,0.24164826029897515,6.470401048660278
tabpfn,13,4,21,0.29650259017944336,0.21964669227600098,0.0071843598868429615,67669.29882812491,86231.66450793692,7435899963.809387,1041,small,7,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,13,4,21,4.448389768600464,0.0021615028381347656,0.2112718851700902,67010.71386718741,76859.24696921407,5907343844.674642,1041,small,7,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.03541049513797004,150.0,0.8946886893685755,0.8811123903796794,4.0,0.2076673220000394,1.5639494357080204,0.46246215212353187,4.4239182472229
tabpfn,13,4,21,0.29746484756469727,0.2165377140045166,0.0747691316944542,51130.90234374996,58740.235921636195,3450415316.1294794,1041,small,7,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,13,4,21,6.329718828201294,0.002172708511352539,-0.2687231030480062,57584.07812499995,68785.04944646939,4731383027.35324,1041,small,7,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.20591791522555733,400.0,0.970757530068147,0.8355504741456107,3.0,0.06836754140806055,0.35705260201172156,0.3337787224119739,6.285473823547363
tabpfn,14,3,21,0.30466294288635254,0.21894049644470215,-0.4780338724327522,123098.71614583331,151139.34689709533,22843102180.480515,1041,small,7,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,14,3,21,6.088499069213867,0.0021877288818359375,-0.7035218396213823,134452.25390624997,162259.15149124508,26328032242.658825,1041,small,7,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.08756758317645014,450.0,0.7306533286612478,0.8237314654741262,5.0,0.02586457733474599,4.283961229453388,0.01740843231484288,6.035104036331177
tabpfn,14,3,21,0.2985568046569824,0.2204570770263672,-0.25832188675555634,111883.90885416663,149762.03677269153,22428667658.30501,1041,small,7,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,14,3,21,6.5433878898620605,0.002183675765991211,0.057241296830378374,100542.61328124996,129630.18407236606,16803984622.635508,1041,small,7,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.017751885374023745,400.0,0.9888099795751683,0.8962412700760486,3.0,0.012645510602767794,1.1999959996795027,0.0701212816285161,6.491703510284424
tabpfn,14,3,21,0.3013126850128174,0.21381711959838867,0.9763785394800755,2442.690104166674,2471.9540618097126,6110556.883697536,1041,small,7,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,14,3,21,5.081022024154663,0.0021686553955078125,-1.6991435854994652,20063.752604166682,26424.08857439685,698232456.9875702,1041,small,7,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.016308355406652878,200.0,0.9508218444330706,0.7764885643352355,4.0,0.01004553707938886,0.5991538986340588,0.010723233615838115,5.0496766567230225
tabpfn,13,4,21,0.3041210174560547,0.21390080451965332,-0.6243134020292995,112171.61035156246,157704.5504976351,24870725247.661137,1041,small,8,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,13,4,21,4.673614740371704,0.0021491050720214844,-0.2212766081264952,101006.55273437496,136746.53496316215,18699614824.43133,1041,small,8,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.038061116027727944,150.0,0.8962241505171324,0.8188681054072144,3.0,0.05376009437981768,0.461550148978681,0.016753328872027677,4.646946430206299
tabpfn,13,4,21,0.5496041774749756,0.2157609462738037,0.3699003111351826,49432.65234375002,55432.57641624321,3072770528.1426425,1041,small,8,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,13,4,21,4.40854287147522,0.002144336700439453,0.25935431743961035,47637.24804687502,60098.78326648517,3611863750.111957,1041,small,8,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.025385746071485648,100.0,0.8703781461848463,0.9855471835144513,4.0,0.07117816331368731,4.570261569587996,0.056600480319780884,4.387564420700073
tabpfn,14,3,21,0.2960245609283447,0.21966099739074707,-1.2879042856740752,113789.74479166658,151126.6470187345,22839263439.12518,1041,small,8,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,14,3,21,6.059627532958984,0.0021963119506835938,-6.839878571734368,228616.3346354166,279754.3119075604,78262475030.87257,1041,small,8,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.07517485349264938,450.0,0.8317681523712047,0.7245387471127855,5.0,0.061869464376950435,0.8388732426758457,0.020055878726540174,6.007370710372925
tabpfn,14,3,21,0.2980806827545166,0.21963715553283691,0.12783465696130125,21488.41536458327,35631.83520932369,1269627680.3843997,1041,small,8,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,14,3,21,6.1586151123046875,0.0021762847900390625,-1.945472449176049,60823.279947916606,65481.14441346485,4287780273.697039,1041,small,8,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.14948020319363706,300.0,0.8135444678264933,0.7984151886247955,4.0,0.021721241838820474,0.16318318239436175,0.08498344338495473,6.122051239013672
tabpfn,14,3,21,0.30440568923950195,0.21578192710876465,0.4036363871525751,58372.044270833285,79570.05523266998,6331393689.730151,1041,small,8,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,14,3,21,5.681797027587891,0.002168893814086914,0.5616444612656294,61948.37304687495,68219.31278039888,4653874636.229894,1041,small,8,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.19427608967090015,300.0,0.8595619204039593,0.8076248425616155,5.0,0.010189161943391752,0.4887255759216167,0.02411075552921195,5.6439924240112305
tabpfn,13,4,21,0.30379724502563477,0.2162315845489502,0.4108515338434946,38577.48730468746,47522.05029893655,2258345264.614655,1041,small,9,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
