model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse,fips,bin_name,repetition,fold,status,experiment_name,experiment_description,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_n_estimators,hyperparam_subsample,hyperparam_colsample_bytree,hyperparam_min_child_weight,hyperparam_reg_alpha,hyperparam_reg_lambda,hyperparam_gamma,tune_time
tabpfn,68,18,39,0.27198290824890137,0.14155888557434082,0.7972386806734347,54339.21896701391,92963.65634584383,8642241401.18815,1011,small,1,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,68,18,39,5.951555967330933,0.0029230117797851562,0.9137022870167851,46132.97580295134,60648.530933805174,3678244304.428723,1011,small,1,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.08556575974210269,250.0,0.7621976044520081,0.9197252147891323,6.0,0.010223036787058373,2.2778623276450625,0.03825443890419618,5.90625786781311
tabpfn,69,17,39,0.2754034996032715,0.13614273071289062,0.15919838387421537,134084.7891773898,237263.07095804275,56293764840.44122,1011,small,1,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,69,17,39,4.623262405395508,0.002562284469604492,0.14390225905142162,145446.44140625003,239411.5254954739,57317878540.06995,1011,small,1,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.1704202063735126,150.0,0.971150055498825,0.8843451940218904,7.0,0.18227550466067996,0.2606890929755643,1.314686503214697,4.596827745437622
tabpfn,69,17,39,0.2741072177886963,0.13678455352783203,-0.45503795547412484,53148.180606617636,74072.55483354481,5486743379.568502,1011,small,1,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,69,17,39,6.3927435874938965,0.0025506019592285156,-0.1517462172163353,49367.07329963234,65901.99475970396,4343072913.308048,1011,small,1,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,2.0,0.052347109187327684,200.0,0.720445816200038,0.8645144647111894,6.0,0.010154704556647288,0.5791314261587229,0.01198311710489677,6.357985734939575
tabpfn,69,17,39,0.26353979110717773,0.1343998908996582,0.6312946365169368,81333.53653492652,169391.3150326146,28693417608.478485,1011,small,1,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,69,17,39,5.506419897079468,0.0025992393493652344,0.423607013139929,110053.5009765625,211792.58736820956,44856100064.12068,1011,small,1,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.14729622153354568,500.0,0.8139481363607336,0.7432833088019791,5.0,0.10414110881463393,0.20726151747939758,0.050391586157098885,5.446009874343872
tabpfn,69,17,39,0.26674342155456543,0.13467073440551758,-0.20395123777069513,60287.98701746326,96229.66950911176,9260149293.832874,1011,small,1,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,69,17,39,6.3304762840271,0.0025420188903808594,0.30094454504334733,41853.751148897056,73326.39939011369,5376760847.518464,1011,small,1,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.2018592074542551,250.0,0.8024646756450458,0.8995523888277839,5.0,0.34662353934977563,0.44888786254461965,0.47992333175283175,6.29457688331604
