seed,train_size,test_type,n_train,n_test,n_train_cbgs,n_test_cbgs,mae,mse,r2,mean_ratio,median_ratio,std_ratio,train_time,pred_time,status,tune_time
500,1000,full,1000,39011,0,0,142330.2020750157,54223432580.0608,0.4941411811435926,1.0114973160430876,0.8579706653225806,0.6572753525192393,10.134690284729004,0.055170297622680664,success,9.676191091537476
500,2000,full,2000,39011,0,0,139922.2396765896,52654906622.41811,0.5087742032619769,1.0325277168405242,0.8654718750000001,0.6756163662212279,11.829089641571045,0.05281996726989746,success,11.338813781738281
500,3000,full,3000,39011,0,0,131188.28973738977,46708354323.993286,0.5642505126510506,1.1153763679722395,0.9416690779320994,0.7224499007937402,12.922127962112427,0.052934885025024414,success,12.362313270568848
500,4000,full,4000,39011,0,0,129048.83662921195,45274693355.61419,0.5776253583514586,1.1014833998469047,0.933425355113637,0.7084132393590067,13.751833200454712,0.05287766456604004,success,13.188551664352417
500,5000,full,5000,39011,0,0,129827.2027631229,46229838730.57494,0.5687146588950859,1.0986431083397283,0.9283091569767438,0.7088535627987071,14.659223318099976,0.05256462097167969,success,14.084608554840088
500,6000,full,6000,39011,0,0,129233.47378804216,45417502541.68216,0.5762930692884317,1.0911391500102465,0.9214854166666675,0.7012667515598738,14.791542053222656,0.057694435119628906,success,14.187048435211182
500,7000,full,7000,39011,0,0,127905.72717010106,44470044540.58021,0.585132052040876,1.0975897835337889,0.92949022606383,0.7019715170079586,15.732116460800171,0.05209827423095703,success,15.11940884590149
500,8000,full,8000,39011,0,0,127825.25674909801,44361671065.46691,0.5861430850114507,1.099101441214995,0.9283427827380949,0.7058869243845717,15.804810523986816,0.05339384078979492,success,15.134484767913818
500,9000,full,9000,39011,0,0,127724.99473666081,44238387028.80548,0.5872932209250583,1.0956832139409647,0.9240104411764714,0.7074625254022473,28.331470251083374,0.05377554893493652,success,27.549760341644287
500,10000,full,10000,39011,0,0,127355.6561821105,43957853556.56668,0.5899103612307162,1.0913595374094753,0.9227090992647057,0.6992063163897639,17.30254602432251,0.053311824798583984,success,16.63869023323059
600,25,full,25,39011,0,0,175303.991869681,94424864908.293,0.11909577906822799,1.0776798974410122,0.8832232652091246,0.7867074070142404,2.0023000240325928,0.010880470275878906,success,1.9073083400726318
600,50,full,50,39011,0,0,162893.25939438556,77434331728.08934,0.2776031003003946,1.1299928964294887,0.9308603316326528,0.8105951237927229,2.124227285385132,0.011137962341308594,success,2.026793956756592
600,75,full,75,39011,0,0,163687.27723730967,69997094724.30759,0.34698623868311007,1.095088905624029,0.8830773500576707,0.8492796436847828,2.1964833736419678,0.014016151428222656,success,2.1031484603881836
600,100,full,100,39011,0,0,161008.8544916618,63960493124.83476,0.4033026319787075,1.1367902095312556,0.9225371857541901,0.9185999312947705,6.594457149505615,0.07884383201599121,success,6.210789442062378
600,200,full,200,39011,0,0,168312.99147445994,74511527973.4218,0.3048703901921245,0.9047377709997138,0.7598516715116276,0.6365375438168328,8.775139808654785,0.10456967353820801,success,7.796963691711426
600,300,full,300,39011,0,0,152834.9097105624,63341621659.90997,0.4090761799334327,1.0272939876848948,0.8599932926829267,0.6985629652553826,8.404267072677612,0.028171777725219727,success,8.207010507583618
600,400,full,400,39011,0,0,148700.2211411525,60400482524.45738,0.43651452343844166,1.0529453622505307,0.8833237920168064,0.7345574034539157,9.57579755783081,0.028016090393066406,success,9.371959447860718
600,500,full,500,39011,0,0,153728.71475953897,66904839142.04575,0.3758343709760167,1.0373303074697062,0.8678094532279321,0.7257208673184881,9.058570146560669,0.01502680778503418,success,8.979937553405762
600,600,full,600,39011,0,0,150498.43304752986,62840579649.11715,0.41375047862160363,1.0350472011660234,0.8623779339519657,0.727425587886194,9.388978958129883,0.026674509048461914,success,9.236345767974854
600,700,full,700,39011,0,0,147124.95421543764,59088563033.91323,0.4487536239959634,1.0468205136709499,0.874394389204546,0.7199620024517946,9.305994987487793,0.027186155319213867,success,9.176849842071533
600,800,full,800,39011,0,0,144477.3551572393,56927178173.76797,0.4689175188366832,1.0655104635185535,0.8876928819444452,0.7302490209529099,9.668692350387573,0.025986433029174805,success,9.528708457946777
