seed,train_size,test_type,n_train,n_test,n_train_cbgs,n_test_cbgs,mae,mse,r2,mean_ratio,median_ratio,std_ratio,train_time,pred_time,status,tune_time
600,900,full,900,39011,0,0,145176.88507908827,57580160088.577934,0.4628257492005088,1.0547822290811086,0.8788687499999994,0.7238923217659468,9.943163633346558,0.02532172203063965,success,9.807074308395386
600,1000,full,1000,39011,0,0,140468.16359508375,52584699955.495026,0.5094291721548649,1.097661849687131,0.914296111111111,0.7610787254459187,10.004120826721191,0.04184579849243164,success,9.742085695266724
600,2000,full,2000,39011,0,0,136003.84547267118,49548140204.331505,0.5377577093945995,1.089194015206916,0.9110290972222215,0.7399992609545574,11.717983484268188,0.05224108695983887,success,11.237024784088135
600,3000,full,3000,39011,0,0,134929.8492158061,48577865921.045105,0.5468095487849831,1.0517556775438803,0.8842307617187505,0.6978170998849704,12.785371541976929,0.05247998237609863,success,12.265416145324707
600,4000,full,4000,39011,0,0,135353.0248521651,48856246352.62895,0.5442124945297805,1.031658809557426,0.872760089285714,0.6669435169593281,13.236733675003052,0.054416656494140625,success,12.656161546707153
600,5000,full,5000,39011,0,0,134347.95972470104,48817070866.668724,0.544577968718946,1.037741138247543,0.8790331460674152,0.6598933857516838,14.177340030670166,0.05425691604614258,success,13.58767318725586
600,6000,full,6000,39011,0,0,132792.3492664729,47723740922.21578,0.5547778134724978,1.0477239477825904,0.891598541666667,0.662036101649326,14.53300952911377,0.05173158645629883,success,13.927390813827515
600,7000,full,7000,39011,0,0,131335.85315219586,46400184963.56049,0.5671254724471885,1.0497208357855554,0.8936494103773589,0.6617431515325994,15.695235013961792,0.05407905578613281,success,15.08378005027771
600,8000,full,8000,39011,0,0,129160.32901257018,44538046322.17777,0.584497652865422,1.0690997355152232,0.9107067968749996,0.6787212321949049,15.36860990524292,0.05459284782409668,success,14.820888042449951
600,9000,full,9000,39011,0,0,130081.66321918818,45498166702.99818,0.5755405408071868,1.06314543318638,0.9011213888888882,0.6821170924663872,16.517753839492798,0.05600690841674805,success,15.894436120986938
600,10000,full,10000,39011,0,0,128190.30409271584,43941705075.2996,0.5900610129189514,1.0814357743380372,0.9132377970041321,0.7028453809692022,18.34693169593811,0.05902743339538574,success,17.675573348999023
700,25,full,25,39011,0,0,180893.11244384598,99101466708.22632,0.07546703499557883,1.1624006958842088,0.9531697617827877,0.8746302691492579,3.497728109359741,0.008208751678466797,success,3.4724037647247314
700,50,full,50,39011,0,0,166988.08005874945,81691337336.80765,0.23788883422342144,1.128107358458359,0.9236951250000006,0.8179710349943734,2.0404090881347656,0.010869264602661133,success,1.9654946327209473
700,75,full,75,39011,0,0,158114.48546683948,69688338558.27992,0.34986667287972373,1.1007710063608829,0.9064358723958328,0.783957552469853,2.130103588104248,0.010208845138549805,success,2.055985689163208
700,100,full,100,39011,0,0,155451.4127491685,65379455150.75461,0.39006491499400575,1.0344138132320324,0.8707891715116276,0.7059761187748312,5.736603021621704,0.018584251403808594,success,5.682100057601929
700,200,full,200,39011,0,0,152950.11532364268,64443382475.33787,0.3987976822759537,1.1171465860406113,0.9277248263888883,0.7848821586513942,7.370822906494141,0.021816492080688477,success,6.78646183013916
700,300,full,300,39011,0,0,154075.1848883568,67685538322.78185,0.36855110714231853,1.0546759310851281,0.8753072066326537,0.7386617113845813,7.72876763343811,0.028655529022216797,success,7.612774848937988
700,400,full,400,39011,0,0,149578.4417439953,61669082306.545616,0.42467955916499533,1.0389361458003186,0.8717558760683768,0.7002495216488062,8.813501834869385,0.027112722396850586,success,8.689678430557251
700,500,full,500,39011,0,0,148485.01489764106,60994775327.532875,0.4309702736350979,1.020370578989676,0.8586983432112063,0.6810173018538839,8.908831119537354,0.03150057792663574,success,8.787501811981201
700,600,full,600,39011,0,0,147213.56017092936,58798921998.025734,0.4514557301765352,1.0307962116544842,0.859635721982759,0.6999224481276997,15.721374750137329,0.03223538398742676,success,15.577874422073364
700,700,full,700,39011,0,0,149012.9457991416,60427655267.81625,0.43626102469801586,1.005449071517371,0.842574602272727,0.6824971068568816,10.689497470855713,0.0310819149017334,success,10.553004503250122
700,800,full,800,39011,0,0,147203.74334182186,58762199438.13473,0.45179832063766867,1.017980985349632,0.8517754360465114,0.6904741937990159,9.390474081039429,0.02698040008544922,success,9.258303165435791
700,900,full,900,39011,0,0,146288.69183211145,56234742812.04687,0.475377355802878,0.9847686934793303,0.8243887500000003,0.6711904803713364,10.10568356513977,0.05124497413635254,success,9.812913417816162
700,1000,full,1000,39011,0,0,146276.76567246258,57973990586.298965,0.459151643358673,1.0136235166286764,0.8453192567567571,0.6887999311144694,10.192561149597168,0.024385929107666016,success,10.058353424072266
700,2000,full,2000,39011,0,0,136785.38144770064,51112294394.69137,0.5231654721717628,1.0406936757407066,0.8775173387096774,0.6807080937272487,11.258911609649658,0.054260969161987305,success,10.768040418624878
700,3000,full,3000,39011,0,0,133540.70520253901,47982917180.94556,0.5523599179266361,1.0480769038617377,0.8865232954545451,0.678770184574295,12.885152101516724,0.05452084541320801,success,12.342573404312134
700,4000,full,4000,39011,0,0,131748.2465456458,46771722173.18673,0.5636593441502529,1.0511375508086322,0.8901411971830986,0.6804765965902272,13.173793077468872,0.05135464668273926,success,12.633897066116333
700,5000,full,5000,39011,0,0,130228.62215044315,45670486585.29219,0.5739329418785497,1.0624974481050669,0.8986923945783136,0.686155510523624,14.516677618026733,0.05420565605163574,success,13.91466736793518
700,6000,full,6000,39011,0,0,129374.43350893818,45276348845.55757,0.577609914028819,1.0734179145729952,0.9081836348684205,0.6897152050806152,14.903959035873413,0.05890178680419922,success,14.05180549621582
700,7000,full,7000,39011,0,0,129085.3301258379,45206308205.81278,0.5782633340283909,1.071404770457537,0.9098808056192663,0.682542968307891,15.82040548324585,0.05360007286071777,success,15.166663885116577
700,8000,full,8000,39011,0,0,127897.61037732146,44222873811.20703,0.587437946139926,1.0735028092556365,0.9139492827868849,0.684818774116655,15.680179595947266,0.05422854423522949,success,15.105540752410889
700,9000,full,9000,39011,0,0,128434.28827265867,44665910890.404884,0.5833047844618688,1.0702605231061366,0.9081998820754712,0.6834218067249946,16.89068055152893,0.054091453552246094,success,16.16201162338257
700,10000,full,10000,39011,0,0,127150.8412208656,43504044084.08662,0.5941440202377455,1.0810676686931096,0.9158167467948719,0.6932622449603565,16.59484052658081,0.04257798194885254,success,16.004685640335083
800,25,full,25,39011,0,0,186058.8465781286,106937060196.47351,0.0023675671381856445,0.9661218438449338,0.8033113636363634,0.6996765674786265,2.0041391849517822,0.013555526733398438,success,1.9206428527832031
800,50,full,50,39011,0,0,178158.3707471931,93750021304.87169,0.1253914997907305,0.97141316311923,0.7990178884345791,0.7046687625696759,2.1345818042755127,0.011023521423339844,success,2.0468153953552246
800,75,full,75,39011,0,0,171064.72902034043,86523362743.133,0.19281011920258884,0.9838969700654515,0.8132603645833336,0.6940495593985682,2.1714377403259277,0.010360479354858398,success,2.0921053886413574
800,100,full,100,39011,0,0,162534.18455852196,71883295562.7527,0.32938957829365556,1.0634067646159355,0.861532469512195,0.7956119542531755,6.215516567230225,0.07833433151245117,success,5.886481046676636
800,200,full,200,39011,0,0,154902.09727144268,63729643211.63285,0.4054562666504522,0.9895867357734615,0.8308104927007299,0.6749061713634484,7.403820753097534,0.10798192024230957,success,6.713574171066284
800,300,full,300,39011,0,0,150917.2925596106,60040596162.927444,0.4398719591650949,0.996519815001743,0.8546823747152621,0.6572079451183771,7.688864469528198,0.017444610595703125,success,7.521415710449219
800,400,full,400,39011,0,0,148474.42118709307,59193570906.17358,0.44777398925679757,1.0306497215041173,0.8711709651898736,0.6822656757487322,8.818413496017456,0.03759574890136719,success,8.611096620559692
800,500,full,500,39011,0,0,152786.7963445006,63466543550.932144,0.40791076422227357,0.995279405203112,0.8428607386363635,0.6594871431011862,10.131663799285889,0.11758565902709961,success,9.095542192459106
800,600,full,600,39011,0,0,144748.68843723566,57098886345.369774,0.46731562665204085,1.0769262006371827,0.9056824999999998,0.7121056492923873,10.823230028152466,0.11150383949279785,success,9.65954875946045
800,700,full,700,39011,0,0,144961.46342297684,57377464312.09881,0.4647167295608081,1.0691079724518242,0.8997384027777771,0.7024760941835597,9.773457527160645,0.03127861022949219,success,9.61304497718811
800,800,full,800,39011,0,0,140315.69265159185,51947087479.585495,0.5153775579099622,1.0836299025141214,0.9156357142857141,0.7067338078274205,9.93403673171997,0.04425454139709473,success,9.685040950775146
800,900,full,900,39011,0,0,141926.96161879823,54276873485.294975,0.4936426226438063,1.065532034626742,0.8990466406249997,0.6978253961064945,11.654062986373901,0.02663588523864746,success,11.516068935394287
800,1000,full,1000,39011,0,0,138601.53230699355,50847849615.5668,0.5256325185621435,1.0762136647562535,0.9086525000000003,0.708145256802344,10.571342468261719,0.04379129409790039,success,10.302561521530151
800,2000,full,2000,39011,0,0,134288.59797897548,49352535177.22325,0.5395825390534239,1.0515439468430583,0.8981686862244903,0.6667624781572695,11.780121088027954,0.052890777587890625,success,11.274859428405762
800,3000,full,3000,39011,0,0,134673.70082256448,50034954465.10879,0.5332161435946909,1.0681153168912165,0.904606857638889,0.6826197047860967,12.584832906723022,0.05313301086425781,success,12.07288908958435
800,4000,full,4000,39011,0,0,136305.1600752432,51417978199.934135,0.5203137005057894,1.0401158764464107,0.8836072784810128,0.6575629596187209,14.92815613746643,0.0566556453704834,success,14.3684720993042
800,5000,full,5000,39011,0,0,135665.57781559209,50680036249.92547,0.5271980754974465,1.0315749583994165,0.8773049382716047,0.6479016952132713,14.648236989974976,0.05358529090881348,success,14.013367891311646
800,6000,full,6000,39011,0,0,134906.8406895651,50529533839.293594,0.5286021358465376,1.045526406497258,0.8870347945601851,0.6609071425918288,14.984004974365234,0.05366158485412598,success,14.384121656417847
800,7000,full,7000,39011,0,0,134026.37339728698,49801495360.2761,0.535394119820146,1.050215317762205,0.8905864926343147,0.6623363208551984,15.368532180786133,0.055217742919921875,success,14.67508864402771
800,8000,full,8000,39011,0,0,131913.90535281715,47972055888.55597,0.5524612446091793,1.0612653632066502,0.9005883333333335,0.6712455479013945,16.006231784820557,0.05336809158325195,success,15.385861873626709
800,9000,full,9000,39011,0,0,130731.59643313744,46978953551.4167,0.5617260504572241,1.0769434691094768,0.9108570790816333,0.6849672286430728,16.02183198928833,0.05135941505432129,success,15.382092714309692
800,10000,full,10000,39011,0,0,130050.72110630655,46257210632.19066,0.5684593021763695,1.0731733809904334,0.9064372659176022,0.6868034270284136,16.941953420639038,0.05188155174255371,success,16.27603554725647
900,25,full,25,39011,0,0,168233.54634630296,79844555189.65305,0.25511775152343497,1.0933099225812413,0.9086441611842099,0.7892601210293702,1.994619607925415,0.010426759719848633,success,1.9148931503295898
900,50,full,50,39011,0,0,171645.72668646343,79155671155.40227,0.261544457604438,1.0960621805422142,0.9054578124999991,0.8028851540466967,2.122504949569702,0.01199483871459961,success,2.0218663215637207
900,75,full,75,39011,0,0,170355.63039431185,77385192917.53656,0.27806152389114636,1.0099848315597333,0.826393607954546,0.7669976867948374,2.189272880554199,0.013493061065673828,success,2.0883424282073975
900,100,full,100,39011,0,0,161786.82330194127,65626241419.763016,0.38776260758537295,1.031901608102672,0.8483411718749998,0.7581644461097417,6.957134962081909,0.06388521194458008,success,6.615372896194458
900,200,full,200,39011,0,0,152533.95815122657,60902868756.99408,0.43182768429697826,0.9964143252963994,0.8346253955696195,0.7010057831331223,8.518172979354858,0.11339354515075684,success,7.70581316947937
900,300,full,300,39011,0,0,145970.79438181297,55778299625.22766,0.47963558513977034,1.0117339738729256,0.85251198630137,0.6834085987152002,9.368877172470093,0.0657660961151123,success,8.832039833068848
900,400,full,400,39011,0,0,148356.14021005292,59527458523.00767,0.4446590998548201,1.0183891418096662,0.8566069456713783,0.6918659531252715,9.249853372573853,0.029950857162475586,success,9.094081401824951
900,500,full,500,39011,0,0,142492.63338525512,53328030501.71923,0.5024945261127194,1.0875734705822178,0.9048423793859649,0.7797732763033816,10.226100444793701,0.0405123233795166,success,9.970946311950684
900,600,full,600,39011,0,0,145510.75859032548,57625426748.34379,0.4624034495054661,1.0594415209772243,0.8828695945945944,0.7443551490685204,9.815653562545776,0.02681446075439453,success,9.671102285385132
900,700,full,700,39011,0,0,141467.04791296847,53228208330.85841,0.5034257826386279,1.0987343373152443,0.9134353676470596,0.7702673182187789,11.506603240966797,0.044705867767333984,success,11.164164543151855
900,800,full,800,39011,0,0,138055.51062761145,51217677916.081825,0.5221823329435555,1.1050437532152055,0.9229272418478253,0.7569803413149085,12.030993700027466,0.0446622371673584,success,11.676322937011719
900,900,full,900,39011,0,0,140988.32986589518,54510336376.15128,0.49146461109794926,1.0881163444655775,0.9097547031772583,0.7398128295819265,10.429373979568481,0.02530837059020996,success,10.292849063873291
900,1000,full,1000,39011,0,0,138765.1991789976,52593644348.15057,0.5093457285274731,1.156316814254174,0.9613946180555557,0.7938099475839182,10.046981811523438,0.025608539581298828,success,9.907453536987305
900,2000,full,2000,39011,0,0,135203.37407257728,49762805645.2711,0.5357550621766709,1.0768654694711748,0.9083505296610168,0.7024954987908074,11.461170196533203,0.02373647689819336,success,11.301626682281494
900,3000,full,3000,39011,0,0,133047.90751146313,47677856170.744736,0.5552058794409958,1.0805945409785747,0.9133756740196084,0.7115632819941318,12.065804958343506,0.022357463836669922,success,11.898145914077759
900,4000,full,4000,39011,0,0,131024.87452978006,45748672198.44863,0.5732035361577945,1.0495616734378161,0.8929549192583734,0.6757158271066284,13.826496601104736,0.05199718475341797,success,13.283732175827026
900,5000,full,5000,39011,0,0,130095.98770559105,45097920109.766045,0.579274503399923,1.059160349599404,0.8976505295007563,0.6850653259893474,13.9983069896698,0.05384182929992676,success,13.401703834533691
900,6000,full,6000,39011,0,0,130820.77653718663,45473761285.79757,0.5757682227323502,1.0442897276953276,0.885926769578313,0.6704796756147391,15.084332942962646,0.05437135696411133,success,14.47376275062561
900,7000,full,7000,39011,0,0,131874.89581904784,46383988924.70937,0.5672765678075068,1.026810817417957,0.8734113281249997,0.650685986130153,15.357809782028198,0.053543806076049805,success,14.709494829177856
900,8000,full,8000,39011,0,0,128395.15529754428,44261645076.11905,0.5870762429916605,1.0685246227391976,0.9071316260744988,0.68186981807049,16.22064971923828,0.056874990463256836,success,15.55326509475708
900,9000,full,9000,39011,0,0,128125.18875225096,43864096599.78733,0.5907850344330434,1.0660249967526578,0.9062725378787876,0.6864165929749143,15.828817129135132,0.04349660873413086,success,15.285865068435669
900,10000,full,10000,39011,0,0,128385.51809585758,43923734877.73908,0.5902286596812466,1.0563410584314608,0.8968435483870968,0.6754144966541996,17.84479546546936,0.054863691329956055,success,17.262998342514038
1000,25,full,25,39011,0,0,193494.3733019613,109318757105.50307,-0.019851653002419756,0.9063065616485723,0.760378107244318,0.6453142653116448,2.031446933746338,0.01058650016784668,success,1.9497597217559814
1000,50,full,50,39011,0,0,192947.41492964324,102486301480.77007,0.04388938602370773,0.8227079361721743,0.6993476562499996,0.5749500487989304,2.148803234100342,0.012270212173461914,success,2.047607183456421
1000,75,full,75,39011,0,0,176596.52744117845,89364970859.76923,0.16630031602087425,1.004745631135797,0.8397322429906547,0.7225138979887782,2.2146189212799072,0.012998580932617188,success,2.125925302505493
1000,100,full,100,39011,0,0,164661.95205478903,72124416539.04099,0.32714012328014996,1.071732022424727,0.8907533275462962,0.7720208370170685,5.908402442932129,0.014635801315307617,success,5.85440993309021
1000,200,full,200,39011,0,0,154047.87582308517,66610410439.893135,0.37858114203829585,1.085219539879477,0.9123403822055146,0.7513031957012116,6.997520685195923,0.029988527297973633,success,6.89042329788208
1000,300,full,300,39011,0,0,149510.28815590474,61776404260.61078,0.42367833599749105,1.0730052498756544,0.900908134920635,0.7332641790241717,7.738330602645874,0.025797605514526367,success,7.6293370723724365
1000,400,full,400,39011,0,0,148599.192189783,62395452925.43111,0.41790313491743614,1.0573471705886681,0.9010793269230765,0.6955198439956046,8.588348388671875,0.032160043716430664,success,8.458921670913696
1000,500,full,500,39011,0,0,144207.28840263002,54475233957.33401,0.491792087011535,1.1722193896575777,0.9873897177419355,0.7950489639463524,9.288974046707153,0.05976438522338867,success,8.874424695968628
1000,600,full,600,39011,0,0,143609.97672691676,55781171329.05074,0.4796087945690718,1.1240527463956396,0.9474408569335934,0.7386817419888957,9.193704605102539,0.02704477310180664,success,9.068397998809814
1000,700,full,700,39011,0,0,141153.89417047435,53371401009.81033,0.5020899159109626,1.1629741746987987,0.9745344679633872,0.7719757199625893,9.57118844985962,0.02633380889892578,success,9.440136432647705
1000,800,full,800,39011,0,0,141436.2147020632,54028735762.49673,0.4959575379746112,1.1225218359353113,0.945612132352941,0.7389623415533816,9.474167585372925,0.025987625122070312,success,9.341301679611206
1000,900,full,900,39011,0,0,140294.32291372947,53908720018.53025,0.4970771834783777,1.1312877077527395,0.9516170886075941,0.7405648247165287,9.895171880722046,0.026322364807128906,success,9.753101587295532
1000,1000,full,1000,39011,0,0,136904.05201798052,49365999604.24814,0.539456927323821,1.171265292573734,0.9826931249999997,0.7782310108977321,19.456382036209106,0.04712271690368652,success,19.18468976020813
1000,2000,full,2000,39011,0,0,137256.99973745385,50865835345.74538,0.5254647268936437,1.07148944957821,0.9023891806722696,0.6955531929810036,11.283599615097046,0.022928714752197266,success,11.129527568817139
1000,3000,full,3000,39011,0,0,131553.832864849,46237126532.13763,0.5686466698631278,1.0930646565556639,0.9229309311224496,0.7134353459234501,22.28218722343445,0.05513477325439453,success,21.46824336051941
1000,4000,full,4000,39011,0,0,131751.5916532356,46514526833.61576,0.5660587593938128,1.060997668610139,0.8991824650913,0.683863355667237,14.359103202819824,0.05554008483886719,success,13.75456953048706
1000,5000,full,5000,39011,0,0,130486.84616518418,45612365173.15659,0.5744751655537066,1.0636524055664516,0.9037639375000006,0.6769963781902227,14.576780557632446,0.05454540252685547,success,13.748693943023682
1000,6000,full,6000,39011,0,0,130658.97910925765,45786780133.00678,0.5728480213213596,1.0618561963731732,0.8996347128378382,0.6835000796376781,14.992936372756958,0.05462241172790527,success,14.359032154083252
1000,7000,full,7000,39011,0,0,129630.69388021168,45402009024.81953,0.5764376107120771,1.0645556015453057,0.9043570043103452,0.6758905892418796,15.190422058105469,0.053626060485839844,success,14.583016633987427
1000,8000,full,8000,39011,0,0,129320.9358982883,45324223544.854065,0.5771632835281868,1.06233609757991,0.905149652777777,0.6688346041916576,15.961863279342651,0.05720186233520508,success,15.278011560440063
1000,9000,full,9000,39011,0,0,129151.1744738263,45202108481.92057,0.5783025139044435,1.066142090685312,0.9087049311926602,0.6713113502447517,15.943195104598999,0.05360889434814453,success,15.290422677993774
1000,10000,full,10000,39011,0,0,128209.28683756664,44533504831.10625,0.584540021140538,1.0766414455778235,0.915672307692308,0.6774617285759852,16.867045164108276,0.05295920372009277,success,16.194710969924927
1100,25,full,25,39011,0,0,179792.15198117198,98928625470.85219,0.07707949772668055,1.0355374823347752,0.866093569711538,0.7377884641034093,1.9289228916168213,0.009827613830566406,success,1.8560667037963867
1100,50,full,50,39011,0,0,176406.83920480762,95362283352.12701,0.11035045690383105,1.0965887322883945,0.8966493303571434,0.8115274397979162,2.012397050857544,0.007305622100830078,success,1.9862146377563477
1100,75,full,75,39011,0,0,175268.64316675102,95162912858.65747,0.11221041518279862,1.087079370281723,0.8916079044117645,0.7935485103337353,2.086740732192993,0.006776571273803711,success,2.0594773292541504
1100,100,full,100,39011,0,0,178738.48235493674,96268124524.89738,0.10189972400246872,1.0213798976389425,0.8404518749999998,0.754854283068704,5.730939626693726,0.017957448959350586,success,5.6650474071502686
1100,200,full,200,39011,0,0,165602.2437607742,78962849269.55121,0.2633433229064873,1.0359183528869622,0.8622976310483879,0.7178721022557125,6.771088600158691,0.027185678482055664,success,6.665359735488892
1100,300,full,300,39011,0,0,159181.74411123624,69956632306.39589,0.34736371886020256,0.9958843276478885,0.8333780649038457,0.6798745307608999,7.7465527057647705,0.027644872665405273,success,7.631676197052002
1100,400,full,400,39011,0,0,154594.77239432468,66407163467.264435,0.38047726459302866,1.0088550854489644,0.8469506147540984,0.675197873927025,8.575239181518555,0.02888011932373047,success,8.463207960128784
1100,500,full,500,39011,0,0,153772.50049845717,64821978666.21304,0.3952656996472834,0.9993558463081866,0.8368195251937985,0.6696722152673616,8.579536437988281,0.026610136032104492,success,8.462908267974854
1100,600,full,600,39011,0,0,152116.6849858854,63480322310.38328,0.40778222003667697,1.0085098388351206,0.8500820625000005,0.6703988969976242,9.067784547805786,0.025948047637939453,success,8.947234630584717
1100,700,full,700,39011,0,0,147625.9002562979,60472900690.581505,0.43583892312624817,1.0295302807101085,0.8697844621080146,0.6778012574474541,9.391322135925293,0.027056455612182617,success,9.265522003173828
1100,800,full,800,39011,0,0,148012.17253366837,61658120947.56848,0.42478181938426574,1.0219106328599044,0.862833997844828,0.6663100163687448,9.43040657043457,0.025449752807617188,success,9.302295684814453
1100,900,full,900,39011,0,0,144639.08762131995,59063068121.33834,0.4489914699925801,1.056698851176951,0.8905945833333335,0.6902854381025203,9.68828272819519,0.02499699592590332,success,9.546455383300781
1100,1000,full,1000,39011,0,0,141113.69531930896,55154233303.66494,0.48545759671839295,1.0646717889786157,0.8990566627358495,0.6910790764814637,9.958967447280884,0.025354623794555664,success,9.815518856048584
1100,2000,full,2000,39011,0,0,134948.79201819678,49272183810.55567,0.540332149424843,1.058475009910964,0.8957519283121597,0.6883973720912846,11.422658443450928,0.053698062896728516,success,10.930283784866333
1100,3000,full,3000,39011,0,0,135833.67211511658,50101013464.266205,0.532599868938171,1.0546605663855517,0.8917175735294125,0.689411966646357,12.731256246566772,0.054033756256103516,success,12.161607027053833
1100,4000,full,4000,39011,0,0,134765.26699700885,49472093912.09959,0.5384671570583941,1.0485890005536382,0.8894988805970154,0.6806566998971891,13.577080488204956,0.05327415466308594,success,13.032138347625732
1100,5000,full,5000,39011,0,0,131484.85644513727,47223123953.7638,0.5594481468746977,1.073587494702084,0.910094318181818,0.6906002257508708,13.870063304901123,0.05490398406982422,success,13.28227424621582
1100,6000,full,6000,39011,0,0,131319.19171055118,47003497448.95723,0.5614970766274753,1.0726664559367787,0.9102318292682933,0.6903000386439287,14.812918186187744,0.054866790771484375,success,14.19649362564087
1100,7000,full,7000,39011,0,0,131432.6288464712,47130984333.65139,0.5603077316922234,1.0669951580671562,0.9050240625000006,0.6858929858335528,15.393987655639648,0.053788185119628906,success,14.719567060470581
1100,8000,full,8000,39011,0,0,130610.94353735965,46063382602.69964,0.5702675539486052,1.048192601652547,0.8923018485915493,0.6708952896552253,15.814888000488281,0.052510976791381836,success,15.258591651916504
1100,9000,full,9000,39011,0,0,129064.63151038329,44935382865.35458,0.5807908385813367,1.0570908027292805,0.9021765624999994,0.6708173934292869,21.31330680847168,0.05748581886291504,success,20.683207511901855
1100,10000,full,10000,39011,0,0,127843.65220166267,44286125863.9706,0.5868478579219958,1.0704323095550885,0.9151383643617024,0.6726238886901381,16.885030031204224,0.05756831169128418,success,16.193528175354004
1200,25,full,25,39011,0,0,202074.5902750186,93423930788.96996,0.1284336488278791,0.7519431793212472,0.5923016155946602,0.5638183119156384,2.011347770690918,0.0109405517578125,success,1.9283769130706787
1200,50,full,50,39011,0,0,186217.29776897863,95197563006.28755,0.11188715857731779,0.8765210550621367,0.7218928340517244,0.6159378959926244,2.100815534591675,0.00696873664855957,success,2.074028730392456
1200,75,full,75,39011,0,0,165257.79963263567,77129572297.00218,0.2804462483363931,0.9785173571615989,0.8179139204545451,0.6662576258751577,2.2097935676574707,0.00757908821105957,success,2.1814048290252686
1200,100,full,100,39011,0,0,162392.53614545416,70394351567.67242,0.3432801679309412,0.9641053660100396,0.8162114119433205,0.6700038965697883,6.050084352493286,0.018085002899169922,success,5.899739980697632
1200,200,full,200,39011,0,0,159605.7218420766,71907726329.0927,0.3291616598824362,1.0018484568314476,0.8402568412162159,0.6818432664552814,6.875690937042236,0.028186798095703125,success,6.775395393371582
1200,300,full,300,39011,0,0,153844.86698923862,64868922218.31391,0.3948277559633676,1.0047327066713643,0.8436790039062505,0.6808605813366047,7.685609579086304,0.02921319007873535,success,7.574703693389893
1200,400,full,400,39011,0,0,146602.5542539284,58271994142.87103,0.45637152192464203,1.029760858727201,0.8716746537900874,0.6735113006714285,8.606415510177612,0.029657602310180664,success,8.472761392593384
1200,500,full,500,39011,0,0,142551.7378890329,53674315043.60735,0.499263983872718,1.0495736760794525,0.8829890282131658,0.6827716620866224,9.24894905090332,0.029380083084106445,success,9.116984367370605
1200,600,full,600,39011,0,0,144551.6516431263,55839779619.135864,0.47906202873395287,1.0279644395132046,0.8643790417981078,0.6714766773326765,9.322794437408447,0.032553672790527344,success,8.980411291122437
1200,700,full,700,39011,0,0,148623.10174393922,61146384067.24443,0.4295558921703029,1.0342487334919348,0.8719506835937505,0.6822460109068579,9.240953207015991,0.015143156051635742,success,9.157077312469482
1200,800,full,800,39011,0,0,142028.6463609623,53956165759.81894,0.4966345547935812,1.0370188501196391,0.8741092474489802,0.6798027512698172,10.01650071144104,0.024915456771850586,success,9.879863977432251
1200,900,full,900,39011,0,0,142919.46941107156,54853627764.34423,0.488261992453354,1.0370327211737693,0.8711423611111113,0.6854836800506788,9.862776517868042,0.02807760238647461,success,9.723119258880615
1200,1000,full,1000,39011,0,0,142734.7567190584,55180967716.47618,0.4852081872316818,1.034007005580486,0.8705327110389616,0.6793136871377898,9.836832046508789,0.025078773498535156,success,9.692947387695312
1200,2000,full,2000,39011,0,0,137478.8336398708,51629310781.885414,0.5183421460466742,1.049335734713189,0.8873056818181815,0.6792440936754528,11.839940071105957,0.05519986152648926,success,11.326791286468506
1200,3000,full,3000,39011,0,0,132618.82108571942,47893901523.88693,0.5531903588079454,1.075204034464589,0.9143639112903231,0.6928958182244994,12.56688928604126,0.051073551177978516,success,12.047226667404175
1200,4000,full,4000,39011,0,0,133065.09894665127,48501876064.86069,0.5475184699481308,1.0565632523639468,0.9010840854392298,0.6753596755375212,13.595422744750977,0.0552830696105957,success,12.96736741065979
1200,5000,full,5000,39011,0,0,133120.65815170718,48211154643.18646,0.5502306552153995,1.0463906589161216,0.8892512896825399,0.6706799113480802,14.239623546600342,0.051331281661987305,success,13.66341257095337
1200,6000,full,6000,39011,0,0,131633.47414871768,47200878402.993645,0.5596556790706868,1.065479533132086,0.9026600328947368,0.687802338023887,14.9659423828125,0.05459856986999512,success,14.261373281478882
1200,7000,full,7000,39011,0,0,132176.2974351385,47505194710.79691,0.5568166650005832,1.048782876064675,0.8910172050561793,0.6746052342322691,15.691974401473999,0.0518796443939209,success,15.0764319896698
1200,8000,full,8000,39011,0,0,129615.25521046948,45248795321.68502,0.57786696512976,1.060194179444862,0.9077335227272726,0.6744806906014992,16.261937618255615,0.056899070739746094,success,15.662532806396484
1200,9000,full,9000,39011,0,0,129736.73740960081,45509396749.39909,0.5754357739612354,1.059370453911242,0.9079125000000001,0.6725252130503038,20.219386339187622,0.05701899528503418,success,19.598458290100098
1200,10000,full,10000,39011,0,0,129474.21421862584,45558187256.227005,0.574980599749995,1.054213116214541,0.9032516406249996,0.6694931508271451,17.117321491241455,0.05746650695800781,success,16.50771689414978
1300,25,full,25,39011,0,0,184676.35013802198,100405722139.58855,0.06329943363574597,1.0072978699985784,0.8279914724576269,0.7278896433894778,2.005535364151001,0.008457183837890625,success,1.9778435230255127
1300,50,full,50,39011,0,0,173590.7612223956,87109334139.07976,0.18734350109796016,0.9636524500988212,0.8013062499999998,0.6705884806103329,2.092999219894409,0.013975143432617188,success,2.0163896083831787
1300,75,full,75,39011,0,0,173341.76923936518,83926310583.29335,0.21703842190447376,0.961747763785437,0.8006825255102047,0.6615580170296764,2.145341634750366,0.01083230972290039,success,2.0688118934631348
