seed,train_size,test_type,n_train,n_test,n_train_cbgs,n_test_cbgs,mae,mse,r2,mean_ratio,median_ratio,std_ratio,train_time,pred_time,status
1600,500,full,500,39011,0,0,139246.15281346926,51863461922.379585,0.5161577137131185,1.105693482586386,0.9196991536458328,0.7427152372435419,0.3873476982116699,18.96114420890808,success
1600,600,full,600,39011,0,0,136172.4397954263,49364035840.660286,0.5394752475791385,1.1348642205561716,0.9425816326530618,0.7644614361432875,0.41892480850219727,20.271939516067505,success
1600,700,full,700,39011,0,0,132794.66607655532,45694302508.26905,0.5737107594364983,1.1597021705612904,0.9623281249999994,0.7813751569501477,0.45166516304016113,22.226564645767212,success
1600,800,full,800,39011,0,0,132653.5895400496,45697864764.32214,0.5736775265968617,1.1494004653872256,0.955682072158365,0.7782209647330007,0.4598960876464844,23.697598218917847,success
1600,900,full,900,39011,0,0,132189.19998425923,44979885927.18094,0.5803756626099938,1.175261078781191,0.9736468749999998,0.799323754309147,0.488206148147583,26.618574619293213,success
1600,1000,full,1000,39011,0,0,131943.072271683,44749510280.813065,0.58252487277283,1.189611953034662,0.9856634901727224,0.8075991334863956,0.5072100162506104,27.65530037879944,success
1600,2000,full,2000,39011,0,0,126005.99893459537,40862455411.94312,0.6187878109756698,1.20155272599736,0.99388491847826,0.8158184379686291,0.6777310371398926,47.753695249557495,success
1600,3000,full,3000,39011,0,0,124169.7206951645,40211154266.555916,0.6248639004530179,1.1782620590336212,0.9767136652542371,0.7935973327063268,0.8665463924407959,71.83516001701355,success
1600,4000,full,4000,39011,0,0,123668.46541460262,40135507874.61406,0.6255696173849358,1.1781251179524441,0.9804159883720925,0.7826263317497637,1.0613324642181396,101.887042760849,success
1600,5000,full,5000,39011,0,0,122175.17338699341,39468843968.63349,0.6317890284403977,1.1635176054360874,0.9681036241319436,0.7651405168612313,1.2043781280517578,76.62195491790771,success
1600,6000,full,6000,39011,0,0,123762.39281488715,40795600434.21416,0.619411511439832,1.1141850759662748,0.934568229166667,0.7217224699315228,1.682391881942749,95.36789560317993,success
1600,7000,full,7000,39011,0,0,126447.69091590353,42624382359.826,0.6023505210005042,1.0599875991423038,0.8959839333038869,0.6750113250519842,1.9435889720916748,119.54170417785645,success
1600,8000,full,8000,39011,0,0,126513.03181614641,42219515101.77764,0.6061275904925099,1.050505287857711,0.8881438068181816,0.6702404737491993,2.19771671295166,145.3717176914215,success
1600,9000,full,9000,39011,0,0,126414.27292762778,42208563533.4697,0.6062297593731077,1.04643987621666,0.8864124110772355,0.664267145083697,2.380596399307251,172.89724731445312,success
1600,10000,full,10000,39011,0,0,124930.47275307766,41401735715.61655,0.6137567813180403,1.0625956566974126,0.8995359504132239,0.6723400541311628,2.680299997329712,202.80797028541565,success
1700,25,full,25,39011,0,0,201228.13127887808,113256466981.28535,-0.05658715962718697,0.8197105444596288,0.6848029320987652,0.5668646846426268,0.40053772926330566,11.703148603439331,success
1700,50,full,50,39011,0,0,159575.10113193234,62877372308.6426,0.4134072341900997,0.9092049007844623,0.77261626984127,0.6267919553619823,0.423753023147583,11.932413101196289,success
1700,75,full,75,39011,0,0,156142.49999429248,59699557171.860794,0.44305356484729197,0.964848445062948,0.813798026315789,0.6804067071345765,0.4208676815032959,12.141716241836548,success
1700,100,full,100,39011,0,0,159657.279797485,63699372591.159355,0.4057386659673188,0.9169144413000525,0.7738795764536973,0.6034164479166995,0.4426424503326416,12.168580770492554,success
1700,200,full,200,39011,0,0,153430.96495239323,59034467921.982956,0.4492582856915607,0.9226988607822333,0.7784515889830507,0.6044583228735351,0.3463280200958252,15.62392258644104,success
1700,300,full,300,39011,0,0,153710.6288935332,59668158960.9324,0.44334648363053186,0.9628489158193687,0.8049429309116815,0.6317013887281603,0.36786603927612305,16.7272367477417,success
1700,400,full,400,39011,0,0,149643.33238281347,56712232948.72996,0.47092277620389267,0.9428933092872599,0.7911779172960727,0.6165811506187835,0.3849928379058838,18.122780323028564,success
1700,500,full,500,39011,0,0,149435.65893514006,56835953623.287315,0.46976856682758117,0.9422204601633808,0.7871924715909094,0.6260575343455453,0.3997306823730469,19.22666907310486,success
1700,600,full,600,39011,0,0,145817.3829661025,54305936467.191216,0.49337148957467114,0.9668154273043056,0.8057571428571431,0.6514944330378661,0.4235866069793701,19.988619565963745,success
1700,700,full,700,39011,0,0,143280.70112015682,52972389830.943985,0.5058123531313251,0.9873545745324479,0.8236750000000002,0.6602474872938429,0.42903900146484375,21.56314992904663,success
1700,800,full,800,39011,0,0,142921.0459631979,52322059925.75931,0.5118793817580721,0.9781237422931068,0.8174652083333328,0.649320255600769,0.44898176193237305,23.398770570755005,success
1700,900,full,900,39011,0,0,139488.21917896555,50841137926.434494,0.5256951329518171,1.0093928218733055,0.845359709821429,0.665898660304463,0.47176265716552734,25.257249116897583,success
1700,1000,full,1000,39011,0,0,136294.74354288695,47304271243.760315,0.5586911112110033,1.0271291574420265,0.8566742294520543,0.6905839492498491,0.885350227355957,27.833948135375977,success
