model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse,target_fips,iteration,n_counties,status,experiment_name,experiment_description,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_n_estimators,hyperparam_subsample,hyperparam_colsample_bytree,hyperparam_min_child_weight,hyperparam_reg_alpha,hyperparam_reg_lambda,hyperparam_gamma,tune_time
tabpfn,392,17,21,0.25490546226501465,0.30861330032348633,0.2530847715871164,58280.81663602937,87363.7659544034,7632427601.735775,1041,1,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,392,17,21,15.377441644668579,0.0019481182098388672,0.560208585484358,52090.80422794114,67037.69343814168,4494052341.506264,1041,1,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.011605838090136896,500.0,0.8507238517471758,0.9780902779617829,9.0,0.003011945847767389,1.4790748230181465,3.531842829794105e-05,15.283603191375732
tabpfn,392,17,21,0.25070619583129883,0.3092002868652344,0.2530847715871164,58280.81663602937,87363.7659544034,7632427601.735775,1041,2,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,392,17,21,17.760761737823486,0.0019881725311279297,0.560208585484358,52090.80422794114,67037.69343814168,4494052341.506264,1041,2,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.011605838090136896,500.0,0.8507238517471758,0.9780902779617829,9.0,0.003011945847767389,1.4790748230181465,3.531842829794105e-05,17.65131187438965
tabpfn,392,17,21,0.2492070198059082,0.3110370635986328,0.2530847715871162,58280.81663602937,87363.7659544034,7632427601.735775,1041,3,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,392,17,21,18.194937467575073,0.0019898414611816406,0.5602085854843579,52090.80422794114,67037.69343814168,4494052341.506264,1041,3,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.011605838090136896,500.0,0.8507238517471758,0.9780902779617829,9.0,0.003011945847767389,1.4790748230181465,3.531842829794105e-05,18.085092067718506
tabpfn,392,17,21,0.25503039360046387,0.31043529510498047,0.2530847715871164,58280.81663602937,87363.7659544034,7632427601.735775,1041,4,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,392,17,21,18.19657325744629,0.0020122528076171875,0.560208585484358,52090.80422794114,67037.69343814168,4494052341.506264,1041,4,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.011605838090136896,500.0,0.8507238517471758,0.9780902779617829,9.0,0.003011945847767389,1.4790748230181465,3.531842829794105e-05,18.08670735359192
tabpfn,392,17,21,1.223264217376709,0.3103349208831787,0.2530847715871163,58280.81663602937,87363.7659544034,7632427601.735774,1041,5,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,392,17,21,18.27500343322754,0.002020120620727539,0.5602085854843579,52090.80422794114,67037.69343814168,4494052341.506264,1041,5,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.011605838090136896,500.0,0.8507238517471758,0.9780902779617829,9.0,0.003011945847767389,1.4790748230181465,3.531842829794105e-05,18.164061069488525
tabpfn,392,17,21,0.24587655067443848,0.3132500648498535,0.2530847715871163,58280.816636029376,87363.7659544034,7632427601.735774,1041,6,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,392,17,21,17.96444344520569,0.0019729137420654297,0.5602085854843579,52090.804227941146,67037.69343814168,4494052341.506264,1041,6,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.011605838090136896,500.0,0.8507238517471758,0.9780902779617829,9.0,0.003011945847767389,1.4790748230181465,3.531842829794105e-05,17.868216037750244
tabpfn,392,17,21,0.2508418560028076,0.31009387969970703,0.2530847715871164,58280.816636029376,87363.7659544034,7632427601.735775,1041,7,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,392,17,21,16.115330934524536,0.001960277557373047,0.560208585484358,52090.804227941146,67037.69343814168,4494052341.506264,1041,7,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.011605838090136896,500.0,0.8507238517471758,0.9780902779617829,9.0,0.003011945847767389,1.4790748230181465,3.531842829794105e-05,16.018377780914307
tabpfn,392,17,21,0.24922895431518555,0.3108494281768799,0.25308477158711606,58280.81663602937,87363.7659544034,7632427601.735775,1041,8,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,392,17,21,16.274485111236572,0.0019719600677490234,0.5602085854843579,52090.80422794114,67037.69343814168,4494052341.506264,1041,8,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.011605838090136896,500.0,0.8507238517471758,0.9780902779617829,9.0,0.003011945847767389,1.4790748230181465,3.531842829794105e-05,16.165833950042725
tabpfn,392,17,21,0.2520170211791992,0.31188011169433594,0.2530847715871163,58280.81663602937,87363.76595440341,7632427601.735776,1041,9,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,392,17,21,16.26216769218445,0.0019683837890625,0.560208585484358,52090.804227941146,67037.69343814168,4494052341.506264,1041,9,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.011605838090136896,500.0,0.8507238517471758,0.9780902779617829,9.0,0.003011945847767389,1.4790748230181465,3.531842829794105e-05,16.162949323654175
tabpfn,359,50,42,0.3103342056274414,0.4145486354827881,0.3104765710376458,66966.31445312501,96684.12675797526,9347820366.952229,1065,0,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,42,14.603627443313599,0.0031714439392089844,0.4600841628749912,65594.22335937501,85554.66570491479,7319600823.879723,1065,0,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.035224942342752405,250.0,0.6881310327273453,0.8309152655800696,6.0,7.377718804727344e-06,3.318603073864226,1.8008082207627196,14.473985433578491
tabpfn,359,50,42,0.2878596782684326,0.4144399166107178,0.32322131836935275,68224.0052734375,88536.57268659178,7838724703.088151,1065,1,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,42,27.857630968093872,0.004091978073120117,0.4640242996464998,61089.533164062515,78790.14891457603,6207887565.981067,1065,1,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.01114308942888757,900.0,0.8104117293686632,0.7469563829953948,5.0,2.26845821890905e-08,4.696843351530404,6.061588753523941e-05,27.642508029937744
tabpfn,359,50,42,0.3184325695037842,0.4427945613861084,0.5489465161053689,53680.94695312502,74093.95079423749,5489913544.298886,1065,2,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,42,22.693102836608887,0.0033349990844726562,0.5470997350965718,56265.73558593752,74245.47996805332,5512391295.686606,1065,2,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.03798208685991854,850.0,0.8149979496306371,0.7974251183637835,2.0,0.02905348403623038,9.600262134573082,0.5207154907491639,22.558589696884155
tabpfn,359,50,42,0.3234384059906006,0.42902398109436035,0.47026099696517887,55930.09109375,73660.77088153818,5425909166.862463,1065,3,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,42,24.420910358428955,0.003228902816772461,0.5577602181472634,52348.17335937501,67302.96359176525,4529688908.234478,1065,3,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.01808011747259077,400.0,0.9945031298268334,0.6617618924129955,5.0,0.00015466296324433837,9.148251132950652,4.192652724534185e-06,24.33335828781128
tabpfn,359,50,42,0.29077696800231934,0.4317283630371094,0.2357010948342927,69575.5723828125,90925.78544716469,8267498459.183825,1065,4,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,42,16.65318727493286,0.0031740665435791016,0.22745900895746662,71198.06425781251,91414.73587255187,8356653934.648423,1065,4,9,success,cross_county_small,Cross-county generalization test with small counties,5.0,0.25264096696074856,400.0,0.9572697884479712,0.8377970815683483,7.0,1.752655526420834e-05,0.31756671774138645,0.6968695639266477,16.59403681755066
tabpfn,359,50,42,0.30292677879333496,0.42569541931152344,0.2516274112208562,71307.585859375,91765.93311403051,8420986480.288721,1065,5,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,42,14.805177688598633,0.0031731128692626953,0.3410596531878427,66081.969921875,86108.41578316351,7414659268.686163,1065,5,9,success,cross_county_small,Cross-county generalization test with small counties,9.0,0.29940214978875335,550.0,0.9649159968153941,0.9614782524211877,7.0,0.001296139029094686,0.34878178408727106,1.5629997335744488,14.731639385223389
tabpfn,359,50,42,0.29048609733581543,0.4169769287109375,0.3726686364668951,62993.11625000001,89177.10514996338,7952556082.927626,1065,6,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,42,13.943644762039185,0.003182649612426758,0.476853007180325,62425.50023437501,81436.0567833127,6631831344.414929,1065,6,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.02202880827937499,250.0,0.9193893608239483,0.9630413358613775,6.0,4.387740582781304e-05,2.4962925003977503,0.0014440904211029419,13.881532430648804
tabpfn,359,50,42,0.29094696044921875,0.4286782741546631,0.3641344065766017,56942.9772265625,74304.66375110442,5521183055.164692,1065,7,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,42,20.216308116912842,0.003239870071411133,0.2509657437836674,63125.0671484375,80646.26346114097,6503819810.243762,1065,7,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.022542253507426443,500.0,0.6418449297159912,0.859006187723335,1.0,0.0038874367362746126,0.10549744050522121,1.777946832219277,20.124289751052856
tabpfn,359,50,42,0.2871851921081543,0.41426968574523926,0.09769216968780103,80388.28789062501,111525.75126664955,12437993195.590582,1065,8,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,42,15.899524450302124,0.0031898021697998047,0.4519013906279742,63005.9718359375,86921.48641243891,7555344800.147801,1065,8,9,success,cross_county_small,Cross-county generalization test with small counties,3.0,0.04828940340665446,250.0,0.8704439901788261,0.9510398931079785,9.0,0.004710962221350323,2.277866301639116,0.4943297341928217,15.842159271240234
tabpfn,359,50,42,0.30744218826293945,0.41373348236083984,0.03395081807684042,89467.9955859375,116933.80271943405,13673514218.427525,1065,9,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,42,18.08619213104248,0.0033385753631591797,0.2100735734203676,81784.32273437502,105738.65365443208,11180662876.651943,1065,9,9,success,cross_county_small,Cross-county generalization test with small counties,4.0,0.01274875398872281,600.0,0.7613832887500838,0.6420127428705313,5.0,0.020360489851876683,5.412615567739202,1.098660530176644,17.968982934951782
tabpfn,375,34,23,0.23486781120300293,0.3105173110961914,0.41057649472464774,38750.62189797793,47854.54888381297,2290057848.873245,1075,0,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,23,19.92432475090027,0.002685546875,0.4578902421207922,35806.70818014707,45893.704336812196,2106232097.7547348,1075,0,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.019293369292093028,500.0,0.6043956756975085,0.7640344619104537,9.0,0.0006686922817411864,0.10740407619157707,1.3065383843195406,19.827025175094604
tabpfn,375,34,23,0.5114550590515137,0.3243443965911865,0.41057649472464763,38750.62189797793,47854.54888381297,2290057848.873245,1075,1,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,23,22.498199224472046,0.0026662349700927734,0.4578902421207922,35806.70818014707,45893.704336812196,2106232097.7547343,1075,1,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.019293369292093028,500.0,0.6043956756975085,0.7640344619104537,9.0,0.0006686922817411864,0.10740407619157707,1.3065383843195406,22.397050619125366
tabpfn,375,34,23,0.2572901248931885,0.3030121326446533,0.41057649472464786,38750.62189797793,47854.54888381297,2290057848.873245,1075,2,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,23,18.893080711364746,0.002045154571533203,0.45789024212079243,35806.70818014706,45893.704336812196,2106232097.7547343,1075,2,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.019293369292093028,500.0,0.6043956756975085,0.7640344619104537,9.0,0.0006686922817411864,0.10740407619157707,1.3065383843195406,18.808039903640747
tabpfn,375,34,23,0.23806190490722656,0.30075955390930176,0.41057649472464797,38750.62189797793,47854.54888381296,2290057848.8732443,1075,3,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,23,20.292369842529297,0.0025866031646728516,0.45789024212079243,35806.70818014706,45893.704336812196,2106232097.7547343,1075,3,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.019293369292093028,500.0,0.6043956756975085,0.7640344619104537,9.0,0.0006686922817411864,0.10740407619157707,1.3065383843195406,20.19414758682251
tabpfn,375,34,23,0.24632024765014648,0.3109104633331299,0.41057649472464774,38750.62189797794,47854.54888381297,2290057848.873245,1075,4,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,23,19.270912647247314,0.0020685195922851562,0.4578902421207922,35806.70818014707,45893.704336812196,2106232097.7547348,1075,4,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.019293369292093028,500.0,0.6043956756975085,0.7640344619104537,9.0,0.0006686922817411864,0.10740407619157707,1.3065383843195406,19.161242723464966
tabpfn,375,34,23,0.25058937072753906,0.3026854991912842,0.41057649472464786,38750.62189797794,47854.54888381296,2290057848.8732443,1075,5,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,23,19.32714557647705,0.002054452896118164,0.4578902421207923,35806.70818014706,45893.704336812196,2106232097.7547343,1075,5,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.019293369292093028,500.0,0.6043956756975085,0.7640344619104537,9.0,0.0006686922817411864,0.10740407619157707,1.3065383843195406,19.24065852165222
tabpfn,375,34,23,0.23485326766967773,0.30115723609924316,0.41057649472464774,38750.62189797793,47854.54888381297,2290057848.873245,1075,6,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,23,19.27373766899109,0.0020537376403808594,0.4578902421207923,35806.70818014707,45893.704336812196,2106232097.7547343,1075,6,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.019293369292093028,500.0,0.6043956756975085,0.7640344619104537,9.0,0.0006686922817411864,0.10740407619157707,1.3065383843195406,19.187131881713867
tabpfn,375,34,23,0.23767447471618652,0.3024895191192627,0.41057649472464786,38750.62189797793,47854.54888381296,2290057848.8732443,1075,7,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,23,19.29322624206543,0.0020780563354492188,0.4578902421207923,35806.70818014706,45893.704336812196,2106232097.7547343,1075,7,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.019293369292093028,500.0,0.6043956756975085,0.7640344619104537,9.0,0.0006686922817411864,0.10740407619157707,1.3065383843195406,19.206980228424072
tabpfn,375,34,23,0.2522928714752197,0.3007826805114746,0.41057649472464786,38750.62189797793,47854.54888381296,2290057848.8732443,1075,8,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,23,20.48760724067688,0.002034902572631836,0.4578902421207923,35806.70818014707,45893.704336812196,2106232097.7547343,1075,8,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.019293369292093028,500.0,0.6043956756975085,0.7640344619104537,9.0,0.0006686922817411864,0.10740407619157707,1.3065383843195406,20.39598059654236
tabpfn,375,34,23,0.23607134819030762,0.30198192596435547,0.41057649472464786,38750.62189797793,47854.54888381296,2290057848.8732443,1075,9,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,23,19.745028257369995,0.0020592212677001953,0.4578902421207922,35806.70818014707,45893.704336812196,2106232097.7547348,1075,9,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.019293369292093028,500.0,0.6043956756975085,0.7640344619104537,9.0,0.0006686922817411864,0.10740407619157707,1.3065383843195406,19.65843105316162
tabpfn,375,34,6,0.18703031539916992,0.2533557415008545,-12.544879171669,339182.890844853,354320.49428265047,125543012668.70175,2016,0,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,6,9.68034815788269,0.0012946128845214844,-13.223627612804611,349518.34178694856,363089.6691647241,131834107854.14883,2016,0,9,success,cross_county_small,Cross-county generalization test with small counties,5.0,0.010045484383943057,100.0,0.8422896905152027,0.9388287438323689,5.0,8.093901159738331e-08,0.16042660583998417,0.04519135681191937,9.652042865753174
tabpfn,375,34,6,0.18942809104919434,0.19847655296325684,-12.544879171669004,339182.89084485295,354320.4942826505,125543012668.70177,2016,1,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,6,9.541696548461914,0.0012326240539550781,-13.223627612804616,349518.34178694856,363089.6691647242,131834107854.14886,2016,1,9,success,cross_county_small,Cross-county generalization test with small counties,5.0,0.010045484383943057,100.0,0.8422896905152027,0.9388287438323689,5.0,8.093901159738331e-08,0.16042660583998417,0.04519135681191937,9.514542579650879
tabpfn,375,34,6,0.1820375919342041,0.19854402542114258,-12.544879171668999,339182.89084485295,354320.4942826505,125543012668.70177,2016,2,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,6,8.8958158493042,0.0012412071228027344,-13.223627612804608,349518.3417869485,363089.6691647241,131834107854.14883,2016,2,9,success,cross_county_small,Cross-county generalization test with small counties,5.0,0.010045484383943057,100.0,0.8422896905152027,0.9388287438323689,5.0,8.093901159738331e-08,0.16042660583998417,0.04519135681191937,8.869425296783447
tabpfn,375,34,6,0.1790323257446289,0.1982123851776123,-12.544879171669,339182.890844853,354320.49428265047,125543012668.70175,2016,3,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,6,8.893659830093384,0.0012426376342773438,-13.223627612804613,349518.34178694856,363089.6691647242,131834107854.14886,2016,3,9,success,cross_county_small,Cross-county generalization test with small counties,5.0,0.010045484383943057,100.0,0.8422896905152027,0.9388287438323689,5.0,8.093901159738331e-08,0.16042660583998417,0.04519135681191937,8.86651086807251
tabpfn,375,34,6,0.17945384979248047,0.19829297065734863,-12.544879171669004,339182.89084485295,354320.4942826505,125543012668.70178,2016,4,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,6,8.943213701248169,0.001234292984008789,-13.223627612804613,349518.3417869485,363089.6691647242,131834107854.14886,2016,4,9,success,cross_county_small,Cross-county generalization test with small counties,5.0,0.010045484383943057,100.0,0.8422896905152027,0.9388287438323689,5.0,8.093901159738331e-08,0.16042660583998417,0.04519135681191937,8.914873600006104
tabpfn,375,34,6,0.1841874122619629,0.19910240173339844,-12.544879171668997,339182.890844853,354320.49428265047,125543012668.70175,2016,5,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,6,9.672589302062988,0.0012369155883789062,-13.223627612804611,349518.34178694856,363089.6691647242,131834107854.14886,2016,5,9,success,cross_county_small,Cross-county generalization test with small counties,5.0,0.010045484383943057,100.0,0.8422896905152027,0.9388287438323689,5.0,8.093901159738331e-08,0.16042660583998417,0.04519135681191937,9.643646240234375
tabpfn,375,34,6,0.17957568168640137,0.1981966495513916,-12.544879171669002,339182.890844853,354320.4942826505,125543012668.70177,2016,6,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,6,9.665685653686523,0.0012464523315429688,-13.223627612804611,349518.34178694856,363089.6691647241,131834107854.14883,2016,6,9,success,cross_county_small,Cross-county generalization test with small counties,5.0,0.010045484383943057,100.0,0.8422896905152027,0.9388287438323689,5.0,8.093901159738331e-08,0.16042660583998417,0.04519135681191937,9.636762380599976
tabpfn,375,34,6,0.18990325927734375,0.20214271545410156,-12.544879171668997,339182.89084485295,354320.49428265047,125543012668.70175,2016,7,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,6,9.76130723953247,0.0012323856353759766,-13.223627612804608,349518.3417869485,363089.6691647241,131834107854.14883,2016,7,9,success,cross_county_small,Cross-county generalization test with small counties,5.0,0.010045484383943057,100.0,0.8422896905152027,0.9388287438323689,5.0,8.093901159738331e-08,0.16042660583998417,0.04519135681191937,9.731563806533813
tabpfn,375,34,6,0.18104195594787598,0.20668554306030273,-12.544879171669004,339182.8908448531,354320.4942826505,125543012668.70177,2016,8,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,375,34,6,10.140337944030762,0.0012440681457519531,-13.223627612804616,349518.3417869486,363089.6691647242,131834107854.14886,2016,8,9,success,cross_county_small,Cross-county generalization test with small counties,5.0,0.010045484383943057,100.0,0.8422896905152027,0.9388287438323689,5.0,8.093901159738331e-08,0.16042660583998417,0.04519135681191937,10.11059045791626
tabpfn,375,34,6,0.17954134941101074,0.19829821586608887,-12.544879171669002,339182.890844853,354320.4942826505,125543012668.70177,2016,9,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
