model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse,target_fips,iteration,n_counties,status,experiment_name,experiment_description,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_n_estimators,hyperparam_subsample,hyperparam_colsample_bytree,hyperparam_min_child_weight,hyperparam_reg_alpha,hyperparam_reg_lambda,hyperparam_gamma,tune_time
xgboost,375,34,6,10.138853788375854,0.0012295246124267578,-13.223627612804613,349518.34178694856,363089.6691647242,131834107854.14886,2016,9,9,success,cross_county_small,Cross-county generalization test with small counties,5.0,0.010045484383943057,100.0,0.8422896905152027,0.9388287438323689,5.0,8.093901159738331e-08,0.16042660583998417,0.04519135681191937,10.108822107315063
tabpfn,359,50,6,0.18309783935546875,0.20524096488952637,-1.590012559714992,159363.17965,186877.35200697143,34923144693.13751,2100,0,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,6,11.286954402923584,0.001283407211303711,-1.599303252377943,157332.898946875,187212.22795466712,35048418295.750244,2100,0,9,success,cross_county_small,Cross-county generalization test with small counties,6.0,0.03458237242851221,100.0,0.7020208390536822,0.7994603120330229,1.0,0.5268316330181791,3.841827523879112,0.5138690140098544,11.256940126419067
tabpfn,359,50,6,0.44792628288269043,0.19590353965759277,-0.847465879129012,151933.56248750002,180449.6451036906,32562074418.047882,2100,1,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,6,11.766192436218262,0.0012826919555664062,-0.8600878280915643,151476.08826875,181065.01485539367,32784539604.583935,2100,1,9,success,cross_county_small,Cross-county generalization test with small counties,6.0,0.07500118950416987,100.0,0.8430179407605753,0.6682096494749166,1.0,0.39001768308022033,8.536189862866832,0.05134883976937368,11.731725215911865
tabpfn,359,50,6,0.18963623046875,0.1968083381652832,-0.5927432623284437,122057.52830312503,155978.8224046178,24329393038.7313,2100,2,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,6,13.855660438537598,0.0018873214721679688,-0.7435215952172691,130380.84072500003,163194.8368228417,26632554765.633926,2100,2,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.030816017044468066,150.0,0.7243929286862649,0.7300733288106989,8.0,0.0012602588933700108,5.948746813219773,8.315153257712834e-05,13.800816059112549
tabpfn,359,50,6,0.1949756145477295,0.2108771800994873,-0.9860769965524507,133640.44579687502,163039.70639630995,26581945861.794956,2100,3,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,6,11.908691644668579,0.0014846324920654297,-1.02535383648162,132683.317125,164643.95782710076,27107632848.972137,2100,3,9,success,cross_county_small,Cross-county generalization test with small counties,6.0,0.012771287228289572,300.0,0.6222362467748841,0.8246714952535326,2.0,4.999918996577665e-08,6.67301547063597,0.05190369950809712,11.793168306350708
tabpfn,359,50,6,0.17634129524230957,0.19406342506408691,-0.5712060522016571,130371.87653125002,168745.19304476812,28474940175.71606,2100,4,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,6,12.411964178085327,0.0013136863708496094,-0.5795698260413349,133689.653890625,169193.72537038915,28626516704.710663,2100,4,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.039699894987477134,100.0,0.8100287295926243,0.7797138078229755,9.0,8.699887419274594e-05,8.216291574612814,3.1898915290558815e-06,12.376102685928345
tabpfn,359,50,6,0.1772480010986328,0.19450592994689941,-1.1809060087463945,154233.07016562502,186252.2553249214,34689902613.619705,2100,5,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,6,13.248653888702393,0.0017778873443603516,-1.0336235911925584,146520.25922812504,179853.27542460608,32347200680.959217,2100,5,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.03470673957344862,100.0,0.7537726503863985,0.7061230231549105,9.0,0.00014756172516350438,5.378165148460626,0.00088156814922038,13.210659980773926
tabpfn,359,50,6,0.18537664413452148,0.21504545211791992,-1.7235387292381334,146937.83222500002,176368.28990209475,31105773682.98934,2100,6,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,6,12.803606510162354,0.002328634262084961,-1.559836424445879,142764.769021875,170985.7168398878,29236115363.25029,2100,6,9,success,cross_county_small,Cross-county generalization test with small counties,6.0,0.02365768003948825,200.0,0.8422771781427599,0.6889096720086169,9.0,5.035174399474331e-07,7.571026611920344,0.0001391112750341791,12.738716125488281
tabpfn,359,50,6,0.21204662322998047,0.22331643104553223,-1.2207210583727157,165222.87764375002,194287.65095052283,37747691311.87219,2100,7,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,6,18.374632358551025,0.001859426498413086,-1.098991717349993,155870.23358125,188887.64607071862,35678542838.13706,2100,7,9,success,cross_county_small,Cross-county generalization test with small counties,9.0,0.014429073040803313,300.0,0.8266402508612634,0.7393343076003447,2.0,4.145125894054364e-06,6.469530453433052,1.900093649958155e-06,18.204317331314087
tabpfn,359,50,6,0.1849832534790039,0.1952838897705078,-0.9243047733217575,147965.54566562502,178163.79782649764,31742338855.961124,2100,8,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,6,17.589862823486328,0.0018546581268310547,-1.1139407047929106,155351.29886875005,186736.37930153555,34870475354.64696,2100,8,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.010136101458459962,500.0,0.6786886198670592,0.6426676213097462,6.0,0.00012465235055903113,2.85199989281535,7.459183009998284e-07,17.386340856552124
tabpfn,359,50,6,0.17983388900756836,0.1936173439025879,-1.0812555285349155,163939.98100312502,199393.6614395047,39757832222.25182,2100,9,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,359,50,6,14.05246901512146,0.0012538433074951172,-0.9912887396299623,157109.45484687499,195036.4417355775,38039213604.87532,2100,9,9,success,cross_county_small,Cross-county generalization test with small counties,6.0,0.0644012573167916,100.0,0.6834695030367666,0.7760434646835457,1.0,0.00341921441827209,6.684577438517446,0.013871060800131015,14.014601707458496
tabpfn,390,19,6,0.18928146362304688,0.20090150833129883,-0.7399665386962329,73958.61835526313,91059.17988165833,8291774240.72021,2185,0,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,390,19,6,13.267206907272339,0.0011723041534423828,-0.13806386065601828,59911.04023026315,73643.86997911886,5423419585.501364,2185,0,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.06595877153237902,450.0,0.9407426357977884,0.7648437305206914,9.0,0.04684533482705917,0.5787283809984031,1.3065383843195406,13.225325584411621
tabpfn,390,19,6,0.17627620697021484,0.19219422340393066,-0.7399665386962335,73958.61835526311,91059.17988165835,8291774240.720212,2185,1,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,390,19,6,11.650144338607788,0.0011746883392333984,-0.1380638606560185,59911.040230263134,73643.86997911887,5423419585.501365,2185,1,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.06595877153237902,450.0,0.9407426357977884,0.7648437305206914,9.0,0.04684533482705917,0.5787283809984031,1.3065383843195406,11.607351541519165
tabpfn,390,19,6,0.18027114868164062,0.19338393211364746,-0.7399665386962333,73958.61835526313,91059.17988165835,8291774240.720212,2185,2,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,390,19,6,11.65566372871399,0.0011856555938720703,-0.13806386065601828,59911.04023026315,73643.86997911886,5423419585.501364,2185,2,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.06595877153237902,450.0,0.9407426357977884,0.7648437305206914,9.0,0.04684533482705917,0.5787283809984031,1.3065383843195406,11.612621784210205
tabpfn,390,19,6,0.18552637100219727,0.19258618354797363,-0.7399665386962329,73958.61835526313,91059.17988165833,8291774240.72021,2185,3,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,390,19,6,14.315258741378784,0.0018384456634521484,-0.13806386065601806,59911.04023026315,73643.86997911886,5423419585.501363,2185,3,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.06595877153237902,450.0,0.9407426357977884,0.7648437305206914,9.0,0.04684533482705917,0.5787283809984031,1.3065383843195406,14.26227855682373
tabpfn,390,19,6,0.1830763816833496,0.21204257011413574,-0.7399665386962326,73958.61835526311,91059.17988165832,8291774240.720208,2185,4,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,390,19,6,13.547258853912354,0.0011892318725585938,-0.13806386065601828,59911.04023026315,73643.86997911886,5423419585.501364,2185,4,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.06595877153237902,450.0,0.9407426357977884,0.7648437305206914,9.0,0.04684533482705917,0.5787283809984031,1.3065383843195406,13.485229730606079
tabpfn,390,19,6,0.19388842582702637,0.19179558753967285,-0.7399665386962333,73958.61835526313,91059.17988165835,8291774240.720212,2185,5,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,390,19,6,14.513110637664795,0.0019030570983886719,-0.13806386065601828,59911.04023026315,73643.86997911886,5423419585.501364,2185,5,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.06595877153237902,450.0,0.9407426357977884,0.7648437305206914,9.0,0.04684533482705917,0.5787283809984031,1.3065383843195406,14.46126103401184
tabpfn,390,19,6,0.18220806121826172,0.20872068405151367,-0.7399665386962335,73958.61835526313,91059.17988165835,8291774240.720213,2185,6,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,390,19,6,14.699192762374878,0.0012063980102539062,-0.13806386065601828,59911.04023026315,73643.86997911887,5423419585.501365,2185,6,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.06595877153237902,450.0,0.9407426357977884,0.7648437305206914,9.0,0.04684533482705917,0.5787283809984031,1.3065383843195406,14.64732027053833
tabpfn,390,19,6,0.18672990798950195,0.19696402549743652,-0.7399665386962333,73958.61835526313,91059.17988165835,8291774240.720212,2185,7,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,390,19,6,14.796010732650757,0.0018723011016845703,-0.13806386065601828,59911.04023026315,73643.86997911886,5423419585.501364,2185,7,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.06595877153237902,450.0,0.9407426357977884,0.7648437305206914,9.0,0.04684533482705917,0.5787283809984031,1.3065383843195406,14.743729829788208
tabpfn,390,19,6,0.21178007125854492,0.2293398380279541,-0.7399665386962333,73958.61835526313,91059.17988165835,8291774240.720212,2185,8,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,390,19,6,15.438075304031372,0.0019550323486328125,-0.13806386065601828,59911.04023026315,73643.86997911887,5423419585.501365,2185,8,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.06595877153237902,450.0,0.9407426357977884,0.7648437305206914,9.0,0.04684533482705917,0.5787283809984031,1.3065383843195406,15.384398460388184
tabpfn,390,19,6,0.20297884941101074,0.21442317962646484,-0.7399665386962333,73958.61835526314,91059.17988165833,8291774240.72021,2185,9,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,390,19,6,15.343066692352295,0.0019073486328125,-0.13806386065601828,59911.04023026315,73643.86997911886,5423419585.501364,2185,9,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.06595877153237902,450.0,0.9407426357977884,0.7648437305206914,9.0,0.04684533482705917,0.5787283809984031,1.3065383843195406,15.289647340774536
tabpfn,367,42,6,0.2119145393371582,0.19386672973632812,-2.1531257069457572,226084.62404761906,258177.60052605328,66655673413.39034,2232,0,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,367,42,6,14.656625509262085,0.0013990402221679688,-2.0933412348281313,224304.28225074406,255718.31434959467,65391856293.79811,2232,0,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.024837694008834562,100.0,0.6897453439245168,0.7199020953174677,10.0,0.00018826531071573034,3.5628004754772333,3.440051587650014e-06,14.497560501098633
tabpfn,367,42,6,0.1829087734222412,0.19327640533447266,-2.1531257069457572,226084.62404761906,258177.60052605328,66655673413.39034,2232,1,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,367,42,6,12.207830429077148,0.0012416839599609375,-2.0933412348281313,224304.28225074406,255718.31434959467,65391856293.79811,2232,1,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.024837694008834562,100.0,0.6897453439245168,0.7199020953174677,10.0,0.00018826531071573034,3.5628004754772333,3.440051587650014e-06,12.166043043136597
tabpfn,367,42,6,0.45061683654785156,0.19523215293884277,-2.153125706945757,226084.62404761906,258177.60052605325,66655673413.390335,2232,2,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,367,42,6,12.205304384231567,0.001257181167602539,-2.0933412348281313,224304.28225074406,255718.31434959467,65391856293.79811,2232,2,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.024837694008834562,100.0,0.6897453439245168,0.7199020953174677,10.0,0.00018826531071573034,3.5628004754772333,3.440051587650014e-06,12.173262596130371
tabpfn,367,42,6,0.19080233573913574,0.19422483444213867,-2.1531257069457563,226084.62404761906,258177.60052605325,66655673413.390335,2232,3,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,367,42,6,13.31057357788086,0.0012924671173095703,-2.093341234828131,224304.28225074406,255718.31434959467,65391856293.79811,2232,3,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.024837694008834562,100.0,0.6897453439245168,0.7199020953174677,10.0,0.00018826531071573034,3.5628004754772333,3.440051587650014e-06,13.259184122085571
tabpfn,367,42,6,0.17868757247924805,0.19333124160766602,-2.153125706945757,226084.62404761906,258177.60052605328,66655673413.39034,2232,4,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,367,42,6,13.034762382507324,0.0012712478637695312,-2.093341234828131,224304.28225074406,255718.31434959467,65391856293.79811,2232,4,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.024837694008834562,100.0,0.6897453439245168,0.7199020953174677,10.0,0.00018826531071573034,3.5628004754772333,3.440051587650014e-06,12.987925052642822
tabpfn,367,42,6,0.17724037170410156,0.19522786140441895,-2.1531257069457572,226084.62404761906,258177.60052605328,66655673413.39034,2232,5,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,367,42,6,13.172744512557983,0.001245260238647461,-2.0933412348281313,224304.28225074406,255718.31434959467,65391856293.79811,2232,5,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.024837694008834562,100.0,0.6897453439245168,0.7199020953174677,10.0,0.00018826531071573034,3.5628004754772333,3.440051587650014e-06,13.015837907791138
tabpfn,367,42,6,0.18118786811828613,0.19318795204162598,-2.153125706945757,226084.62404761906,258177.60052605328,66655673413.39034,2232,6,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,367,42,6,11.794630765914917,0.0012671947479248047,-2.09334123482813,224304.28225074406,255718.31434959464,65391856293.798096,2232,6,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.024837694008834562,100.0,0.6897453439245168,0.7199020953174677,10.0,0.00018826531071573034,3.5628004754772333,3.440051587650014e-06,11.757533311843872
tabpfn,367,42,6,0.1890261173248291,0.19511008262634277,-2.153125706945756,226084.62404761906,258177.60052605323,66655673413.39032,2232,7,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,367,42,6,12.62401294708252,0.0019528865814208984,-2.093341234828131,224304.28225074406,255718.31434959467,65391856293.79811,2232,7,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.024837694008834562,100.0,0.6897453439245168,0.7199020953174677,10.0,0.00018826531071573034,3.5628004754772333,3.440051587650014e-06,12.564443826675415
tabpfn,367,42,6,0.19638752937316895,0.23002004623413086,-2.1531257069457563,226084.62404761906,258177.60052605325,66655673413.390335,2232,8,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,367,42,6,14.576051950454712,0.0017323493957519531,-2.093341234828131,224304.28225074406,255718.31434959467,65391856293.79811,2232,8,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.024837694008834562,100.0,0.6897453439245168,0.7199020953174677,10.0,0.00018826531071573034,3.5628004754772333,3.440051587650014e-06,14.536839962005615
tabpfn,367,42,6,0.18346261978149414,0.20439457893371582,-2.1531257069457572,226084.62404761906,258177.60052605328,66655673413.39034,2232,9,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,367,42,6,14.677947282791138,0.0016820430755615234,-2.0933412348281317,224304.28225074406,255718.31434959467,65391856293.79812,2232,9,9,success,cross_county_small,Cross-county generalization test with small counties,7.0,0.024837694008834562,100.0,0.6897453439245168,0.7199020953174677,10.0,0.00018826531071573034,3.5628004754772333,3.440051587650014e-06,14.63996696472168
tabpfn,394,15,6,0.2023022174835205,0.2249753475189209,-0.39809177577945487,161133.67708333334,204690.85867686107,41898347625.870705,2275,0,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,394,15,6,14.221007585525513,0.0016849040985107422,-0.15108835625563688,141301.95416666666,185731.23126375745,34496090266.75136,2275,0,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.057486995262846105,300.0,0.9997449754566206,0.8259247350993981,8.0,0.0005852814880207774,2.2940330038556085,1.92593436201735,14.181796550750732
tabpfn,394,15,6,0.20737266540527344,0.2172701358795166,-0.3980917757794553,161133.67708333337,204690.85867686107,41898347625.87071,2275,1,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,394,15,6,13.874744653701782,0.0017211437225341797,-0.1510883562556371,141301.9541666667,185731.23126375745,34496090266.75136,2275,1,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.057486995262846105,300.0,0.9997449754566206,0.8259247350993981,8.0,0.0005852814880207774,2.2940330038556085,1.92593436201735,13.835053205490112
tabpfn,394,15,6,0.21304106712341309,0.21861004829406738,-0.3980917757794553,161133.67708333337,204690.85867686107,41898347625.87071,2275,2,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,394,15,6,13.799536228179932,0.0018701553344726562,-0.1510883562556371,141301.9541666667,185731.23126375745,34496090266.75136,2275,2,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.057486995262846105,300.0,0.9997449754566206,0.8259247350993981,8.0,0.0005852814880207774,2.2940330038556085,1.92593436201735,13.7610342502594
tabpfn,394,15,6,0.1826951503753662,0.20291662216186523,-0.3980917757794553,161133.67708333334,204690.85867686107,41898347625.87071,2275,3,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,394,15,6,13.141417741775513,0.0011484622955322266,-0.1510883562556371,141301.95416666666,185731.23126375745,34496090266.75136,2275,3,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.057486995262846105,300.0,0.9997449754566206,0.8259247350993981,8.0,0.0005852814880207774,2.2940330038556085,1.92593436201735,13.10784101486206
tabpfn,394,15,6,0.1798405647277832,0.19229722023010254,-0.3980917757794553,161133.67708333337,204690.85867686107,41898347625.87071,2275,4,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,394,15,6,11.335139274597168,0.0011534690856933594,-0.15108835625563732,141301.9541666667,185731.23126375748,34496090266.751366,2275,4,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.057486995262846105,300.0,0.9997449754566206,0.8259247350993981,8.0,0.0005852814880207774,2.2940330038556085,1.92593436201735,11.264535427093506
tabpfn,394,15,6,0.17871427536010742,0.19523334503173828,-0.3980917757794551,161133.67708333334,204690.85867686107,41898347625.870705,2275,5,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,394,15,6,13.543413162231445,0.0015559196472167969,-0.1510883562556371,141301.95416666666,185731.23126375745,34496090266.75136,2275,5,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.057486995262846105,300.0,0.9997449754566206,0.8259247350993981,8.0,0.0005852814880207774,2.2940330038556085,1.92593436201735,13.397807598114014
tabpfn,394,15,6,0.2013568878173828,0.19434666633605957,-0.39809177577945487,161133.67708333337,204690.85867686107,41898347625.870705,2275,6,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,394,15,6,11.72815752029419,0.0011525154113769531,-0.15108835625563688,141301.95416666672,185731.23126375745,34496090266.75136,2275,6,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.057486995262846105,300.0,0.9997449754566206,0.8259247350993981,8.0,0.0005852814880207774,2.2940330038556085,1.92593436201735,11.694056510925293
tabpfn,394,15,6,0.17903971672058105,0.1993110179901123,-0.3980917757794551,161133.67708333337,204690.85867686107,41898347625.87071,2275,7,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,394,15,6,13.117001295089722,0.0012018680572509766,-0.1510883562556371,141301.9541666667,185731.23126375748,34496090266.751366,2275,7,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.057486995262846105,300.0,0.9997449754566206,0.8259247350993981,8.0,0.0005852814880207774,2.2940330038556085,1.92593436201735,13.067042350769043
tabpfn,394,15,6,0.18077850341796875,0.1945500373840332,-0.3980917757794553,161133.67708333334,204690.85867686107,41898347625.87071,2275,8,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,394,15,6,11.914674520492554,0.0011477470397949219,-0.15108835625563732,141301.95416666666,185731.23126375748,34496090266.751366,2275,8,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.057486995262846105,300.0,0.9997449754566206,0.8259247350993981,8.0,0.0005852814880207774,2.2940330038556085,1.92593436201735,11.881282091140747
tabpfn,394,15,6,0.18402409553527832,0.19202709197998047,-0.39809177577945554,161133.67708333337,204690.85867686107,41898347625.87071,2275,9,9,success,cross_county_small,Cross-county generalization test with small counties,,,,,,,,,,
xgboost,394,15,6,11.336255311965942,0.0011608600616455078,-0.15108835625563732,141301.9541666667,185731.23126375745,34496090266.75136,2275,9,9,success,cross_county_small,Cross-county generalization test with small counties,8.0,0.057486995262846105,300.0,0.9997449754566206,0.8259247350993981,8.0,0.0005852814880207774,2.2940330038556085,1.92593436201735,11.302584648132324
