model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse,seed,status,experiment_name,experiment_description,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_n_estimators,hyperparam_subsample,hyperparam_colsample_bytree,hyperparam_min_child_weight,hyperparam_reg_alpha,hyperparam_reg_lambda,hyperparam_gamma,tune_time
xgboost,100,42306,82,16.18986487388611,0.028062105178833008,-0.06788993965543755,306600.3828948612,1938535.3301699776,3757919226317.224,4,success,cook_county_no_preprocessing,Cook County learning curves with no preprocessing,3.0,0.017411297913005146,200.0,0.7148334866260175,0.6433290139772218,1.0,1.3053422042855426e-07,0.7514553680938901,6.727016221526436e-05,16.136334896087646
xgboost,100,42306,82,12.209896564483643,0.02763676643371582,0.02068025197099166,208214.45128793787,1856404.9981036233,3446239516984.114,5,success,cook_county_no_preprocessing,Cook County learning curves with no preprocessing,8.0,0.01418199452519185,100.0,0.7712469018446747,0.9402131514775263,10.0,6.756892567998213e-07,0.22353557789801703,2.3509884459924523e-07,12.169986009597778
xgboost,100,42306,82,15.602019786834717,0.14609766006469727,0.021847567513352262,210927.3644427098,1855298.2826783378,3442131717709.1895,6,success,cook_county_no_preprocessing,Cook County learning curves with no preprocessing,8.0,0.011707201920670311,350.0,0.6707676484481179,0.6870748705312015,4.0,0.0036593032183049987,0.3537461601168061,0.19631072063354785,15.498752355575562
xgboost,100,42306,82,18.297317028045654,0.09893393516540527,0.0008208509079955517,249771.83845196493,1875133.3337958804,3516125019512.4526,7,success,cook_county_no_preprocessing,Cook County learning curves with no preprocessing,9.0,0.08095559027307159,200.0,0.7482921609715772,0.6989214275656294,1.0,1.370354976189106e-07,1.5213819989281574,0.00321403427494376,18.215734481811523
xgboost,100,42306,82,12.968413829803467,0.04397177696228027,0.023146315226157288,215938.431650874,1854066.1818927426,3437561406838.3325,8,success,cook_county_no_preprocessing,Cook County learning curves with no preprocessing,5.0,0.02905244108149414,150.0,0.9125692551246017,0.6202520171126161,3.0,2.3357963996100025e-06,6.9985275618112865,0.0007001007620613991,12.916682958602905
xgboost,100,42306,82,15.420767784118652,0.1557619571685791,0.014308912955402597,209417.17058455065,1862433.9842427168,3468660345662.2007,9,success,cook_county_no_preprocessing,Cook County learning curves with no preprocessing,8.0,0.01012055886710948,400.0,0.9218511525034684,0.7548435252758683,3.0,4.946197047706668e-08,9.455686007078299,1.662913886424527e-05,15.300779819488525
xgboost,200,42306,82,18.0161612033844,0.08007121086120605,0.016785118823708034,199696.1442959849,1860093.1545282323,3459946543522.7905,0,success,cook_county_no_preprocessing,Cook County learning curves with no preprocessing,9.0,0.024639767281873125,150.0,0.7545427402141308,0.7333981502963864,2.0,1.0717237909389994e-05,5.579754848128926,0.22361816741611562,17.94118881225586
xgboost,200,42306,82,15.112087726593018,0.040894269943237305,0.02115232895945196,200532.2342553361,1855957.5080370517,3444578271639.1025,1,success,cook_county_no_preprocessing,Cook County learning curves with no preprocessing,8.0,0.018433100901120894,100.0,0.910001998468094,0.6028512714909278,8.0,0.00028154581068513964,4.293548978340383,2.9819710058734236e-05,15.06686282157898
xgboost,200,42306,82,19.122051000595093,0.20135164260864258,0.02318188031555568,232474.83500344685,1854032.430354139,3437436252804.8755,2,success,cook_county_no_preprocessing,Cook County learning curves with no preprocessing,7.0,0.028869220380495747,550.0,0.8186841117373118,0.6739417822102108,10.0,0.01588775693167255,7.56829206016762,0.2679098473010567,18.968194484710693
xgboost,200,42306,82,15.229275703430176,0.030280351638793945,0.02334849616324952,206382.2584244847,1853874.3024730745,3436849929370.0283,3,success,cook_county_no_preprocessing,Cook County learning curves with no preprocessing,4.0,0.02920106376061482,150.0,0.8780499538975782,0.8927990853352347,4.0,0.014832133386644165,0.7975412569939028,4.2623439248717255e-05,15.176420450210571
