model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mape,mse,test_set_version,train_set_version,n_test_counties,n_train_source_test_history,n_train_source_external,status,experiment_name,experiment_description,result_type,test_fips,size_bucket,county_test_size,county_train_pool_size,county_train_used
xgboost,,,,,,-0.9543344016798208,59941.51718749998,64172.28973710909,,4118082770.103476,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28139.0,tiny,5.0,5.0,5.0
xgboost,,,,,,0.5558691652759228,55673.06878125,70344.09731775893,,4948292027.45034,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48263.0,tiny,10.0,10.0,10.0
xgboost,,,,,,0.5798392701101678,47335.67795138886,53368.74224886999,,2848222649.2263203,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,30069.0,tiny,9.0,4.0,4.0
xgboost,,,,,,0.18642687267577984,48434.69531249994,50677.29679545833,,2568188410.494971,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,29065.0,tiny,3.0,2.0,2.0
xgboost,,,,,,0.5458663754996608,76133.77343750006,109956.3947940054,,12090408756.09518,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,2275.0,tiny,8.0,8.0,8.0
xgboost,,,,,,,72936.125,72936.125,,5319678330.015625,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,9001.0,tiny,1.0,1.0,1.0
xgboost,,,,,,0.5262511175316038,44762.35253906252,51264.31783938379,,2628030283.5373626,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,35025.0,tiny,16.0,14.0,14.0
xgboost,,,,,,0.3534832832997131,42428.293423150506,57278.997665254756,,3280883573.5362597,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48507.0,tiny,49.0,48.0,48.0
xgboost,,,,,,0.3454264690986847,69955.67100694445,80777.06615623618,,6524934416.808955,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28005.0,tiny,9.0,8.0,8.0
xgboost,,,,,,0.5520539327219841,58024.94963727678,88884.16888082467,,7900395477.634959,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31183.0,tiny,42.0,42.0,42.0
xgboost,,,,,,-3.0312504632241097,41546.287016369046,53789.826773025685,,2893345464.2721105,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,21189.0,tiny,21.0,20.0,20.0
xgboost,,,,,,-2.8953153382791603,52668.74821428571,64395.10461472633,,4146729498.3415484,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28117.0,tiny,35.0,35.0,35.0
xgboost,,,,,,-0.4811070986984807,40958.58203125003,42764.43604349242,,1828796990.1179533,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31005.0,tiny,4.0,4.0,4.0
xgboost,,,,,,0.1201659837478013,37472.87865114798,45971.698861108845,,2113397096.1764762,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48047.0,tiny,49.0,49.0,49.0
xgboost,,,,,,-5.295790018824006,42159.67578125,55228.40708207543,,3050176948.823439,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28053.0,tiny,9.0,8.0,8.0
xgboost,,,,,,0.3243234316628555,26789.211669921882,40953.47969018058,,1677187498.7340336,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31113.0,tiny,32.0,31.0,31.0
xgboost,,,,,,0.1928621721922521,92808.09017619681,120319.0021892018,,14476662287.805145,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,38065.0,tiny,47.0,46.0,46.0
xgboost,,,,,,0.6820730102707444,46359.537499999926,55139.81210179564,,3040398878.621329,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,2185.0,tiny,10.0,9.0,9.0
xgboost,,,,,,0.6931986232813013,20454.018750000047,23839.439385894064,,568318870.2337172,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28069.0,tiny,5.0,4.0,4.0
xgboost,,,,,,0.009711730028060361,47955.09059495192,59674.74616356936,,3561075329.686436,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,54071.0,tiny,26.0,26.0,26.0
xgboost,,,,,,0.11212242509316661,146418.9370928031,337347.808446954,,113803543863.96277,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,35019.0,tiny,33.0,32.0,32.0
xgboost,,,,,,0.7337139869548065,29600.03515625011,38327.75390746575,,1469016719.591256,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28039.0,tiny,4.0,3.0,3.0
xgboost,,,,,,0.22868181032379753,22928.86061789772,32251.10784632504,,1040133957.3152885,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,29149.0,tiny,11.0,10.0,10.0
xgboost,,,,,,-0.04526721257219424,70491.64279605263,104924.06228110923,,11009058845.57009,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48105.0,tiny,38.0,37.0,37.0
xgboost,,,,,,0.5714626989824743,68430.96161764706,81261.24922307981,,6603390625.295489,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,2016.0,tiny,17.0,17.0,17.0
xgboost,,,,,,-0.15915739474086865,75970.70638020833,89365.88093120781,,7986260674.610812,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,46021.0,tiny,12.0,11.0,11.0
xgboost,,,,,,0.4187962995542852,67894.97095788046,121429.36919205596,,14745091702.38063,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,32011.0,tiny,46.0,45.0,45.0
xgboost,,,,,,-0.060532824500934,48799.8765625,73486.46051927283,,5400259879.650644,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28131.0,tiny,40.0,39.0,39.0
xgboost,,,,,,0.25370179210769284,136106.95683593745,199881.15415005747,,39952475784.35903,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,30039.0,tiny,40.0,40.0,40.0
xgboost,,,,,,0.5566746262340273,54860.2853860294,87507.15669302562,,7657502472.49774,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28115.0,tiny,17.0,16.0,16.0
xgboost,,,,,,0.0967955803863807,108539.60111860796,272839.2849178539,,74441275394.48584,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13007.0,tiny,44.0,44.0,44.0
xgboost,,,,,,0.42443464764789995,63512.34989519817,168786.86976172944,,28489007403.96302,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31171.0,tiny,41.0,41.0,41.0
xgboost,,,,,,-0.19530077375654753,45931.92263104839,57207.98196295198,,3272753200.273439,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28111.0,tiny,31.0,30.0,30.0
xgboost,,,,,,-0.2585169864564296,86692.43513671872,145349.34729447035,,21126432758.928555,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48109.0,tiny,24.0,24.0,24.0
xgboost,,,,,,0.4682763389515118,110357.4875,126397.08784258265,,15976223815.085556,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,2063.0,tiny,5.0,4.0,4.0
xgboost,,,,,,0.625197284844604,47053.349051339275,79569.40913016336,,6331290869.323325,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,29017.0,tiny,14.0,13.0,13.0
xgboost,,,,,,0.08200157240154748,20110.714099702367,27436.925667290405,,752784890.0724189,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,54047.0,tiny,42.0,41.0,41.0
xgboost,,,,,,0.2815458075084587,35812.894908536575,49934.88854626808,,2493493094.128215,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48023.0,tiny,41.0,40.0,40.0
xgboost,,,,,,-13.036451001218936,51860.033482142884,62937.618037074724,,3961143764.1807137,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28037.0,tiny,7.0,7.0,7.0
xgboost,,,,,,-0.13770602834357715,184170.21466206398,399517.05124910816,,159613874238.78253,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13307.0,tiny,43.0,42.0,42.0
xgboost,,,,,,0.5456984002635548,42116.292968749985,42126.18691467919,,1774615623.970488,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48261.0,tiny,2.0,2.0,2.0
xgboost,,,,,,0.19426890114397122,59240.783072916696,80852.39097183557,,6537109125.862559,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48433.0,tiny,15.0,14.0,14.0
xgboost,,,,,,-2.7092656182037724,53569.465494791664,67469.51498250791,,4552135451.974859,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28009.0,tiny,12.0,11.0,11.0
xgboost,,,,,,0.48459040971854395,71694.93575284093,87563.87844550057,,7667432808.4184,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,2100.0,tiny,44.0,44.0,44.0
xgboost,,,,,,0.5576879639447727,113486.33081896552,165407.10428714356,,27359510148.657986,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,8033.0,tiny,29.0,29.0,29.0
xgboost,,,,,,0.5440172049241732,31516.126551067082,45606.07957895614,,2079914494.5620801,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48087.0,tiny,41.0,40.0,40.0
xgboost,,,,,,0.7123074350030068,21283.815487132368,25091.01078097747,,629558822.0111277,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,1075.0,tiny,17.0,17.0,17.0
xgboost,,,,,,0.006981711347260555,102376.77623980978,258734.5143838437,,66943548933.44342,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13101.0,tiny,46.0,45.0,45.0
xgboost,,,,,,-0.003621973881945184,46680.050951086974,67736.12022227191,,4588181982.766075,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28129.0,tiny,23.0,23.0,23.0
xgboost,,,,,,0.38618068248989035,48748.40907703488,77012.96093649535,,5930996152.206159,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48191.0,tiny,43.0,42.0,42.0
xgboost,,,,,,,222718.56249999977,222718.56249999977,,49603558082.0663,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,2060.0,tiny,1.0,1.0,1.0
xgboost,,,,,,,50492.25781250006,50492.25781250006,,2549468099.003973,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,42057.0,tiny,1.0,1.0,1.0
xgboost,,,,,,0.3153843166817767,58318.14572408534,97694.05464711654,,9544128313.393793,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48413.0,tiny,41.0,40.0,40.0
xgboost,,,,,,0.0022403301519900998,86773.34787499998,117625.92406522896,,13835858012.199009,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48235.0,tiny,25.0,24.0,24.0
xgboost,,,,,,0.37797923194133365,83626.84514508925,141219.9738392795,,19943081011.166782,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,30075.0,tiny,14.0,14.0,14.0
xgboost,,,,,,0.7281357489274478,64067.61549107145,92718.19844943573,,8596664323.708946,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,30045.0,tiny,35.0,35.0,35.0
xgboost,,,,,,0.6389597773122595,61280.48379310341,73626.57077548373,,5420871924.157315,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,49001.0,tiny,29.0,28.0,28.0
xgboost,,,,,,-0.2084967868013201,47154.262500000004,64947.78530740269,,4218214816.336473,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,29085.0,tiny,15.0,15.0,15.0
xgboost,,,,,,-0.21583813593101553,71474.46572265628,86048.68852922061,,7404376797.598823,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48045.0,tiny,16.0,15.0,15.0
xgboost,,,,,,0.5468899559113267,29323.822490985578,46745.58084548427,,2185149328.581706,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31103.0,tiny,26.0,26.0,26.0
xgboost,,,,,,0.713702159466429,35151.83487215909,45006.33326760696,,2025570034.194905,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,54089.0,tiny,44.0,43.0,43.0
xgboost,,,,,,-1.358812461654857,42729.40500000001,54328.365917537616,,2951571343.2698627,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48033.0,tiny,2.0,1.0,1.0
xgboost,,,,,,0.3995833968080331,22421.597412109375,30290.834375594433,,917534647.1696935,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,54101.0,tiny,24.0,24.0,24.0
xgboost,,,,,,,140469.171875,140469.171875,,19731588247.24829,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28157.0,tiny,1.0,1.0,1.0
xgboost,,,,,,0.013683250781417078,170949.4735192588,420437.57446997386,,176767754026.1948,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31015.0,tiny,43.0,43.0,43.0
xgboost,,,,,,0.6765636934005015,23730.742492675796,32008.000658560508,,1024512106.1584098,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,29199.0,tiny,32.0,31.0,31.0
xgboost,,,,,,0.6027110428639386,39820.866953125,57494.82651787639,,3305655076.320702,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48393.0,tiny,12.0,11.0,11.0
xgboost,,,,,,0.313154756144148,54027.06523437501,57824.49776979742,,3343672542.329306,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31009.0,tiny,10.0,10.0,10.0
xgboost,,,,,,0.11138445122862373,34146.08519345239,37008.156529891916,,1369603649.7409816,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,40025.0,tiny,21.0,21.0,21.0
xgboost,,,,,,-0.47809677150264385,44616.23860677085,56926.911760385774,,3240673282.5747485,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28065.0,tiny,12.0,11.0,11.0
xgboost,,,,,,,104872.09375000006,104872.09375000006,,10998156047.5088,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,51137.0,tiny,1.0,1.0,1.0
xgboost,,,,,,0.4219425956362436,35178.59330610795,43552.012306407145,,1896777775.9374397,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31085.0,tiny,22.0,22.0,22.0
xgboost,,,,,,0.7552346695692385,44783.43632812499,63670.56204541716,,4053940471.179316,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31117.0,tiny,5.0,5.0,5.0
xgboost,,,,,,0.2696521532150248,91040.28756648937,129545.55830542398,,16782051676.664003,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48319.0,tiny,47.0,46.0,46.0
xgboost,,,,,,-0.2659277432439786,42035.163085937515,61027.71925646224,,3724382517.6455717,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28125.0,tiny,40.0,40.0,40.0
xgboost,,,,,,0.378960055778236,43266.02734374999,48464.36456752182,,2348794632.933665,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28041.0,tiny,6.0,6.0,6.0
xgboost,,,,,,0.7558588444695664,39568.2212863372,50596.29536969104,,2559985105.137019,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48435.0,tiny,43.0,42.0,42.0
xgboost,,,,,,0.5178994720840768,87469.15625000004,160112.3064245186,,25635950668.578945,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,1041.0,tiny,9.0,8.0,8.0
xgboost,,,,,,0.17437773806734125,53650.41881793476,73553.63977547787,,5410137924.22076,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,30055.0,tiny,23.0,23.0,23.0
xgboost,,,,,,0.3837565065170525,41859.74811197917,60834.58273708993,,3700846456.7958403,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,21147.0,small,180.0,177.0,177.0
xgboost,,,,,,0.5071118733092204,45007.866601562506,66690.297852013,,4447595827.590209,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,22081.0,small,120.0,119.0,119.0
xgboost,,,,,,0.46565866947544077,55303.327414772735,82063.95544423563,,6734492783.153491,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28095.0,small,209.0,208.0,208.0
xgboost,,,,,,0.5487757026339293,45743.90301724138,74839.84094012748,,5601001791.943582,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,38039.0,small,87.0,87.0,87.0
xgboost,,,,,,0.17909723942135347,85653.04808992348,138017.32565091347,,19048782179.8303,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,16077.0,small,196.0,196.0,196.0
xgboost,,,,,,0.31605063216093254,39198.24264204544,67073.15387692419,,4498807970.997551,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48437.0,small,88.0,87.0,87.0
xgboost,,,,,,0.18242681327725785,143203.13027108434,307799.1651650215,,94740326076.28418,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,1085.0,small,83.0,82.0,82.0
xgboost,,,,,,0.20321486155492918,137235.1505493421,197817.390972999,,39131720171.36435,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,2220.0,small,190.0,190.0,190.0
xgboost,,,,,,0.5045452343740195,92631.69155339806,151539.93476578238,,22964351828.81758,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,30027.0,small,206.0,206.0,206.0
xgboost,,,,,,0.2838702566938759,82489.17199309595,191259.47713786605,,36580187595.049904,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13193.0,small,215.0,214.0,214.0
xgboost,,,,,,0.10453914059419434,48971.03375799006,99926.104416124,,9985226343.782116,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,21051.0,small,88.0,86.0,86.0
xgboost,,,,,,0.25292366287724655,59804.32483258932,165451.91246546654,,27374335338.480396,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13309.0,small,70.0,69.0,69.0
