model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse,seed,status,experiment_name,experiment_description,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_n_estimators,hyperparam_subsample,hyperparam_colsample_bytree,hyperparam_min_child_weight,hyperparam_reg_alpha,hyperparam_reg_lambda,hyperparam_gamma,tune_time
tabpfn,100,39011,69,0.43905186653137207,10.370665311813354,0.3146986066391785,164920.41559652245,271031.42470928706,73458033179.94594,0,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,,,,,,,,,,
tabpfn,100,39011,69,0.4285550117492676,10.4706289768219,0.4510253738872162,150522.75526333918,242579.99144800336,58845052250.91338,1,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,,,,,,,,,,
tabpfn,100,39011,69,0.41179656982421875,10.247331380844116,0.33621296499975895,158438.52470957712,266743.11799633567,71151890998.40704,2,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,,,,,,,,,,
tabpfn,100,39011,69,0.4599921703338623,10.296990871429443,0.23032473178873525,169215.44770265117,287231.85729227273,82502139843.56854,3,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,,,,,,,,,,
tabpfn,100,39011,69,0.4134993553161621,10.33814811706543,0.33678906833479627,168224.3079381857,266627.3391777594,71090137997.01198,4,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,,,,,,,,,,
tabpfn,100,39011,69,0.40998387336730957,10.138743162155151,0.26774076392677226,164927.10511458307,280163.3164160026,78491483865.21317,5,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,,,,,,,,,,
tabpfn,100,39011,69,0.4174826145172119,10.335172891616821,0.33377424381473075,160962.40824563103,267232.66936310055,71413299574.92822,6,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,,,,,,,,,,
tabpfn,100,39011,69,0.4193911552429199,10.227638721466064,0.21824641751430884,164609.6265504441,289476.81170880015,83796824517.09215,7,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,,,,,,,,,,
tabpfn,100,39011,69,0.41635680198669434,10.233442068099976,0.38675639502255643,161415.0649790684,256386.6185886294,65734098191.311325,8,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,,,,,,,,,,
tabpfn,100,39011,69,0.4232020378112793,11.393922567367554,0.4478895641796825,150738.2809676277,243271.82807080002,59181182332.90888,9,success,cook_county_with_preprocessing,Cook County learning curves with preprocessing,,,,,,,,,,
