experiment_name,experiment_description,fips,bin_name,repetition,fold,model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_n_estimators,hyperparam_subsample,hyperparam_colsample_bytree,hyperparam_min_child_weight,hyperparam_reg_alpha,hyperparam_reg_lambda,hyperparam_gamma,tune_time
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,0,0,tabpfn,18,5,47,2.078470468521118,0.9506239891052246,-2.444768712401951,31063.50078125,38083.925988134644,1450385418.6697173,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,0,0,xgboost,18,5,47,4.216990232467651,0.0032100677490234375,0.16809003100277597,12885.33984375,18715.431422935224,350267373.3465912,4.0,0.07500118950416987,50.0,0.8822634555704315,0.7511572371061874,3.0,0.7902619549708229,8.536189862866832,0.7246804518258448,4.180957317352295
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,0,1,tabpfn,18,5,47,0.3459620475769043,0.20356369018554688,-0.2800239419253736,29493.620703125,53366.675649006655,2848002069.8262796,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,0,1,xgboost,18,5,47,5.6988365650177,0.003169536590576172,-0.481009224797567,31966.724609375,57403.71316217788,3295186284.8055944,3.0,0.010693569681221659,450.0,0.7404954844497119,0.7447638349122253,5.0,0.0271469931349027,0.1595319696946741,0.1857055051216522,5.64374303817749
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,0,2,tabpfn,18,5,47,0.340526819229126,0.20400238037109375,-1.4242209899674276,44954.5234375,56403.566036195574,3181362261.599475,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,0,2,xgboost,18,5,47,5.236940145492554,0.0031845569610595703,-0.29475073096315696,32923.5890625,41220.52713753373,1699131857.4961548,4.0,0.07500118950416987,50.0,0.8822634555704315,0.7511572371061874,3.0,0.7902619549708229,8.536189862866832,0.7246804518258448,5.218996524810791
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,0,3,tabpfn,19,4,47,0.3563201427459717,0.20584416389465332,-0.8874035036620798,12637.76953125,18480.615351436172,341533143.76773834,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,0,3,xgboost,19,4,47,5.491073846817017,0.003172636032104492,-0.10579409130737316,11219.802734375,14145.593769229097,200097823.08405304,3.0,0.04428335050197766,150.0,0.7781751542228735,0.8981797737485375,5.0,0.03690944797760763,0.11335431394085062,0.34175785027810995,5.464604616165161
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,0,4,tabpfn,19,4,47,0.35308218002319336,0.20364141464233398,-0.3020670025457557,18290.298828125,21969.523481545515,482659962.0061798,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,0,4,xgboost,19,4,47,6.28922963142395,0.003178834915161133,-1.1108827876433578,23023.2294921875,27972.80578248359,782477863.3445473,3.0,0.048559422135001015,350.0,0.7002678201354614,0.8969273744373848,6.0,0.13426085175734542,0.8630776283520153,0.013511767615073346,6.244119882583618
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,1,0,tabpfn,18,5,47,0.3302621841430664,0.2029109001159668,0.1479082861175537,12326.396875,14168.726399740533,200752807.79070434,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,1,0,xgboost,18,5,47,4.112374305725098,0.0031828880310058594,0.40524915662283,10074.87421875,11837.368740546239,140123298.69966125,4.0,0.07500118950416987,50.0,0.8822634555704315,0.7511572371061874,3.0,0.7902619549708229,8.536189862866832,0.7246804518258448,4.095600843429565
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,1,1,tabpfn,18,5,47,0.34639692306518555,0.202345609664917,0.04370232428835519,29707.68359375,36421.50940124538,1326526347.0650055,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,1,1,xgboost,18,5,47,5.6506829261779785,0.003196239471435547,-0.41610234424259374,32084.535546875,44320.91429540771,1964343443.9808755,4.0,0.010725209743171997,500.0,0.9497327922401265,0.7637017332034828,4.0,0.023270677083837805,0.4059611610484306,0.16124278458562616,5.5792317390441895
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,1,2,tabpfn,18,5,47,0.3282766342163086,0.20388174057006836,-0.172556290822107,23716.5546875,27009.583889758134,729517621.8978821,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,1,2,xgboost,18,5,47,6.616332292556763,0.0031766891479492188,-1.3564901074368798,32536.71796875,38289.86661302085,1466113885.242929,4.0,0.0310131842098059,400.0,0.7532061662682855,0.9784383439935634,6.0,0.025287078945123293,1.3754144380524984,0.016269308041871308,6.567125082015991
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,1,3,tabpfn,19,4,47,0.3307774066925049,0.2032783031463623,-3.5386955695899083,26907.529296875,30061.74619546326,903708584.3204498,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,1,3,xgboost,19,4,47,7.122753381729126,0.003212451934814453,-2.303903767672036,23750.94677734375,25648.52363673736,657846764.7442751,2.0,0.012342171740454932,500.0,0.8145713282003341,0.8033733155895367,3.0,0.06836754140806055,7.746845633689488,0.24603915324979894,7.061245441436768
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,1,4,tabpfn,19,4,47,0.3396635055541992,0.20386147499084473,-0.26885780836495443,34203.140625,58984.81254133733,3479208110.536705,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,1,4,xgboost,19,4,47,5.679890871047974,0.0031752586364746094,-0.4822412353887231,39691.5966796875,63751.90559846724,4064305467.4358788,3.0,0.02692655251486473,350.0,0.7418481581956126,0.7876433945605654,5.0,0.08168455894760163,3.7183641805732095,0.028804169778805514,5.634000539779663
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,2,0,tabpfn,18,5,47,0.3353271484375,0.20314311981201172,-1.2117724492633677,14389.871875,14480.194342278948,209676028.19016725,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,2,0,xgboost,18,5,47,4.312358140945435,0.003187417984008789,-1.8923448323780496,13030.51328125,16558.81306463235,274194290.1094391,5.0,0.025809341154241494,50.0,0.9991263616415833,0.8291868696431306,3.0,0.05092427143920739,0.36676371349875364,0.09361911262120488,4.295180082321167
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,2,1,tabpfn,18,5,47,0.32854461669921875,0.2029275894165039,-0.2415533061918198,19225.53125,22874.0936836158,523224161.8468323,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,2,1,xgboost,18,5,47,4.239527702331543,0.003236055374145508,-0.139508176854511,20156.096875,21913.912996616808,480219582.823291,4.0,0.29908522913651203,50.0,0.7371125454085041,0.8045734383257861,10.0,0.6879088547520485,0.1928868086714755,0.04472682660253616,4.224032163619995
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,2,2,tabpfn,18,5,47,0.3216087818145752,0.20474863052368164,-0.5034798297646719,36048.588671875,43008.913267609416,1849766620.4607491,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,2,2,xgboost,18,5,47,5.530073881149292,0.0031948089599609375,-1.6018680837595922,45941.009765625,56578.61381314185,3201139541.016646,4.0,0.11812194251668899,350.0,0.7962137661349211,0.724515808978363,6.0,0.0635889245544353,7.188802297959618,0.05346064204428277,5.485512018203735
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,2,3,tabpfn,19,4,47,0.3386051654815674,0.20514655113220215,-0.15780811846121856,33413.2548828125,58313.655724200646,3400482443.920599,,,,,,,,,,
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,2,3,xgboost,19,4,47,5.536718368530273,0.003155231475830078,-0.32034420228273675,34895.89404296875,62272.39293703429,3877850922.104398,3.0,0.02692655251486473,350.0,0.7418481581956126,0.7876433945605654,5.0,0.08168455894760163,3.7183641805732095,0.028804169778805514,5.49075984954834
no_preprocessing,"Raw features, no transformations (baseline)",28009,small,2,4,tabpfn,19,4,47,0.3377408981323242,0.20291996002197266,-1.3127919092779807,26563.048828125,33037.20772570367,1091457094.3112946,,,,,,,,,,
