fips,size_bucket,county_train_pool_size,county_test_size,requested_train_size,actual_train_size,seed,model,n_features,fit_time,pred_time,r2,mae,rmse,mape,mse,status,experiment_name,experiment_description
2220,small,190,190,5,5,42,tabpfn,107,99.61710238456726,17.04477024078369,-0.09258582442054553,80334.81746130194,88913.87942772279,17.435537659939364,7905677954.887625,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,5,5,42,xgboost,107,10.338361501693726,0.00669550895690918,-0.282310632824742,87465.69882314405,96324.86309602074,18.998715800084877,9278479250.467136,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,10,10,42,tabpfn,107,0.377061128616333,0.22634339332580566,0.01648848069253983,76837.49594649868,86965.27735140793,17.40345504475745,7562959464.807306,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,10,10,42,xgboost,107,8.253440618515015,0.006804704666137695,-0.06553918809091686,81683.83236097236,90519.234848502,18.33073343734844,8193731877.55826,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,20,20,42,tabpfn,107,0.3919558525085449,0.21483755111694336,0.17629737014365532,79685.86134899003,95017.74404708453,20.378901239800623,9028371683.797268,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,20,20,42,xgboost,107,8.98477578163147,0.0067291259765625,0.10897558008716834,78448.39607925317,98824.42407756657,20.791953868803752,9766266794.26272,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,30,30,42,tabpfn,107,0.6354978084564209,0.2381610870361328,0.1465560734826905,79917.95148748378,95288.57555210088,19.41337552634903,9079912630.748438,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,30,30,42,xgboost,107,12.76943063735962,0.0069239139556884766,0.008119221656977427,89806.21059274695,102726.63821952477,21.80511785198942,10552762199.885126,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,40,40,42,tabpfn,107,0.3819124698638916,0.21917295455932617,0.07638476078004619,90696.05302564744,110158.23691024458,20.318114927965382,12134837159.17357,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,40,40,42,xgboost,107,9.37998652458191,0.006662845611572266,0.07600821326321572,92871.17772301586,110180.68975746635,21.245848729807413,12139784395.43105,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,50,50,42,tabpfn,107,0.39098310470581055,0.23184728622436523,0.06431940569867922,142263.7558522717,201846.73810616793,27.12022247217456,40742105684.099945,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,50,50,42,xgboost,107,13.21113109588623,0.006915569305419922,-0.12693624950951743,153207.53872069274,221517.27417963019,26.580577353454494,49069902759.97346,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,60,60,42,tabpfn,107,0.40381407737731934,0.2177567481994629,0.07320325849744513,139371.0905902364,189602.61482906458,26.2350167525343,35949151550.01862,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,60,60,42,xgboost,107,13.712804317474365,0.006764888763427734,-0.10944427930983536,148632.36590602587,207445.88334646012,25.973899251180764,43033794517.393135,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,80,80,42,tabpfn,107,0.39156460762023926,0.21870636940002441,0.16703581923243394,141092.154283673,201679.6322168984,27.660689413741597,40674674051.1434,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,80,80,42,xgboost,107,15.326310873031616,0.007042884826660156,0.09999950135250435,148059.57048762034,209638.11818621735,30.035783749028827,43948140596.65844,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,100,100,42,tabpfn,107,0.40576839447021484,0.22696352005004883,0.13669743145816293,145675.10039396567,199211.9697447038,31.38174853154998,39685408889.56477,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,100,100,42,xgboost,107,22.69116449356079,0.006961345672607422,-0.06629756366636763,160326.11461107092,221397.70851936348,33.618147532483164,49016945337.62504,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,150,150,42,tabpfn,107,0.3549776077270508,0.3904390335083008,0.15856846591756124,135040.96713848587,182022.5794344434,29.150650955756635,33132219423.968258,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
2220,small,190,190,150,150,42,xgboost,107,25.01395010948181,0.006842136383056641,0.09394746750246852,141143.5037338806,188882.86509978052,30.398535198591738,35676736728.30189,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
