experiment_name,experiment_description,fips,bin_name,repetition,fold,model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_n_estimators,hyperparam_subsample,hyperparam_colsample_bytree,hyperparam_min_child_weight,hyperparam_reg_alpha,hyperparam_reg_lambda,hyperparam_gamma,tune_time
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,0,0,tabpfn,59,15,42,3.3917768001556396,1.1405022144317627,0.5798133926072087,40173.35729166668,73826.82465656342,5450400038.870959,,,,,,,,,,
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,0,0,xgboost,59,15,42,22.18547224998474,0.003457784652709961,0.6796205348913071,43942.57578125003,64465.213078603076,4155763697.2696967,3.0,0.03253382349217121,200.0,0.7571039815532956,0.74265408804449,3.0,0.337467514288527,0.2906341664650563,0.09457746819106244,22.095606088638306
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,0,1,tabpfn,59,15,42,0.3542592525482178,0.2178051471710205,0.34757052845561365,73864.02317708336,92482.94271987461,8553094694.127609,,,,,,,,,,
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,0,1,xgboost,59,15,42,265.99795484542847,0.0027523040771484375,0.4190027320168781,70509.05234375,87273.40086591568,7616646498.702813,3.0,0.044426108927127665,250.0,0.7189683134190599,0.9983487984973112,4.0,0.015928090725550913,0.22742094664724538,0.4321792035155651,265.95507979393005
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,0,2,tabpfn,59,15,42,1.4134924411773682,0.215714693069458,0.043866143412949365,62844.371354166666,93102.27055950262,8668032783.33483,,,,,,,,,,
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,0,2,xgboost,59,15,42,72.14220952987671,0.002835988998413086,0.16960392188406848,63456.81901041668,86764.79977218305,7528130479.507015,3.0,0.2536999076681772,400.0,0.8795975452591109,0.7468055921327309,4.0,0.01306673923805328,5.3994844097874335,0.24164826029897515,72.0578932762146
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,0,3,tabpfn,59,15,42,1.2893390655517578,0.22551274299621582,0.2580696979625381,67188.4479166667,104804.08316242894,10983895847.517323,,,,,,,,,,
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,0,3,xgboost,59,15,42,9.335487365722656,0.0027344226837158203,0.19382235548902582,73388.32864583335,109247.62995079394,11935044649.865608,5.0,0.057912777793088364,350.0,0.9302786626075823,0.774715709803767,3.0,0.015330238668045915,0.47250187254240117,0.04876958993950962,9.252337455749512
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,0,4,tabpfn,60,14,42,0.34354591369628906,0.20492005348205566,0.7972055463013561,33022.34570312496,41746.53694678477,1742773347.049266,,,,,,,,,,
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,0,4,xgboost,60,14,42,8.068474531173706,0.003047466278076172,0.7633259454831117,34170.998325892855,45099.08633653059,2033927588.3898406,3.0,0.011906021065751681,450.0,0.757115673498339,0.7432833088019791,10.0,0.020435390188346274,7.459088146109301,0.02442304986373949,7.9879114627838135
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,1,0,tabpfn,59,15,42,0.32810115814208984,0.20986628532409668,0.5618013896043534,46573.434114583324,68050.12585711174,4630819629.168748,,,,,,,,,,
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,1,0,xgboost,59,15,42,7.268483400344849,0.0029044151306152344,0.5116271313149365,51021.849479166674,71840.47567011022,5161053944.507697,4.0,0.014511280722007193,300.0,0.7129407662363698,0.9587286025777867,9.0,0.3241737449104633,3.135428744558276,0.017313088585672508,7.17856502532959
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,1,1,tabpfn,59,15,42,0.8470547199249268,0.20593905448913574,0.6260438302323734,54175.84479166665,68674.57722181926,4716197556.595616,,,,,,,,,,
with_preprocessing,"Property chars with winsorization, log transform, normalization",1065,small,1,1,xgboost,59,15,42,8.393823146820068,0.0028142929077148438,0.5810528079727038,57596.968229166654,72688.4293938764,5283607767.748555,2.0,0.03770554975898846,350.0,0.8946886893685755,0.871411369834325,6.0,0.010071095297762515,2.248246237311406,0.26456894140036985,8.33795690536499
