experiment_name,experiment_description,fips,bin_name,repetition,fold,model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,0,0,tabpfn,55,14,52,2.8349294662475586,1.0027656555175781,0.3100833456378558,38579.044642857145,45177.40986476111,2040998362.0886142
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,0,1,tabpfn,55,14,52,0.38357090950012207,0.2101120948791504,0.1652126254510472,39622.164341517855,56028.73320163467,3139218944.179959
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,0,2,tabpfn,55,14,52,0.37824440002441406,0.20885133743286133,0.08042243480993183,48170.96623883928,76294.38698620317,5820833485.600528
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,0,3,tabpfn,55,14,52,0.38605666160583496,0.20948386192321777,0.20776824082104395,60625.865234375,83853.50038672227,7031409527.106032
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,0,4,tabpfn,56,13,52,0.3816707134246826,0.21193766593933105,0.14321315606617457,48960.925480769234,81965.73145829901,6718381133.493988
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,1,0,tabpfn,55,14,52,0.38124918937683105,0.20871901512145996,0.012055931264604025,36332.40904017857,47187.92558375486,2226700320.8979864
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,1,1,tabpfn,55,14,52,0.40029048919677734,0.20861411094665527,0.049167392954312716,59145.756556919645,92755.99339802538,8603674311.25453
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,1,2,tabpfn,55,14,52,0.389756441116333,0.21736550331115723,0.16464032680939333,47598.12248883928,75338.46457856835,5675884245.056199
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,1,3,tabpfn,55,14,52,0.3816795349121094,0.20895981788635254,0.19505734367909733,40586.857700892855,47498.50070239298,2256107568.9752264
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,1,4,tabpfn,56,13,52,0.37124085426330566,0.21162056922912598,0.3652436196158756,53926.46424278846,76997.91273976519,5928678566.280496
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,2,0,tabpfn,55,14,52,0.3924112319946289,0.20951533317565918,0.007294131193111064,61543.65485491072,82295.16581628213,6772494316.729371
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,2,1,tabpfn,55,14,52,0.3801100254058838,0.2098541259765625,-0.02340025650912736,42070.98772321428,62710.60856632726,3932620426.759118
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,2,2,tabpfn,55,14,52,0.3857138156890869,0.20852303504943848,-0.044573439785962066,65269.521205357145,96426.21997905817,9298015899.449717
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,2,3,tabpfn,55,14,52,0.3831658363342285,0.20966196060180664,0.543975887579536,25287.88058035714,29676.53735827335,880696869.5769937
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,2,4,tabpfn,56,13,52,0.3790168762207031,0.20952510833740234,0.31383887146697476,50138.10096153846,72830.91523049751,5304342213.311915
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,3,0,tabpfn,55,14,52,0.38619470596313477,0.20906591415405273,-0.775713481547208,55042.052734375,70065.21476573436,4909134320.16848
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,3,1,tabpfn,55,14,52,0.3894631862640381,0.20885944366455078,0.11178492701675635,38321.607421875,58396.081867696375,3410102377.4986978
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,3,2,tabpfn,55,14,52,0.39347028732299805,0.20998144149780273,-0.038660282955048864,68576.57952008929,99140.96884675941,9828931703.874119
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,3,3,tabpfn,55,14,52,0.38761019706726074,0.20903611183166504,0.13932307023954682,53813.89704241072,86040.70271522245,7403002523.729288
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,3,4,tabpfn,56,13,52,0.37520551681518555,0.209852933883667,0.2699236771023834,39742.405348557695,47596.32051721316,2265409726.777286
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,4,0,tabpfn,55,14,52,0.38481950759887695,0.2136683464050293,0.20408067865622692,47801.898158482145,81143.44681515715,6584258961.044236
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,4,1,tabpfn,55,14,52,0.3792095184326172,0.20990991592407227,0.14470589328258743,41896.30803571428,71439.83199662335,5103649595.70577
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,4,2,tabpfn,55,14,52,0.3889901638031006,0.21331167221069336,-0.06652176195939186,44767.54994419643,55397.866782815596,3068923644.0865836
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,4,3,tabpfn,55,14,52,0.39214038848876953,0.20901155471801758,-0.5120255377006817,46732.15876116072,59772.22995413647,3572719473.6901693
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,4,4,tabpfn,56,13,52,0.38344573974609375,0.20944786071777344,0.12392257014797514,69589.625,94726.17842732061,8973048879.44458
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,5,0,tabpfn,55,14,52,0.3798489570617676,0.2100389003753662,0.37327708966260453,46261.116908482145,52334.5941680461,2738909746.734084
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,5,1,tabpfn,55,14,52,0.3818085193634033,0.20924043655395508,-0.7364223370944898,42291.02818080357,49270.45844145277,2427578075.0309243
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,5,2,tabpfn,55,14,52,0.38136959075927734,0.20868349075317383,0.11962165183808604,55695.95647321428,82352.90049368714,6782000219.723136
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,5,3,tabpfn,55,14,52,0.3829638957977295,0.20904016494750977,0.501405233647116,42866.68108258928,62647.05488755866,3924653486.084788
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,5,4,tabpfn,56,13,52,0.3841836452484131,0.21023821830749512,-0.10307985022504207,56831.978064903844,86453.25118926773,7474164641.194621
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,6,0,tabpfn,55,14,52,0.38025331497192383,0.20931577682495117,-0.27857866713599777,60873.122767857145,89385.4738859696,7989762941.819353
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,6,1,tabpfn,55,14,52,0.3758409023284912,0.21039986610412598,0.20022130798253046,58139.93108258928,86817.7075154927,7537314338.245637
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,6,2,tabpfn,55,14,52,0.38385510444641113,0.2086637020111084,-0.1974261015400418,43245.30803571428,55300.70062693294,3058167489.829662
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,6,3,tabpfn,55,14,52,0.38115453720092773,0.20975828170776367,0.006620882468246103,47392.820033482145,62117.2973874444,3858558634.720207
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,6,4,tabpfn,56,13,52,0.37915682792663574,0.20943641662597656,0.17105373571032345,59076.519230769234,83516.7831827213,6975053073.189678
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,7,0,tabpfn,55,14,52,0.3825232982635498,0.20916485786437988,-0.7514815063545861,54314.20368303572,62250.67765046946,3875146867.9426575
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,7,1,tabpfn,55,14,52,0.377927303314209,0.20885539054870605,0.20047617524905914,65983.626953125,99816.42593396673,9963318886.231066
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,7,2,tabpfn,55,14,52,0.37842726707458496,0.20963072776794434,-0.29476839767875695,49215.655970982145,69452.3016879364,4823622209.752133
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,7,3,tabpfn,55,14,52,0.38095545768737793,0.20933008193969727,0.1212769723127235,56262.53278459822,81385.47770599136,6623595981.432416
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,7,4,tabpfn,56,13,52,0.38532400131225586,0.21004891395568848,-0.3831325697213528,47651.024338942305,59270.02803237302,3512936222.9582834
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,8,0,tabpfn,55,14,52,0.3773462772369385,0.20868563652038574,0.27213569988602315,42242.23381696428,53371.81570199777,2848550711.328016
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,8,1,tabpfn,55,14,52,0.3774373531341553,0.20973587036132812,0.10959576289487272,46141.814732142855,73830.61544189052,5450959776.528322
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,8,2,tabpfn,55,14,52,0.38466835021972656,0.20904254913330078,-0.0812497374041603,40147.72516741072,59665.99793973178,3560031310.144077
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,8,3,tabpfn,55,14,52,0.3900916576385498,0.20886969566345215,0.26677649294580286,48744.44614955357,79144.06774663476,6263783459.4839115
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,8,4,tabpfn,56,13,52,0.38281702995300293,0.21015048027038574,0.36134186224208487,59230.29296875,74431.99350599023,5540121657.275772
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,9,0,tabpfn,55,14,52,0.3845198154449463,0.21008086204528809,0.37327035024305244,50293.349888392855,72077.81844598464,5195211911.9323225
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,9,1,tabpfn,55,14,52,0.3850443363189697,0.2093648910522461,-0.19579046761519758,39599.994140625,51699.80162067593,2672869487.617245
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,9,2,tabpfn,55,14,52,0.38048601150512695,0.20886731147766113,0.343339178671609,33584.576450892855,42331.47380588461,1791953674.578295
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,9,3,tabpfn,55,14,52,0.38997483253479004,0.20882749557495117,-0.046463699179938756,63864.65959821428,92444.22708396647,8545935121.15196
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",28061,small,9,4,tabpfn,56,13,52,0.37801170349121094,0.21076393127441406,0.055039547919620624,63609.46935096154,92557.50059133553,8566890915.715076
