experiment_name,experiment_description,fips,bin_name,repetition,fold,model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,0,0,tabpfn,65,17,57,2.8425629138946533,0.9466733932495117,-0.20660363550701,44097.13763786765,76835.63859875711,5903715358.878814
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,0,1,tabpfn,65,17,57,0.39981675148010254,0.21161890029907227,0.5557608046992606,18496.53125,22767.239810833584,518347208.6040057
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,0,2,tabpfn,66,16,57,0.4071168899536133,0.21036076545715332,-0.09140930570235217,31978.354736328125,39919.48643333119,1593565397.100913
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,0,3,tabpfn,66,16,57,0.4181482791900635,0.20885705947875977,0.3288289578855892,46632.563720703125,70651.99840270566,4991704878.295924
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,0,4,tabpfn,66,16,57,0.4217493534088135,0.2089555263519287,0.2958804010393594,30949.3818359375,45235.71621301898,2046270021.3047886
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,1,0,tabpfn,65,17,57,0.4112093448638916,0.2070293426513672,-0.04926873584368008,33182.35317095588,40902.69236620186,1673030242.804148
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,1,1,tabpfn,65,17,57,0.41016411781311035,0.20842456817626953,0.10008259217394322,32063.263097426472,42543.42530560668,1809943036.733735
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,1,2,tabpfn,66,16,57,0.4214441776275635,0.2084801197052002,0.29242606026318374,32395.67919921875,45401.24937577632,2061273444.8814297
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,1,3,tabpfn,66,16,57,0.408125638961792,0.20801496505737305,-0.20845516073656878,26904.959350585938,37583.14509599108,1412492795.3063185
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,1,4,tabpfn,66,16,57,0.4052548408508301,0.20735931396484375,0.17885101667269132,54446.044677734375,91660.46132689285,8401640170.65882
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,2,0,tabpfn,65,17,57,0.40960144996643066,0.21425986289978027,0.12263078525587623,28353.16130514706,36154.769773835804,1307167377.3990712
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,2,1,tabpfn,65,17,57,0.4035630226135254,0.20728588104248047,-0.27260762510439185,35873.458180147056,47622.8644464357,2267937218.0835896
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,2,2,tabpfn,66,16,57,0.41720032691955566,0.20749425888061523,0.27143323983197054,23708.250244140625,33835.98157257029,1144873648.9793158
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,2,3,tabpfn,66,16,57,0.4015932083129883,0.20682454109191895,0.2627802619379357,34091.65673828125,44445.065786743166,1975363872.7879276
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,2,4,tabpfn,66,16,57,0.4086148738861084,0.20789003372192383,0.22263491579959838,48828.10546875,88038.88073950593,7750844521.864948
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,3,0,tabpfn,65,17,57,0.4062614440917969,0.20664763450622559,-0.08593387826910126,41046.62109375,72918.7334735082,5317141691.380525
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,3,1,tabpfn,65,17,57,0.40892839431762695,0.2076113224029541,0.42630110624829143,31142.552849264706,60986.68839744412,3719376161.6869454
calibration_no_preprocessing,"Calibration analysis with raw features, no transformations",31091,small,3,2,tabpfn,66,16,57,0.40760183334350586,0.20710015296936035,-0.3902844544216806,32700.12451171875,46234.953927157054,2137670964.6463356
