experiment_name,experiment_description,fips,bin_name,repetition,fold,model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,0,0,tabpfn,33,9,6,1.962078332901001,0.9287576675415039,-0.6842150264394211,164073.06874999998,195113.134393608,38069135212.89813
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,0,1,tabpfn,33,9,6,0.15958499908447266,0.1947321891784668,-0.024761221588556426,118327.01708333344,156475.13715172347,24484468546.65067
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,0,2,tabpfn,34,8,6,0.1594069004058838,0.19863533973693848,-0.10863490620179883,126683.36718750006,139670.75797071142,19507920632.113045
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,0,3,tabpfn,34,8,6,0.17060446739196777,0.19699954986572266,-1.184676015948543,116615.80468750003,148195.018020152,21961763365.99317
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,0,4,tabpfn,34,8,6,0.15176653861999512,0.19864439964294434,-0.528157408056181,138108.53906250006,166366.1465289091,27677694710.878456
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,1,0,tabpfn,33,9,6,0.15326261520385742,0.19835495948791504,-0.1536970333841854,121383.46152777776,139372.33979731225,19424649100.57747
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,1,1,tabpfn,33,9,6,0.1513376235961914,0.19431233406066895,-0.308441238301028,107462.53472222219,133305.04591174622,17770235265.53277
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,1,2,tabpfn,34,8,6,0.15080714225769043,0.19489026069641113,-0.1139342431064998,161859.0195312501,190326.24938242772,36224081203.98206
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,1,3,tabpfn,34,8,6,0.15828633308410645,0.1959371566772461,-0.36678882109764177,179404.8730468751,202456.39344809708,40988591248.01069
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,1,4,tabpfn,34,8,6,0.15628433227539062,0.195540189743042,-0.30435835249824117,104050.49921875006,132358.41925914615,17518751148.779907
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,2,0,tabpfn,33,9,6,0.15485906600952148,0.1972661018371582,-0.04530079087393224,150170.20833333337,182912.28669000944,33456904622.168205
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,2,1,tabpfn,33,9,6,0.15802478790283203,0.1941840648651123,-1.4146180936019523,123052.39236111114,138732.29475535188,19246649608.08583
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,2,2,tabpfn,34,8,6,0.14997339248657227,0.20236992835998535,-0.12155127423856715,124145.87500000003,143771.71481653518,20670305981.287125
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,2,3,tabpfn,34,8,6,0.1598501205444336,0.19583439826965332,-0.057490143642687785,161175.9840625001,178966.28699963074,32028931882.434204
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,2,4,tabpfn,34,8,6,0.15315723419189453,0.19822287559509277,-0.22429838841807936,102599.37031250002,134999.25348696948,18224798442.039043
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,3,0,tabpfn,33,9,6,0.1503281593322754,0.19507598876953125,-0.010088566190237236,105587.3743055556,121335.94918287922,14722412564.110249
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,3,1,tabpfn,33,9,6,0.15145635604858398,0.19440221786499023,-0.22630486803255256,147280.53444444446,168922.08168412955,28534669680.499737
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,3,2,tabpfn,34,8,6,0.152235746383667,0.19519519805908203,-0.5148067312746936,157992.8750000001,179879.74071153754,32356721118.449974
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,3,3,tabpfn,34,8,6,0.1526954174041748,0.19513678550720215,-0.2880708262386211,87929.1953125,109257.44033725944,11937188269.049807
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,3,4,tabpfn,34,8,6,0.15104937553405762,0.195540189743042,-0.06977706284075924,143268.51953125006,175795.031205231,30903892996.448147
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,4,0,tabpfn,33,9,6,0.15690231323242188,0.19530081748962402,-0.5580886058179728,174609.75694444444,187639.7991355477,35208694219.62869
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,4,1,tabpfn,33,9,6,0.1514444351196289,0.19340038299560547,-0.2068987299709184,117928.59027777782,149422.67036333904,22327134418.51108
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,4,2,tabpfn,34,8,6,0.1508171558380127,0.19530129432678223,-0.20784821085108285,148568.14453125015,175394.97525398247,30763397344.345127
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,4,3,tabpfn,34,8,6,0.15561866760253906,0.19667315483093262,-0.32251023265065104,140853.01562499997,165629.78559630428,27433225876.677727
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,4,4,tabpfn,34,8,6,0.1501178741455078,0.19537925720214844,0.09227684222938726,53494.14343750006,65840.71560765934,4334999831.728677
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,5,0,tabpfn,33,9,6,0.15400195121765137,0.19400429725646973,-0.3904429833642371,115316.05138888891,136588.1790654908,18656330660.426582
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,5,1,tabpfn,33,9,6,0.15066027641296387,0.19416117668151855,-0.06858082456653847,172416.67361111112,197902.78715216098,39165513162.59354
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,5,2,tabpfn,34,8,6,0.1548159122467041,0.19485116004943848,-0.14329741177327193,123117.16406250004,142829.0444174065,20400135929.189476
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,5,3,tabpfn,34,8,6,0.14986705780029297,0.19609761238098145,-0.1777362375967264,115327.12500000004,147040.32297297762,21620856579.997566
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,5,4,tabpfn,34,8,6,0.1510295867919922,0.19555878639221191,-0.6899499795817039,137319.47625000007,150445.22953294544,22633767089.22064
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,6,0,tabpfn,33,9,6,0.1520702838897705,0.19716668128967285,-0.49168777004532593,128743.20138888905,157561.86062742712,24825739924.376766
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,6,1,tabpfn,33,9,6,0.1557149887084961,0.1951770782470703,-0.4068347397964689,163796.9233333334,188473.18022607436,35522139664.530304
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,6,2,tabpfn,34,8,6,0.14985156059265137,0.19575071334838867,-0.15566799832693334,131528.27734375,142407.32818957692,20279847122.09387
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,6,3,tabpfn,34,8,6,0.15125751495361328,0.19570493698120117,-0.23287638065913763,137042.9296875,164119.76652924763,26935297765.614746
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,6,4,tabpfn,34,8,6,0.159470796585083,0.1947004795074463,-0.2102772236675765,107984.80000000005,140079.49111708623,19622263831.621838
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,7,0,tabpfn,33,9,6,0.1493833065032959,0.19415950775146484,-0.7411614383860858,127055.11458333333,145472.60575617244,21162279025.490776
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,7,1,tabpfn,33,9,6,0.1530895233154297,0.19493889808654785,-0.6907966837454962,66764.12083333338,83562.31822522554,6982661027.173861
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,7,2,tabpfn,34,8,6,0.15480804443359375,0.19672083854675293,0.04265227752666223,162143.87859375012,178234.04716574994,31767375569.08278
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,7,3,tabpfn,34,8,6,0.1546173095703125,0.19554924964904785,-0.15140623617127558,136504.015625,152172.25959129224,23156396589.11963
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,7,4,tabpfn,34,8,6,0.1544349193572998,0.1958613395690918,-0.023219966134549574,158523.41406250006,186716.01596312542,34862870617.142105
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,8,0,tabpfn,33,9,6,0.16399860382080078,0.19498872756958008,-1.1890170789742598,131070.78055555554,145057.02321776535,21041539984.79932
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,8,1,tabpfn,33,9,6,0.16431021690368652,0.19492030143737793,-0.8801929206949823,129451.3993055556,164106.1888876004,26930841231.212788
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,8,2,tabpfn,34,8,6,0.16125035285949707,0.19605636596679688,-0.03597550400769545,91966.2340625001,123144.46340458494,15164558867.20316
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,8,3,tabpfn,34,8,6,0.16309595108032227,0.19629526138305664,-0.23437861905726698,213877.34765625006,218730.9919561888,47843246842.138336
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,8,4,tabpfn,34,8,6,0.15919184684753418,0.1947159767150879,-0.6497450028445826,130248.73046874997,166497.7363114754,27721496196.845592
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,9,0,tabpfn,33,9,6,0.15664362907409668,0.19397258758544922,-0.8921112331914203,166456.99305555556,192338.07587126718,36993935429.86133
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,9,1,tabpfn,33,9,6,0.20862054824829102,0.19555139541625977,-2.461185932462723,175014.02777777772,200286.482440462,40114675048.37349
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,9,2,tabpfn,34,8,6,0.21350312232971191,0.19413471221923828,-0.018174991690569353,126412.46484375004,149762.9873812056,22428952389.343147
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,9,3,tabpfn,34,8,6,0.15757250785827637,0.19576239585876465,-0.5613985590122235,119035.24500000013,140745.4406542497,19809279064.95892
calibration_with_preprocessing,"Calibration analysis with winsorization, log transform, normalization",2232,small,9,4,tabpfn,34,8,6,0.15600252151489258,0.19574618339538574,-0.15011825703297998,103088.05468750007,124822.54954719196,15580668875.461191
