seed,train_size,test_type,n_train,n_test,n_train_cbgs,n_test_cbgs,mae,mse,r2,mean_ratio,median_ratio,std_ratio,train_time,pred_time,status
300,200,full,200,39011,0,0,147871.90230259573,57354935391.72281,0.4649269053558335,1.0009918682454642,0.8420094288793106,0.6985803953460605,0.2988114356994629,14.460646629333496,success
300,300,full,300,39011,0,0,138575.7342552421,50327180542.93893,0.5304899211565978,1.0653978955376513,0.8970172526041661,0.7192627881275107,0.31922435760498047,15.811043500900269,success
300,400,full,400,39011,0,0,137813.64957700233,50044029184.210304,0.5331314841316559,1.0894463053948944,0.9135774621212118,0.7408309041833357,0.3286757469177246,17.048532247543335,success
300,500,full,500,39011,0,0,136513.76373210442,49857372092.97672,0.534872837107847,1.069847941641097,0.8961140125570769,0.720571391751293,0.3383026123046875,18.12626361846924,success
300,600,full,600,39011,0,0,133468.45477157083,47250679079.328255,0.5591910808313245,1.1304426114541326,0.9464105938796684,0.7659420320093778,0.3632032871246338,19.762024879455566,success
300,700,full,700,39011,0,0,130818.30459197405,44779773502.5586,0.582242542479845,1.1755484920142083,0.9787782860824735,0.8003423214657917,0.37815356254577637,21.78727889060974,success
300,800,full,800,39011,0,0,131711.57688276222,46346065922.97627,0.5676303573769125,1.110839846676082,0.9306325657894737,0.7392013194750129,0.4146265983581543,24.438568830490112,success
300,900,full,900,39011,0,0,131187.46143675823,46091971856.0882,0.570000840366248,1.1114252291783981,0.9316318708609272,0.7359076293662106,0.4293055534362793,26.986976385116577,success
300,1000,full,1000,39011,0,0,129491.36709738118,44699518299.8524,0.5829912557227422,1.1121846726250597,0.9365150841346148,0.731427366114559,0.465071439743042,27.404675006866455,success
300,2000,full,2000,39011,0,0,127799.57852232383,43164230704.32554,0.597314192001839,1.1046201437775314,0.9319719460227279,0.7213152213504261,0.6229526996612549,28.88614249229431,success
300,3000,full,3000,39011,0,0,126245.34447475552,41520218475.47834,0.6126514372609292,1.1387501382556606,0.9496088068181815,0.7617575754728446,0.8724048137664795,42.521620988845825,success
300,4000,full,4000,39011,0,0,124757.48607103605,40986578699.36215,0.6176298455614799,1.122488048515419,0.9427415625000005,0.7368199277113987,1.2072246074676514,57.68264079093933,success
300,5000,full,5000,39011,0,0,124317.81239285874,40557332280.90186,0.6216343520249921,1.1178983894001182,0.9401345905172416,0.7341679940913055,1.2863588333129883,76.48864793777466,success
300,6000,full,6000,39011,0,0,123202.83481622169,39555065875.20939,0.6309846508909751,1.1269861203108078,0.9443507621951219,0.7420968236975203,1.4779052734375,95.60738372802734,success
300,7000,full,7000,39011,0,0,122652.21258166764,39433325586.44207,0.632120384940865,1.1256780437043574,0.9455477499999996,0.7318773846697241,1.7210016250610352,119.59262800216675,success
300,8000,full,8000,39011,0,0,122306.60992812924,39141031032.14906,0.6348472462065088,1.1269472731368297,0.946539166666667,0.7366190184598146,1.9767212867736816,145.97108936309814,success
300,9000,full,9000,39011,0,0,122463.62269856578,39404832578.86058,0.6323862006311489,1.1108977036693126,0.934399618902439,0.7227061670756214,2.149007797241211,172.56839632987976,success
300,10000,full,10000,39011,0,0,122772.45998544482,39703851097.31373,0.6295966104601917,1.0946024648454387,0.925154166666667,0.7035288649934052,2.3630309104919434,203.34191036224365,success
400,25,full,25,39011,0,0,191608.92487615673,108601101528.62337,-0.013156532734442283,1.0739887232600125,0.8538928171641795,0.8550868406381898,0.37069058418273926,10.572521686553955,success
400,50,full,50,39011,0,0,160372.36560401233,70082200539.24455,0.3461922733258218,1.0433481898654924,0.8446893999999997,0.7715137048356404,0.4088399410247803,10.854240894317627,success
