fips,size_bucket,county_train_pool_size,county_test_size,requested_train_size,actual_train_size,seed,model,n_features,fit_time,pred_time,r2,mae,rmse,mape,mse,status,experiment_name,experiment_description
22065,small,165,168,5,5,42,tabpfn,107,86.2422080039978,13.653469800949097,0.23224452217263558,22309.816263675228,26999.088771117982,42.22532344773171,728950794.4707091,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,5,5,42,xgboost,107,8.065765142440796,0.006886959075927734,-0.8209921912705458,34766.93068424814,41580.68950465899,74.40541376695535,1728953739.6828585,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,10,10,42,tabpfn,107,0.3668692111968994,0.22978687286376953,0.47033470369092323,48809.31568226064,84725.24852020727,48.77695542233813,7178367736.810885,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,10,10,42,xgboost,107,7.73190975189209,0.007207393646240234,0.3014698571047145,51356.196466068315,97298.16902424135,56.26015407097506,9466933695.46984,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,20,20,42,tabpfn,107,0.34089136123657227,0.22097182273864746,0.6538037386389339,40822.46377892532,68453.51737966595,52.91734391721633,4685884041.648229,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,20,20,42,xgboost,107,8.94742751121521,0.006930112838745117,0.26951947820598643,60758.06477757673,99434.91385708845,70.06084233410544,9887302093.766602,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,30,30,42,tabpfn,107,0.40378451347351074,0.2327415943145752,0.6413350622018694,31669.593647551395,68299.59737296835,46.50714265855244,4664835001.309585,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,30,30,42,xgboost,107,12.375491380691528,0.006891727447509766,0.2881131851783296,56007.45331536868,96223.0583854619,74.25382889363311,9258876965.052011,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,40,40,42,tabpfn,107,0.38497209548950195,0.22945427894592285,0.6129452678432991,36657.220323165326,69664.11651146761,59.19216516542279,4853089129.323334,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,40,40,42,xgboost,107,10.048760175704956,0.006697654724121094,0.4181710373436909,52762.817502759826,85412.33818593003,92.88870670574735,7295267514.387682,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,50,50,42,tabpfn,107,0.3901245594024658,0.22567391395568848,0.5316749683037107,41598.436374369405,74819.43930723896,71.12919180582709,5597948498.249615,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,50,50,42,xgboost,107,11.8854660987854,0.006808280944824219,0.40193789055330975,47728.12933556268,84550.05761231105,81.66734674237142,7148712242.245119,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,60,60,42,tabpfn,107,0.3849654197692871,0.21569347381591797,0.6066566555536357,38467.55226726296,73426.81958301952,69.90485277785514,5391497834.077299,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,60,60,42,xgboost,107,13.191689014434814,0.006746768951416016,0.47072517022492166,51413.323917304806,85174.46906264307,93.11941681183212,7254690180.103141,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,80,80,42,tabpfn,107,0.4146847724914551,0.22269749641418457,0.5199776981381335,42291.39636118555,92420.93221677719,67.18033611838352,8541628711.818123,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,80,80,42,xgboost,107,11.794937133789062,0.006740570068359375,0.5032277336597378,46108.730147922906,94019.58031942464,77.02655423606257,8839681483.44074,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,100,100,42,tabpfn,107,0.4051668643951416,0.23298859596252441,0.5663784791314529,39853.886503099005,80391.17741333875,69.5223885300332,6462741405.902906,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,100,100,42,xgboost,107,30.28795886039734,0.00748753547668457,0.40019871661321815,50213.82852551343,94548.94137209145,88.09092114173423,8939502314.583185,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,150,150,42,tabpfn,107,0.44309115409851074,0.275606632232666,0.5372464123059677,41396.87731672848,80122.52814310743,75.2026712969802,6419619516.043042,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
22065,small,165,168,150,150,42,xgboost,107,23.425514936447144,0.007155895233154297,0.3149557269163522,49644.586766133245,97485.2853140837,72.68998945001279,9503380852.768303,success,per_county_scaling_tiny_small,Per-county learning curves for tiny and small counties
