fips,filename,row_count,file_size_bytes,file_size_mb
17095,fips_17095.csv,4545,3780737,3.61
17097,fips_17097.csv,51537,45381898,43.28
17099,fips_17099.csv,8687,7246821,6.91
17101,fips_17101.csv,734,648206,0.62
17103,fips_17103.csv,2376,2018880,1.93
17105,fips_17105.csv,2897,2547435,2.43
17107,fips_17107.csv,2309,1908294,1.82
17109,fips_17109.csv,1508,1247054,1.19
17111,fips_17111.csv,25609,22099542,21.08
17113,fips_17113.csv,12518,10510404,10.02
17115,fips_17115.csv,10076,8661902,8.26
17117,fips_17117.csv,2392,1989481,1.9
17119,fips_17119.csv,17975,15459529,14.74
17121,fips_17121.csv,2272,1881739,1.79
17123,fips_17123.csv,788,675031,0.64
17125,fips_17125.csv,886,723737,0.69
17127,fips_17127.csv,976,805609,0.77
17129,fips_17129.csv,1222,1011082,0.96
17131,fips_17131.csv,1316,1083031,1.03
17133,fips_17133.csv,2655,2288342,2.18
17135,fips_17135.csv,1918,1595054,1.52
17137,fips_17137.csv,3337,2761604,2.63
17139,fips_17139.csv,903,780846,0.74
17141,fips_17141.csv,3986,3333086,3.18
17143,fips_17143.csv,13039,11279888,10.76
17145,fips_17145.csv,1014,823207,0.79
17147,fips_17147.csv,1995,1641619,1.57
17151,fips_17151.csv,211,170193,0.16
17157,fips_17157.csv,1575,1291680,1.23
17161,fips_17161.csv,12284,10272899,9.8
17163,fips_17163.csv,13738,11665112,11.12
17165,fips_17165.csv,623,494517,0.47
17167,fips_17167.csv,18591,15118753,14.42
17169,fips_17169.csv,640,533121,0.51
17171,fips_17171.csv,446,367710,0.35
17173,fips_17173.csv,1189,1026589,0.98
17175,fips_17175.csv,354,295242,0.28
17177,fips_17177.csv,3135,2549995,2.43
17179,fips_17179.csv,15607,13495922,12.87
17183,fips_17183.csv,5378,4416082,4.21
17185,fips_17185.csv,723,589180,0.56
17187,fips_17187.csv,1155,948642,0.9
17189,fips_17189.csv,1637,1369070,1.31
17191,fips_17191.csv,728,602729,0.57
17193,fips_17193.csv,811,665798,0.63
17195,fips_17195.csv,4520,3694540,3.52
17197,fips_17197.csv,55918,47360881,45.17
17199,fips_17199.csv,6009,4927714,4.7
17201,fips_17201.csv,16503,13525162,12.9
17203,fips_17203.csv,1888,1573279,1.5
18001,fips_18001.csv,1970,1692059,1.61
18003,fips_18003.csv,37239,32163579,30.67
18005,fips_18005.csv,7633,6720605,6.41
18007,fips_18007.csv,845,749781,0.72
18009,fips_18009.csv,945,815949,0.78
18011,fips_18011.csv,5942,5071632,4.84
18013,fips_18013.csv,1615,1407636,1.34
18015,fips_18015.csv,1663,1430295,1.36
18017,fips_18017.csv,2341,2029756,1.94
18019,fips_18019.csv,10928,9395877,8.96
18021,fips_18021.csv,2341,2030707,1.94
18023,fips_18023.csv,2286,1973607,1.88
18025,fips_18025.csv,726,629831,0.6
18027,fips_18027.csv,1456,1248455,1.19
18029,fips_18029.csv,3189,2778425,2.65
18031,fips_18031.csv,2321,2033116,1.94
18033,fips_18033.csv,3682,3190382,3.04
18035,fips_18035.csv,8077,7009463,6.68
18037,fips_18037.csv,2472,2148279,2.05
18039,fips_18039.csv,12448,10954377,10.45
18041,fips_18041.csv,2846,2500208,2.38
18043,fips_18043.csv,7283,6349484,6.06
18045,fips_18045.csv,1185,1036627,0.99
18047,fips_18047.csv,1542,1325209,1.26
18049,fips_18049.csv,1346,1174491,1.12
18051,fips_18051.csv,2595,2259395,2.15
18053,fips_18053.csv,4632,4042305,3.86
18055,fips_18055.csv,1954,1690907,1.61
18057,fips_18057.csv,25507,22377216,21.34
18059,fips_18059.csv,5890,5116477,4.88
18061,fips_18061.csv,2293,1991149,1.9
18063,fips_18063.csv,10946,9600035,9.16
18065,fips_18065.csv,3536,3092109,2.95
18067,fips_18067.csv,6591,5701812,5.44
18069,fips_18069.csv,2996,2609080,2.49
18071,fips_18071.csv,2780,2411656,2.3
18073,fips_18073.csv,2554,2209817,2.11
18075,fips_18075.csv,1147,999619,0.95
18077,fips_18077.csv,3747,3241062,3.09
18079,fips_18079.csv,1728,1499218,1.43
18081,fips_18081.csv,12335,10652930,10.16
18083,fips_18083.csv,1931,1683979,1.61
18085,fips_18085.csv,6523,5686504,5.42
18087,fips_18087.csv,1901,1640351,1.56
18089,fips_18089.csv,33439,28859750,27.52
18091,fips_18091.csv,6746,5905016,5.63
18093,fips_18093.csv,3599,3129119,2.98
18095,fips_18095.csv,12128,10477323,9.99
18097,fips_18097.csv,86971,76098012,72.57
18099,fips_18099.csv,2752,2391880,2.28
18101,fips_18101.csv,1027,885130,0.84
18103,fips_18103.csv,2357,2047266,1.95
18105,fips_18105.csv,8345,7238777,6.9
18107,fips_18107.csv,3655,3197582,3.05
18109,fips_18109.csv,5880,5032095,4.8
18111,fips_18111.csv,1340,1179722,1.13
18113,fips_18113.csv,3454,3012555,2.87
18115,fips_18115.csv,436,379349,0.36
18117,fips_18117.csv,1895,1646720,1.57
18119,fips_18119.csv,1389,1209353,1.15
18121,fips_18121.csv,942,814619,0.78
18123,fips_18123.csv,1229,1070461,1.02
18125,fips_18125.csv,1172,1012305,0.97
18127,fips_18127.csv,11007,9600182,9.16
18129,fips_18129.csv,1781,1537250,1.47
18131,fips_18131.csv,1065,922723,0.88
18133,fips_18133.csv,2490,2183353,2.08
18135,fips_18135.csv,1799,1562207,1.49
18137,fips_18137.csv,2050,1771034,1.69
18139,fips_18139.csv,1166,1020657,0.97
18141,fips_18141.csv,17253,15013525,14.32
18143,fips_18143.csv,2086,1804947,1.72
18145,fips_18145.csv,3674,3243866,3.09
18147,fips_18147.csv,1318,1152320,1.1
18149,fips_18149.csv,1924,1684325,1.61
18151,fips_18151.csv,3217,2780311,2.65
18153,fips_18153.csv,799,698999,0.67
18155,fips_18155.csv,994,847666,0.81
18157,fips_18157.csv,12822,11109963,10.6
18159,fips_18159.csv,1245,1075116,1.03
18161,fips_18161.csv,541,468850,0.45
18163,fips_18163.csv,13608,11691637,11.15
18165,fips_18165.csv,820,712051,0.68
18167,fips_18167.csv,6999,6064174,5.78
18169,fips_18169.csv,2467,2144218,2.04
18171,fips_18171.csv,688,599562,0.57
18173,fips_18173.csv,4858,4178269,3.98
18175,fips_18175.csv,1003,874725,0.83
18177,fips_18177.csv,5143,4487176,4.28
18179,fips_18179.csv,2200,1921367,1.83
18181,fips_18181.csv,2344,2039412,1.94
18183,fips_18183.csv,2117,1841318,1.76
19001,fips_19001.csv,715,629559,0.6
19003,fips_19003.csv,334,283803,0.27
19005,fips_19005.csv,1241,1091207,1.04
19007,fips_19007.csv,1439,1245261,1.19
19009,fips_19009.csv,574,498377,0.48
19011,fips_19011.csv,2453,2157131,2.06
19013,fips_19013.csv,12458,10812383,10.31
19015,fips_19015.csv,2722,2394121,2.28
19017,fips_19017.csv,2738,2383440,2.27
19019,fips_19019.csv,2027,1763898,1.68
19021,fips_19021.csv,1875,1610435,1.54
19023,fips_19023.csv,1481,1293387,1.23
19025,fips_19025.csv,1043,905155,0.86
19027,fips_19027.csv,1550,1338296,1.28
19029,fips_19029.csv,936,813506,0.78
19031,fips_19031.csv,1948,1683906,1.61
19033,fips_19033.csv,5319,4691830,4.47
19035,fips_19035.csv,1028,892872,0.85
19037,fips_19037.csv,832,738430,0.7
19039,fips_19039.csv,797,693265,0.66
19041,fips_19041.csv,1315,1152431,1.1
19043,fips_19043.csv,1742,1547546,1.48
19045,fips_19045.csv,4935,4064707,3.88
19047,fips_19047.csv,1351,1152325,1.1
19049,fips_19049.csv,12117,10336478,9.86
19051,fips_19051.csv,718,613645,0.59
19053,fips_19053.csv,656,538991,0.51
19055,fips_19055.csv,2087,1795519,1.71
19057,fips_19057.csv,4794,4124536,3.93
19059,fips_19059.csv,2840,2464526,2.35
19061,fips_19061.csv,9479,8260957,7.88
19063,fips_19063.csv,1045,907244,0.87
19065,fips_19065.csv,2453,2129922,2.03
19067,fips_19067.csv,1515,1325474,1.26
19069,fips_19069.csv,974,858825,0.82
19071,fips_19071.csv,705,601405,0.57
19073,fips_19073.csv,904,771222,0.74
19075,fips_19075.csv,968,849738,0.81
19077,fips_19077.csv,1620,1424947,1.36
19079,fips_19079.csv,1565,1365774,1.3
19081,fips_19081.csv,911,762924,0.73
19083,fips_19083.csv,1794,1590077,1.52
19085,fips_19085.csv,1770,1540118,1.47
19087,fips_19087.csv,1645,1446453,1.38
19089,fips_19089.csv,980,845634,0.81
19091,fips_19091.csv,1275,1102025,1.05
19093,fips_19093.csv,625,538447,0.51
19095,fips_19095.csv,1261,1083318,1.03
19097,fips_19097.csv,1747,1534126,1.46
19099,fips_19099.csv,4031,3507333,3.34
19101,fips_19101.csv,1381,1197535,1.14
19103,fips_19103.csv,8614,7331510,6.99
19105,fips_19105.csv,1454,1255922,1.2
19107,fips_19107.csv,926,811503,0.77
19109,fips_19109.csv,1621,1410213,1.34
19111,fips_19111.csv,3005,2611316,2.49
19113,fips_19113.csv,20342,17425668,16.62
19115,fips_19115.csv,965,836059,0.8
19117,fips_19117.csv,911,782722,0.75
19119,fips_19119.csv,1243,1073926,1.02
19121,fips_19121.csv,1363,1174663,1.12
19123,fips_19123.csv,2192,1914399,1.83
19125,fips_19125.csv,2752,2390332,2.28
19127,fips_19127.csv,3319,2907744,2.77
19129,fips_19129.csv,1819,1550841,1.48
19131,fips_19131.csv,1387,1208662,1.15
19133,fips_19133.csv,875,766134,0.73
19135,fips_19135.csv,724,590326,0.56
19137,fips_19137.csv,1056,926117,0.88
19139,fips_19139.csv,4158,3619537,3.45
19141,fips_19141.csv,1609,1427676,1.36
19143,fips_19143.csv,619,542858,0.52
19145,fips_19145.csv,1816,1583859,1.51
19147,fips_19147.csv,1016,882462,0.84
19149,fips_19149.csv,2129,1852079,1.77
19151,fips_19151.csv,809,698317,0.67
19153,fips_19153.csv,52466,45655417,43.54
19155,fips_19155.csv,10287,8864242,8.45
19157,fips_19157.csv,2508,2163710,2.06
19159,fips_19159.csv,623,534850,0.51
19161,fips_19161.csv,1229,1069874,1.02
19163,fips_19163.csv,18554,15953175,15.21
19165,fips_19165.csv,1127,971542,0.93
19167,fips_19167.csv,2566,2243972,2.14
19169,fips_19169.csv,5899,5073528,4.84
19171,fips_19171.csv,1701,1457126,1.39
19173,fips_19173.csv,866,697176,0.66
19175,fips_19175.csv,1335,1127250,1.08
19177,fips_19177.csv,623,537203,0.51
19179,fips_19179.csv,4465,3787999,3.61
19181,fips_19181.csv,5016,4288894,4.09
19183,fips_19183.csv,1885,1650080,1.57
19185,fips_19185.csv,564,485255,0.46
19187,fips_19187.csv,3816,3305259,3.15
19189,fips_19189.csv,1213,1049431,1.0
19191,fips_19191.csv,1588,1394623,1.33
19193,fips_19193.csv,9131,7867229,7.5
19195,fips_19195.csv,635,561839,0.54
19197,fips_19197.csv,1664,1452729,1.39
20001,fips_20001.csv,592,524672,0.5
20011,fips_20011.csv,812,728727,0.69
20013,fips_20013.csv,440,396448,0.38
20015,fips_20015.csv,3760,3373571,3.22
20017,fips_20017.csv,132,120026,0.11
20037,fips_20037.csv,2239,2004934,1.91
20045,fips_20045.csv,6892,6070605,5.79
20055,fips_20055.csv,2180,1946318,1.86
20069,fips_20069.csv,228,203841,0.19
20087,fips_20087.csv,1066,956632,0.91
20091,fips_20091.csv,36803,31812766,30.34
20103,fips_20103.csv,4916,4332013,4.13
20111,fips_20111.csv,1594,1409797,1.34
20121,fips_20121.csv,2755,2463393,2.35
20149,fips_20149.csv,1588,1381537,1.32
20161,fips_20161.csv,3642,3247231,3.1
20169,fips_20169.csv,4778,4219326,4.02
20173,fips_20173.csv,33526,29845102,28.46
20177,fips_20177.csv,13062,11652539,11.11
20197,fips_20197.csv,369,330122,0.31
20209,fips_20209.csv,9535,8399357,8.01
21001,fips_21001.csv,1457,1253281,1.2
21003,fips_21003.csv,2108,1764323,1.68
21005,fips_21005.csv,4432,3773462,3.6
21007,fips_21007.csv,477,398534,0.38
21009,fips_21009.csv,3141,2736952,2.61
21011,fips_21011.csv,279,239852,0.23
21013,fips_21013.csv,1239,910765,0.87
21015,fips_21015.csv,10723,8920730,8.51
21017,fips_21017.csv,1259,1062215,1.01
21019,fips_21019.csv,3315,2910635,2.78
21023,fips_21023.csv,1031,883840,0.84
21025,fips_21025.csv,129,105104,0.1
21027,fips_21027.csv,2143,1747842,1.67
21029,fips_21029.csv,7572,6264135,5.97
21031,fips_21031.csv,588,503584,0.48
21033,fips_21033.csv,587,475149,0.45
21035,fips_21035.csv,2433,2053829,1.96
21037,fips_21037.csv,9288,7924222,7.56
21039,fips_21039.csv,321,280111,0.27
21041,fips_21041.csv,1448,1239099,1.18
21043,fips_21043.csv,1047,878486,0.84
21045,fips_21045.csv,673,565070,0.54
21047,fips_21047.csv,5696,4866460,4.64
21049,fips_21049.csv,4471,3673098,3.5
21051,fips_21051.csv,184,150131,0.14
21053,fips_21053.csv,404,340319,0.32
21055,fips_21055.csv,447,386574,0.37
21057,fips_21057.csv,739,591774,0.56
21059,fips_21059.csv,10824,9244118,8.82
21061,fips_21061.csv,885,727290,0.69
21063,fips_21063.csv,105,68462,0.07
21065,fips_21065.csv,517,450467,0.43
21067,fips_21067.csv,4134,3571768,3.41
21069,fips_21069.csv,929,798271,0.76
21071,fips_21071.csv,788,650562,0.62
21073,fips_21073.csv,2114,1817244,1.73
21075,fips_21075.csv,399,341742,0.33
21077,fips_21077.csv,524,443508,0.42
21079,fips_21079.csv,1246,1029791,0.98
21081,fips_21081.csv,1174,962316,0.92
21083,fips_21083.csv,3252,2811212,2.68
21085,fips_21085.csv,2658,2063215,1.97
21087,fips_21087.csv,717,597847,0.57
21089,fips_21089.csv,2788,2282982,2.18
21091,fips_21091.csv,536,466101,0.44
21093,fips_21093.csv,9765,8179163,7.8
21095,fips_21095.csv,917,746586,0.71
21097,fips_21097.csv,2215,1912398,1.82
21099,fips_21099.csv,1,3304,0.0
21101,fips_21101.csv,2711,2346356,2.24
21103,fips_21103.csv,1271,1089728,1.04
21105,fips_21105.csv,396,342043,0.33
21107,fips_21107.csv,3597,3164217,3.02
21109,fips_21109.csv,285,200016,0.19
21111,fips_21111.csv,72586,58961000,56.23
21113,fips_21113.csv,5421,4313773,4.11
21115,fips_21115.csv,812,687382,0.66
21117,fips_21117.csv,14998,12817573,12.22
21119,fips_21119.csv,465,371556,0.35
21123,fips_21123.csv,1149,961217,0.92
21125,fips_21125.csv,5063,4343510,4.14
21127,fips_21127.csv,470,387291,0.37
21129,fips_21129.csv,357,279724,0.27
21131,fips_21131.csv,170,140418,0.13
21133,fips_21133.csv,189,143096,0.14
21135,fips_21135.csv,683,565953,0.54
21137,fips_21137.csv,1766,1497777,1.43
21139,fips_21139.csv,413,339213,0.32
21141,fips_21141.csv,2711,2287911,2.18
21143,fips_21143.csv,838,706910,0.67
21145,fips_21145.csv,4794,4025499,3.84
21147,fips_21147.csv,361,291769,0.28
21149,fips_21149.csv,480,410142,0.39
21151,fips_21151.csv,6940,5548143,5.29
21153,fips_21153.csv,124,83487,0.08
21155,fips_21155.csv,2308,1967448,1.88
21157,fips_21157.csv,2029,1693834,1.62
21159,fips_21159.csv,148,124126,0.12
21161,fips_21161.csv,1463,1286309,1.23
21163,fips_21163.csv,2509,2036131,1.94
21165,fips_21165.csv,461,287869,0.27
21167,fips_21167.csv,2462,2084030,1.99
21169,fips_21169.csv,383,328904,0.31
21171,fips_21171.csv,703,604758,0.58
21173,fips_21173.csv,2421,2072652,1.98
21175,fips_21175.csv,315,269599,0.26
21177,fips_21177.csv,1777,1494609,1.43
21179,fips_21179.csv,4484,3787011,3.61
21181,fips_21181.csv,475,411185,0.39
21183,fips_21183.csv,897,746013,0.71
21185,fips_21185.csv,7705,6048490,5.77
21187,fips_21187.csv,712,599721,0.57
21189,fips_21189.csv,45,31100,0.03
21191,fips_21191.csv,691,573241,0.55
21195,fips_21195.csv,1557,1226618,1.17
21197,fips_21197.csv,523,426399,0.41
21199,fips_21199.csv,5577,4670210,4.45
21201,fips_21201.csv,122,105796,0.1
21203,fips_21203.csv,706,593316,0.57
21205,fips_21205.csv,1124,948748,0.9
21207,fips_21207.csv,1732,1454149,1.39
21209,fips_21209.csv,6121,5106557,4.87
21211,fips_21211.csv,3674,2999599,2.86
21213,fips_21213.csv,1940,1583346,1.51
21215,fips_21215.csv,2207,1771861,1.69
21217,fips_21217.csv,1502,1275915,1.22
21219,fips_21219.csv,940,784063,0.75
21221,fips_21221.csv,1721,1428465,1.36
21223,fips_21223.csv,700,615627,0.59
21225,fips_21225.csv,695,607128,0.58
21227,fips_21227.csv,12771,10771676,10.27
21229,fips_21229.csv,785,674218,0.64
21231,fips_21231.csv,925,780823,0.74
21233,fips_21233.csv,627,538391,0.51
21235,fips_21235.csv,2865,2140379,2.04
21237,fips_21237.csv,70,60034,0.06
21239,fips_21239.csv,1457,1227617,1.17
22001,fips_22001.csv,2569,2014612,1.92
22003,fips_22003.csv,904,627194,0.6
22005,fips_22005.csv,8425,6005057,5.73
22007,fips_22007.csv,957,792310,0.76
22009,fips_22009.csv,1670,1368989,1.31
22011,fips_22011.csv,2855,2262772,2.16
22013,fips_22013.csv,421,349384,0.33
22015,fips_22015.csv,5697,4610574,4.4
22017,fips_22017.csv,16124,13788147,13.15
22019,fips_22019.csv,12260,9649885,9.2
22021,fips_22021.csv,630,518894,0.49
22023,fips_22023.csv,482,369530,0.35
22025,fips_22025.csv,702,559582,0.53
22027,fips_22027.csv,678,540435,0.52
22029,fips_22029.csv,1066,857991,0.82
22031,fips_22031.csv,1041,769936,0.73
22033,fips_22033.csv,33581,27134211,25.88
22035,fips_22035.csv,248,203584,0.19
22037,fips_22037.csv,829,683726,0.65
22039,fips_22039.csv,2156,1475571,1.41
22041,fips_22041.csv,1021,826212,0.79
22043,fips_22043.csv,1199,804594,0.77
22045,fips_22045.csv,2225,1743245,1.66
22047,fips_22047.csv,1356,1094755,1.04
22049,fips_22049.csv,750,597189,0.57
22051,fips_22051.csv,27347,21399709,20.41
22053,fips_22053.csv,1306,1000884,0.95
22055,fips_22055.csv,20924,16526814,15.76
22057,fips_22057.csv,6028,4922369,4.69
22059,fips_22059.csv,1041,778487,0.74
22061,fips_22061.csv,2401,2026095,1.93
22063,fips_22063.csv,8779,6956548,6.63
22065,fips_22065.csv,336,252824,0.24
22067,fips_22067.csv,1847,1590371,1.52
22069,fips_22069.csv,1458,1189613,1.13
22071,fips_22071.csv,14742,12433857,11.86
22073,fips_22073.csv,10384,8676399,8.27
22075,fips_22075.csv,785,595742,0.57
22077,fips_22077.csv,1493,1190426,1.14
22079,fips_22079.csv,7048,5884406,5.61
22081,fips_22081.csv,241,198020,0.19
22083,fips_22083.csv,1149,928194,0.89
22085,fips_22085.csv,1041,846820,0.81
22087,fips_22087.csv,3621,2944245,2.81
22089,fips_22089.csv,3424,2760957,2.63
22093,fips_22093.csv,826,685974,0.65
22097,fips_22097.csv,4273,2948829,2.81
22099,fips_22099.csv,2353,1849183,1.76
22101,fips_22101.csv,3582,2906361,2.77
22103,fips_22103.csv,20258,16593270,15.82
22105,fips_22105.csv,5520,4523176,4.31
22107,fips_22107.csv,402,267299,0.25
22109,fips_22109.csv,3988,3242029,3.09
22111,fips_22111.csv,1226,989294,0.94
22113,fips_22113.csv,2253,1682311,1.6
22115,fips_22115.csv,1953,1533516,1.46
22117,fips_22117.csv,1516,1240552,1.18
22119,fips_22119.csv,2323,1780011,1.7
22121,fips_22121.csv,1583,1280230,1.22
22123,fips_22123.csv,612,503516,0.48
22125,fips_22125.csv,484,379550,0.36
23001,fips_23001.csv,6061,5012952,4.78
23003,fips_23003.csv,1727,1445415,1.38
23005,fips_23005.csv,12938,10669015,10.17
23007,fips_23007.csv,790,652045,0.62
23009,fips_23009.csv,1211,1023912,0.98
23011,fips_23011.csv,1916,1605988,1.53
23013,fips_23013.csv,1760,1463741,1.4
23015,fips_23015.csv,1064,894189,0.85
23017,fips_23017.csv,1338,1088531,1.04
23019,fips_23019.csv,1795,1492928,1.42
23021,fips_23021.csv,6,7015,0.01
23023,fips_23023.csv,1590,1345980,1.28
23025,fips_23025.csv,1067,871858,0.83
23027,fips_23027.csv,597,496407,0.47
23029,fips_23029.csv,495,413757,0.39
23031,fips_23031.csv,10540,8389643,8.0
24001,fips_24001.csv,5113,4428208,4.22
24003,fips_24003.csv,43337,35966186,34.3
24005,fips_24005.csv,60860,53607536,51.12
24009,fips_24009.csv,7395,6367072,6.07
24011,fips_24011.csv,2738,2403878,2.29
24013,fips_24013.csv,12589,10987290,10.48
24015,fips_24015.csv,7898,6805924,6.49
24017,fips_24017.csv,16628,14102566,13.45
24019,fips_24019.csv,3461,3018406,2.88
24021,fips_24021.csv,33142,25439936,24.26
24023,fips_24023.csv,2125,1812012,1.73
24025,fips_24025.csv,21367,18252359,17.41
24027,fips_24027.csv,21484,18200385,17.36
24029,fips_24029.csv,2253,1967153,1.88
24031,fips_24031.csv,51965,45268724,43.17
24033,fips_24033.csv,63989,53598203,51.12
24035,fips_24035.csv,4714,4160501,3.97
24037,fips_24037.csv,8076,6810137,6.49
24039,fips_24039.csv,1812,1574432,1.5
24041,fips_24041.csv,4131,3606036,3.44
24043,fips_24043.csv,12020,10081575,9.61
24045,fips_24045.csv,8274,7154418,6.82
24047,fips_24047.csv,7598,6380324,6.08
24510,fips_24510.csv,69237,59245835,56.5
25001,fips_25001.csv,995,843807,0.8
25003,fips_25003.csv,813,697606,0.67
25005,fips_25005.csv,1094,936511,0.89
25007,fips_25007.csv,55,47521,0.05
25009,fips_25009.csv,1434,1223186,1.17
25011,fips_25011.csv,359,311661,0.3
25013,fips_25013.csv,8664,7429201,7.09
25015,fips_25015.csv,1440,1235130,1.18
25017,fips_25017.csv,2018,1687152,1.61
25019,fips_25019.csv,240,203919,0.19
25021,fips_25021.csv,1109,918134,0.88
25023,fips_25023.csv,1028,861993,0.82
25025,fips_25025.csv,493,419302,0.4
25027,fips_25027.csv,1835,1570309,1.5
26001,fips_26001.csv,2006,1648702,1.57
26003,fips_26003.csv,499,341529,0.33
26005,fips_26005.csv,7635,6469365,6.17
26007,fips_26007.csv,3127,2528683,2.41
26009,fips_26009.csv,2551,2099927,2.0
26011,fips_26011.csv,1534,1272089,1.21
26013,fips_26013.csv,568,464877,0.44
26015,fips_26015.csv,4536,3812349,3.64
26017,fips_26017.csv,8152,6887345,6.57
26019,fips_26019.csv,1883,1513571,1.44
26021,fips_26021.csv,13520,10699212,10.2
26023,fips_26023.csv,4026,3289484,3.14
26025,fips_26025.csv,12220,10031408,9.57
26027,fips_26027.csv,2937,2410753,2.3
26033,fips_26033.csv,4313,3151095,3.01
26035,fips_26035.csv,4181,3254433,3.1
26037,fips_26037.csv,5525,4884259,4.66
26039,fips_26039.csv,2024,1676914,1.6
26041,fips_26041.csv,3427,2873605,2.74
26043,fips_26043.csv,2199,1751463,1.67
26045,fips_26045.csv,8474,7012365,6.69
26047,fips_26047.csv,1973,1633793,1.56
26049,fips_26049.csv,29016,23975565,22.86
26051,fips_26051.csv,3430,2805026,2.68
26055,fips_26055.csv,6464,5522733,5.27
26057,fips_26057.csv,2943,2386916,2.28
26059,fips_26059.csv,4732,4061461,3.87
26061,fips_26061.csv,2985,2427881,2.32
26065,fips_26065.csv,21395,18603090,17.74
26067,fips_26067.csv,4548,3909599,3.73
26069,fips_26069.csv,3498,2783994,2.66
26071,fips_26071.csv,1752,1346240,1.28
26073,fips_26073.csv,3767,3072755,2.93
26075,fips_26075.csv,11160,9142397,8.72
26077,fips_26077.csv,18703,14710614,14.03
26079,fips_26079.csv,1835,1529353,1.46
26081,fips_26081.csv,49348,41318320,39.4
26083,fips_26083.csv,430,355264,0.34
26085,fips_26085.csv,2174,1782535,1.7
26087,fips_26087.csv,8249,6831923,6.52
26089,fips_26089.csv,1400,1166294,1.11
26091,fips_26091.csv,9052,7649899,7.3
26093,fips_26093.csv,10722,9280070,8.85
26095,fips_26095.csv,741,583653,0.56
26099,fips_26099.csv,62428,54252490,51.74
26101,fips_26101.csv,2978,2415469,2.3
26103,fips_26103.csv,5714,4801502,4.58
26105,fips_26105.csv,2836,2304351,2.2
26107,fips_26107.csv,3518,2853058,2.72
26109,fips_26109.csv,1743,1388557,1.32
26111,fips_26111.csv,6709,5603580,5.34
26113,fips_26113.csv,1706,1411839,1.35
26115,fips_26115.csv,11371,9344922,8.91
26117,fips_26117.csv,6893,5604354,5.34
26119,fips_26119.csv,2286,1893699,1.81
26121,fips_26121.csv,13210,11163917,10.65
26123,fips_26123.csv,5189,4282657,4.08
26125,fips_26125.csv,77706,69603941,66.38
26127,fips_26127.csv,1784,1473684,1.41
26129,fips_26129.csv,2854,2346496,2.24
26131,fips_26131.csv,844,591477,0.56
26135,fips_26135.csv,1677,1377772,1.31
26139,fips_26139.csv,17648,14185056,13.53
26141,fips_26141.csv,1939,1592483,1.52
26143,fips_26143.csv,5351,4379568,4.18
26145,fips_26145.csv,11686,10152742,9.68
26147,fips_26147.csv,12589,10276496,9.8
26149,fips_26149.csv,5749,4716143,4.5
26151,fips_26151.csv,3431,2818209,2.69
26155,fips_26155.csv,6413,5258239,5.01
26157,fips_26157.csv,4882,3977149,3.79
26159,fips_26159.csv,4579,3757610,3.58
26161,fips_26161.csv,19963,16516341,15.75
26163,fips_26163.csv,117779,101036642,96.36
26165,fips_26165.csv,4107,3373029,3.22
27001,fips_27001.csv,1565,1307602,1.25
27003,fips_27003.csv,30643,26253810,25.04
27005,fips_27005.csv,3671,3232983,3.08
27007,fips_27007.csv,2185,1868024,1.78
27009,fips_27009.csv,2672,2321011,2.21
27011,fips_27011.csv,482,406529,0.39
27013,fips_27013.csv,5816,5106718,4.87
27015,fips_27015.csv,2290,1978563,1.89
27017,fips_27017.csv,2965,2420948,2.31
27019,fips_27019.csv,9735,8230409,7.85
27021,fips_27021.csv,2576,2180028,2.08
27023,fips_27023.csv,834,695816,0.66
27025,fips_27025.csv,4471,3837285,3.66
27027,fips_27027.csv,5243,4339324,4.14
27029,fips_27029.csv,704,575895,0.55
27031,fips_27031.csv,857,731213,0.7
27033,fips_27033.csv,1073,954041,0.91
27035,fips_27035.csv,6747,5809943,5.54
27037,fips_27037.csv,32079,26976726,25.73
27039,fips_27039.csv,2005,1762919,1.68
27041,fips_27041.csv,4813,4091448,3.9
27043,fips_27043.csv,1320,1147312,1.09
27045,fips_27045.csv,1818,1596022,1.52
27047,fips_27047.csv,2871,2546182,2.43
27049,fips_27049.csv,3348,2928499,2.79
27051,fips_27051.csv,822,693932,0.66
27053,fips_27053.csv,89173,78139292,74.52
27055,fips_27055.csv,1689,1480371,1.41
27057,fips_27057.csv,3819,3222318,3.07
27059,fips_27059.csv,2876,2512754,2.4
27061,fips_27061.csv,4124,3531765,3.37
27063,fips_27063.csv,736,651548,0.62
27065,fips_27065.csv,1672,1483701,1.41
27067,fips_27067.csv,3904,3233051,3.08
27069,fips_27069.csv,128,114866,0.11
27071,fips_27071.csv,1159,966489,0.92
27073,fips_27073.csv,437,343158,0.33
27075,fips_27075.csv,1176,1002070,0.96
27077,fips_27077.csv,261,205334,0.2
27079,fips_27079.csv,2793,2436665,2.32
27081,fips_27081.csv,472,388697,0.37
27083,fips_27083.csv,2057,1681500,1.6
27085,fips_27085.csv,2578,2249440,2.15
27087,fips_27087.csv,225,175849,0.17
27089,fips_27089.csv,436,368012,0.35
27091,fips_27091.csv,1402,1228863,1.17
27093,fips_27093.csv,1847,1581725,1.51
27095,fips_27095.csv,3366,2816038,2.69
27097,fips_27097.csv,3334,2886477,2.75
27099,fips_27099.csv,2837,2428802,2.32
27101,fips_27101.csv,293,243433,0.23
27103,fips_27103.csv,1969,1724153,1.64
27105,fips_27105.csv,1281,1112737,1.06
